iso_a3,SSP,variable,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
CRI,historical,rx1dayETCCDI,43.348873,33.044205,37.46139,42.547462,36.59283,34.88948,42.792492,39.296085,37.008392,40.654312,45.486904,39.210796,37.274708,39.75001,39.653908,41.371387,38.429348,39.69925,42.385014,41.58219,33.568836,43.914577,34.957127,43.068775,31.740664,41.86851,37.27954,36.898483,40.44242,40.332146,33.10225,39.049667,35.968582,33.459404,43.720398,33.73146,39.409462,34.810215,36.76241,37.165035,45.370857,37.352127,34.494358,38.556488,35.219387,42.635483,35.425247,41.580677,36.730225,46.30379,40.9708,38.540535,39.76969,32.066776,44.381077,42.56088,65.33233,38.945286,39.463737,49.485813,42.157993,39.94066,41.016598,42.07524,42.228306,39.51968,32.11778,40.898582,37.10738,36.61251,43.873657,36.60124,38.96984,33.632668,40.16347,38.669735,41.665592,40.046646,32.546566,40.311207,35.188805,34.39374,39.06395,43.74151,34.912235,36.222286,39.642635,41.799934,39.713295,33.498264,37.340054,43.777332,34.68741,36.681152,33.670055,39.23754,32.290283,42.661102,37.5615,37.214363,42.052616,34.035378,37.94267,34.465767,37.368687,46.72653,32.98601,38.609592,47.30023,37.97722,35.542423,41.01493,41.659225,35.685734,32.571316,46.069748,39.77151,37.968395,41.71961,39.54393,37.824978,34.69376,34.451572,41.29336,39.421707,32.45644,44.439144,40.985844,36.273502,36.55711,33.399887,37.198456,38.53685,36.661583,35.80286,40.854626,34.697186,39.96563,37.231792,42.059853,33.435127,36.339626,32.938522,51.715527,40.565445,41.65437,41.389465,42.010696,37.5032,37.80497,41.353092,43.353947,38.781967,38.54836,40.62475,39.503227,32.59789,41.031143,37.363876,38.575214,37.14934,45.09113,43.35243,41.810726,46.583046
CUB,historical,rx1dayETCCDI,21.571154,21.870314,30.74922,28.132795,18.730282,25.965986,28.559393,22.62896,21.720997,26.924427,23.21071,26.290794,24.78702,29.037432,26.473076,23.73227,24.081017,28.283587,32.999535,28.272783,28.087736,32.064762,24.331299,25.220709,20.6098,19.83612,23.98849,21.996176,24.33844,25.436535,24.124634,22.603533,31.468891,26.826088,33.64087,22.489506,25.764599,20.730553,25.747076,23.231926,21.34682,25.371613,30.229591,23.655756,32.82112,25.786165,27.420582,30.418816,27.854504,25.226326,24.0409,24.252935,21.483095,21.857826,22.453266,28.355593,19.072535,25.893293,26.026125,21.994795,23.234886,22.19116,25.095947,28.390831,32.38475,30.001024,22.214802,29.211348,25.963654,30.055763,28.729774,21.098328,21.850574,19.85904,23.925903,23.377958,25.968641,27.72824,24.426142,25.014193,28.077547,25.824999,25.307173,34.57791,28.53869,26.925493,25.425997,23.61605,25.5276,27.270775,28.6726,26.560986,25.921717,22.886116,23.148746,27.526146,25.847563,38.06539,27.01443,21.841932,25.797419,22.801378,22.594421,27.51779,31.36563,18.64403,24.140566,30.35305,29.874828,27.205761,24.953558,26.244349,26.231916,26.858244,28.952234,28.468538,24.759937,18.720789,24.030066,25.55694,23.802599,24.872557,23.999737,28.766624,32.717392,30.825287,25.144573,38.27909,34.21925,24.409483,27.61844,25.106203,27.645508,27.461637,25.986238,20.930984,21.173536,36.51683,28.11606,28.055225,24.01285,28.393288,21.33278,33.504086,22.933752,26.250212,21.190584,32.388985,28.763264,26.37815,21.39376,24.586443,28.692244,22.451403,24.304907,32.904446,22.601967,25.277502,33.546677,25.383741,25.53426,39.526096,20.704992,26.175343,20.801893
CYP,historical,rx1dayETCCDI,22.436766,18.914404,11.729979,10.568502,27.096607,16.20472,19.724432,15.736326,11.21282,24.64763,79.10255,19.960999,14.901975,13.547353,20.625204,17.761312,9.210882,18.31014,21.564558,17.194363,13.81298,9.317739,21.88223,19.657915,19.38455,21.829582,21.618103,17.994307,22.015177,13.704165,12.888261,18.500639,12.056319,21.102549,20.145582,20.16231,17.638788,34.531807,13.656222,26.576332,12.168059,16.833569,15.215853,13.368451,14.797248,18.729172,19.690577,18.07987,22.580538,13.978849,16.987865,18.23377,12.550626,22.820469,13.0307045,12.86701,23.771255,32.04758,12.312914,15.923981,20.470562,19.092772,16.884653,13.656095,14.570379,19.810873,13.615425,11.025931,18.596561,16.242268,18.860657,16.532583,21.656742,24.66797,22.554054,17.18218,17.715584,17.514734,22.448713,25.618093,9.959739,17.810741,12.970015,19.959303,12.840517,20.263203,18.726955,19.981003,11.940692,15.752028,20.89955,9.930224,15.5719185,18.522764,8.987378,16.33079,29.25978,23.609142,11.890831,11.204767,20.012087,15.437148,13.680652,18.640701,11.176359,8.649531,21.062376,25.343536,16.969522,10.887369,41.799522,14.82549,19.629614,8.896416,14.485861,22.900055,18.387249,21.04226,26.553827,20.225443,19.128582,14.886308,10.592434,17.955267,18.013962,11.508754,24.523174,32.98346,18.795223,7.998934,24.994217,19.90394,12.462091,15.098031,12.121612,12.007353,17.144598,19.058893,15.485236,15.672462,14.587921,14.171075,20.676205,24.619482,12.258609,11.987294,14.444852,16.477606,20.825087,10.818862,12.6510515,15.855207,23.896162,15.271138,16.589933,16.095165,34.155777,14.377089,14.966271,13.047799,16.05031,18.991322,18.439314,19.636608,24.222538
CZE,historical,rx1dayETCCDI,20.172348,26.720585,23.571415,30.758907,21.793596,26.79707,28.900686,23.94713,20.747772,28.898272,22.157192,23.764673,24.404703,23.032364,21.452494,29.888372,29.74383,34.974434,27.586124,33.414036,26.891264,29.585373,30.694443,20.032745,25.647966,24.61735,24.215876,20.066708,18.334887,28.969698,30.529898,26.254105,24.36903,29.299927,22.01574,23.494556,17.800987,22.731476,29.155352,29.08527,20.052608,26.236979,26.093666,26.59348,22.272764,28.28706,26.822577,32.269337,29.838322,24.047302,26.564346,32.12083,31.947859,21.116583,31.966702,27.270203,33.89792,21.360596,20.982683,33.57815,24.949678,26.700945,24.08417,26.51916,23.841452,29.169262,30.881979,24.16832,26.689116,19.366766,29.574581,23.962118,25.123886,26.44482,38.805748,26.992533,25.411814,27.060408,30.006435,22.558138,27.71221,29.04748,20.470322,23.083286,22.210161,26.501455,24.227467,29.995716,22.659103,27.909164,29.557096,25.207193,25.697927,21.632475,27.717453,20.58666,24.99955,24.599758,26.347916,27.525736,32.385033,31.272127,44.12467,22.459526,23.561275,30.448008,30.366554,29.855818,34.029335,21.750032,25.315159,26.69111,26.032299,29.696327,22.73199,28.165272,27.625982,26.364347,33.232807,26.199905,22.96907,24.783575,31.436712,26.22572,49.358223,31.792429,28.517147,22.031132,31.610233,23.999063,26.786888,28.4053,25.70645,24.193823,32.224064,34.57132,22.778711,24.97982,31.363369,33.249043,33.99375,22.38865,29.92121,20.32548,20.389961,28.1659,33.259804,26.314924,41.50257,22.80339,26.414146,30.092636,20.294497,25.089071,29.805435,30.803604,27.251072,27.060068,30.967196,31.705227,27.416565,29.393799,26.49539,28.457264,32.016068
DEU,historical,rx1dayETCCDI,22.499134,20.625769,28.417446,34.272087,23.760622,19.941978,28.972836,26.033907,23.926731,23.786766,25.155106,28.28619,21.965292,23.677198,23.339405,28.352764,25.784136,26.634033,25.97858,21.7148,27.694368,29.74793,31.468472,27.961615,23.5322,29.267488,25.995255,23.969809,22.34622,24.358782,24.272047,25.317905,22.639252,28.994678,23.388939,23.933634,23.925266,26.303898,23.627642,26.627338,22.214005,24.76743,28.871008,21.104464,29.47013,31.347097,24.924963,32.14876,24.39317,25.936726,29.307615,25.78918,28.973598,21.75435,26.984383,25.18513,25.912586,26.353964,24.12185,26.937565,27.30538,22.10131,30.216246,22.770094,24.85598,24.368025,31.321507,22.629623,24.41261,25.190617,32.445324,26.55766,22.467741,22.98609,23.751467,26.954208,23.466564,25.557688,25.315172,21.861036,24.4908,26.317816,24.704556,23.638832,21.515137,26.381844,25.695568,21.687595,28.119728,33.04061,27.115574,29.811886,23.048906,24.850584,21.237404,24.091558,22.052479,23.503489,37.979908,27.518923,27.391314,26.272598,23.760994,25.895397,29.022526,30.492516,28.170954,26.917913,29.42202,23.884764,25.178734,23.613115,21.499018,25.030178,22.959642,24.345575,28.784967,31.041143,25.481367,27.664745,22.872126,26.042154,23.78376,25.989891,25.248856,23.961538,29.337809,25.39907,21.933838,27.511051,26.280489,30.331007,21.496489,25.79689,23.49089,29.300251,22.162138,27.460527,30.006636,24.47521,25.783266,21.081306,25.040102,26.10242,25.83388,30.15297,23.671078,23.838297,25.252241,27.567656,27.502552,28.80542,22.988575,21.656511,31.178808,23.188984,28.010317,31.694658,27.037424,30.873945,29.155537,24.409946,25.083141,28.712215,26.121025
DJI,historical,rx1dayETCCDI,15.737413,17.195463,17.30138,10.876297,6.239354,8.151889,20.552277,5.0714016,9.36824,32.042976,18.621922,15.12885,11.568426,14.52124,10.762215,22.088886,21.161318,11.282206,22.096634,8.6170435,18.80133,15.446663,14.801979,18.503784,20.710707,4.491031,10.302782,9.902238,8.152425,17.679691,13.91673,16.16156,26.111483,27.268885,8.870184,9.435773,22.747398,8.391201,17.951906,17.46273,4.3531656,7.1415896,12.7002,16.695915,25.118767,13.405084,22.28248,14.367342,22.815107,10.086298,6.808698,7.5432057,5.8220625,16.218662,3.9886234,4.4692755,16.858517,18.465755,17.854273,25.33865,9.0892315,14.711261,9.107113,25.081514,7.3019266,14.024495,5.834043,9.078383,17.085194,13.806105,22.24481,8.468806,16.644714,9.545982,13.974546,15.008807,13.486624,25.85244,4.9973726,15.80131,10.953784,11.420608,23.39375,17.739235,13.317108,42.6805,7.7022314,25.451063,19.304155,10.573268,30.556677,7.3609347,11.776268,30.02691,12.71069,12.224077,14.092207,16.377687,26.4976,4.3501854,13.304113,6.609261,8.580685,21.861076,21.894337,6.299734,15.710473,11.340141,22.218704,8.805513,16.478657,6.5338607,17.687082,17.963171,13.438105,20.136833,6.4212084,4.0766,4.7547817,7.830262,11.747717,8.325577,6.3306093,13.148784,27.29094,20.738243,22.18771,16.294003,10.766624,8.349538,16.335606,12.319446,9.682417,11.282085,10.068536,10.535002,10.966778,15.569925,3.6081073,6.4695473,21.16978,18.348217,14.572978,12.188076,8.526564,9.297252,13.9757395,14.063001,15.701174,5.0698514,6.1150784,10.810614,10.677338,3.896594,29.620289,26.267767,12.469768,28.707264,16.937017,10.861158,27.351498,12.084842,12.220502,15.103817,18.744946
DNK,historical,rx1dayETCCDI,16.557903,24.318174,20.103945,23.415594,28.7013,18.699102,27.476236,26.73474,22.24788,26.51732,21.144552,29.74551,16.058512,17.326717,24.87297,18.934696,21.503973,26.924635,22.455244,16.931494,29.346415,24.35819,17.744999,25.305124,17.249811,22.606457,25.348894,21.030375,25.915823,16.950031,24.274612,38.367535,18.341816,19.432697,22.465578,21.76539,19.397058,22.235773,22.717928,20.160479,23.557095,21.019876,29.036945,25.485989,21.785872,29.505016,16.82855,25.576925,22.84867,20.106516,22.310823,31.652674,25.589258,22.221188,23.087463,21.521166,20.859573,27.567371,31.904205,25.91591,32.34074,19.439709,20.198994,19.589148,21.677813,21.40079,32.47046,23.772116,24.091614,24.65666,25.06363,30.40156,23.077839,16.177065,18.048986,23.011873,22.94731,20.16163,17.446661,23.432821,18.399324,18.166136,24.163324,24.952515,19.269396,24.79896,30.694757,19.563444,20.37203,30.907415,25.423418,20.6545,26.822664,16.99615,23.39238,21.469454,16.100773,23.908352,31.931265,14.097158,18.295256,19.478928,21.633223,20.417498,22.878483,18.205498,21.945402,32.678345,24.52795,19.750479,22.890644,19.055874,23.866299,20.76759,17.150484,21.977564,19.106853,20.380997,23.191437,20.890335,22.507471,21.481382,24.11318,22.495924,20.365019,25.409208,28.947294,27.55884,21.507307,23.682674,20.848688,24.474976,19.319056,24.545607,17.060307,17.562504,26.467009,21.06566,17.576818,19.008698,16.971893,21.49022,17.668762,15.313782,19.89003,34.976105,15.937421,23.483477,20.80808,20.639227,27.340729,24.251608,24.005375,27.87472,23.601473,21.335772,28.051376,22.476812,35.004967,24.077816,24.202688,24.764952,27.33405,23.07611,19.264597
DOM,historical,rx1dayETCCDI,29.13795,25.807096,28.302414,20.436665,24.363003,29.421402,36.225792,31.165688,21.154503,31.032928,24.014465,18.226768,26.436525,24.466612,26.852879,25.316341,28.553362,30.162544,27.440369,30.312717,23.035496,25.849121,23.277369,25.267525,23.33163,29.725998,28.535675,29.866528,23.20561,23.764942,28.00962,24.406944,26.164988,29.735945,25.007418,19.335476,29.304596,21.972181,21.702496,24.81914,21.954626,34.419556,27.011892,28.217735,29.743109,30.95012,22.514425,24.858816,24.031008,29.33394,29.32301,25.45336,24.570808,26.450054,26.639124,21.97339,27.969664,22.896921,26.651945,29.60041,22.97651,26.80983,21.709257,30.16893,32.38324,25.786541,22.270256,26.373442,26.575584,18.83727,25.19417,28.224335,26.438883,19.632215,26.371624,30.219067,23.615583,27.091917,23.365877,23.805437,25.524715,27.043018,23.754606,26.611374,23.612835,21.904972,25.96235,27.620344,51.183975,25.057316,39.41278,19.4497,30.347956,22.113749,28.627506,27.837967,25.434351,26.662416,21.227264,19.589737,20.699778,21.507711,25.597868,20.913023,25.33341,17.681435,23.311546,24.585342,26.830996,22.548746,22.583515,40.487354,33.86944,26.672318,31.614826,25.630892,18.989994,23.668667,26.855984,25.897938,23.461046,18.765223,30.159931,25.68402,36.59847,47.55491,29.09859,29.187057,26.865833,24.497412,20.529133,23.97026,22.683544,28.638382,24.652082,21.769955,30.651169,20.7079,26.704582,28.936184,18.722216,22.13905,20.03065,33.370045,23.945307,25.332426,30.580837,28.611631,32.912395,29.454634,22.906717,28.594568,31.072407,27.086939,25.181839,23.933777,25.055014,20.898954,19.492584,23.878054,25.676758,25.887575,22.75857,26.59815,22.430193
DZA,historical,rx1dayETCCDI,4.053684,10.71578,5.588103,6.2433763,5.9930105,4.774038,6.842337,7.316483,3.8641474,6.193327,2.7442772,3.7845623,4.8192883,5.404168,4.9014883,4.851342,4.819518,4.0977783,6.4542527,4.5090723,7.17929,2.9356465,4.435125,4.8714123,6.1989856,6.62318,6.876751,7.138912,7.521794,4.5328074,3.946804,3.5303159,5.2204757,4.098814,5.5939894,4.1948133,4.248456,5.067597,6.965834,5.355078,7.91695,3.2844532,7.537281,4.524844,5.343464,5.781339,7.8929305,5.0791783,6.3537107,3.9949977,4.055699,5.690611,5.3302803,6.64476,4.812243,4.9454527,4.240085,3.8545902,6.74957,4.5570107,3.9190066,8.461979,4.532179,3.658493,6.1989155,4.6836896,4.730335,4.0797243,5.127823,5.803096,7.1355195,4.549296,6.663613,7.880585,4.779195,4.51725,4.9436536,4.684868,5.298434,4.361709,7.0390596,8.171946,6.446029,4.145453,3.6316798,5.776824,4.9148035,4.6498237,5.120918,3.1811395,6.3695693,5.7465487,4.5329657,6.7476315,5.1511374,4.3224607,6.376705,3.9488637,5.148107,4.840834,4.047318,5.9728675,7.269505,6.88827,5.121368,4.3308964,5.9949026,4.5647573,4.5306935,3.8075593,7.0871277,4.4213758,2.9513412,3.8519938,4.255808,6.2609015,6.088228,4.8905873,3.966617,7.8303556,7.269473,6.86435,4.623788,5.5186505,5.3959208,4.245025,7.9579425,4.6720233,4.5266232,3.077384,3.7868328,5.538674,4.67091,6.2595687,11.211927,6.523078,6.8155417,4.8557863,4.017704,3.795749,5.871392,4.96312,5.3333406,7.4974594,3.296654,6.5122356,3.5243948,8.708262,6.015928,6.689445,4.097336,5.534104,5.4072704,7.4554925,7.6814547,6.0068483,5.6917453,6.568254,7.1159883,8.150851,3.8448677,5.6375403,5.5932894,4.8402033,7.3696437
ECU,historical,rx1dayETCCDI,57.438404,48.09582,50.7985,49.427128,48.216663,54.577892,47.780952,53.120422,43.588585,51.316223,49.13991,46.527122,51.70052,51.766155,48.83187,52.302612,44.5096,49.139263,47.36335,47.61638,53.105602,57.9888,48.103386,50.90441,46.825474,47.596256,51.551872,48.217175,53.75995,50.290833,48.316864,51.27932,46.481213,46.81391,46.16851,51.56314,48.419914,42.295826,55.0024,53.980335,52.106915,49.532085,48.56488,44.312157,46.578575,51.682007,49.21766,51.81725,48.08104,53.395943,52.9013,51.68236,51.631916,55.3365,48.548183,47.471375,50.798576,58.001472,48.281193,49.077915,49.75723,48.15152,46.562897,54.70391,50.927406,44.92018,52.298317,49.001408,49.992054,53.048622,48.446995,48.259113,49.65703,47.813618,52.380726,52.19928,46.78762,50.44541,49.59186,50.221363,49.66402,50.79696,45.860054,46.95128,44.808125,54.981117,54.90011,49.888744,49.045925,47.891438,53.533546,47.74308,44.484882,46.234394,46.056217,49.491535,48.513603,47.868973,50.316135,51.279408,51.50475,48.572254,46.694496,54.91266,51.657623,47.029266,50.732094,50.991123,53.61498,45.95266,53.36983,47.54574,44.29142,51.125687,53.765205,49.857006,47.604744,49.94626,46.568863,48.241447,56.368824,46.833447,47.798115,51.49231,51.138157,49.316795,57.574177,59.127808,48.446053,53.120697,53.60124,49.143833,49.394398,48.11585,47.316307,48.883556,48.566933,57.10087,51.667107,51.352898,53.85943,54.510773,51.15875,55.116413,60.74055,48.979195,52.182373,49.336056,58.710274,55.49215,50.886417,55.853844,62.57958,51.05789,48.46742,54.593822,56.105793,55.934395,58.938404,48.997234,57.134296,51.417908,61.361134,49.513165,54.571693
EGY,historical,rx1dayETCCDI,6.8177648,3.468401,3.5193517,5.2463665,2.6498792,4.654565,2.78449,1.5800277,1.5638018,2.437655,1.6624784,2.6099737,2.688793,1.8389764,2.4917474,1.8702698,1.4709954,2.061056,3.7045112,1.1145921,3.0475276,1.1611328,2.2501311,3.2343712,3.1701248,3.2143257,4.085856,5.0929937,2.8842866,1.945551,1.9562651,1.7824498,4.180108,1.85695,4.54959,2.882542,1.666764,2.6745896,4.6756506,2.3227165,2.0814302,2.0856109,4.54837,1.0615706,4.674424,1.2573255,3.5740955,3.3933423,2.6708467,2.1384242,4.192426,1.683439,1.4410212,5.046995,1.3089505,2.408321,3.6519969,4.2397337,4.752177,1.9089856,1.1430101,2.1802518,3.8949196,2.928097,4.063558,1.5112438,12.319177,2.995386,2.354332,2.949213,4.079171,4.674779,1.4988257,2.7664406,2.8132918,1.6424104,2.049883,1.9887686,3.334568,2.042384,1.349387,2.7990525,1.2167267,3.8965237,1.5746859,13.782058,2.0524068,1.7055773,1.8558592,1.8677108,7.252218,3.1427329,1.6221027,2.0689385,2.9237106,1.274194,2.4890943,3.295348,3.052065,1.2993505,1.2156703,1.4003247,5.0170674,2.0575004,1.4031298,1.1505811,5.829991,2.5227065,1.0398263,1.4612964,3.118598,3.0864413,3.0809765,2.1873112,1.8638997,2.6902843,2.270131,2.0500355,4.3192554,1.8127083,3.7913527,2.460465,2.3227892,4.8076267,3.2181041,3.4034195,3.7559114,2.5968606,1.3751918,1.2663113,2.6774495,4.0972276,1.3764936,1.7298057,4.799426,2.8620594,1.9882412,1.8162283,3.7922425,6.5431485,2.840407,3.3038366,8.378536,2.9377332,1.8543497,1.201493,2.228855,4.415892,2.4859645,1.0480477,1.8135015,1.7163023,1.6193055,3.0881226,2.0733018,3.2241395,1.9995301,2.4628625,2.8405015,3.4712033,1.2889067,2.6265397,1.2957572,2.2582002,2.2391145
ERI,historical,rx1dayETCCDI,23.464441,23.26306,26.639963,19.112957,15.881276,18.21214,22.399128,18.215775,20.093357,17.432713,24.880169,20.023478,17.794691,18.769312,22.43713,17.31993,35.583447,15.886686,23.0232,11.994481,26.040363,21.12801,22.423767,20.169401,26.496313,12.755906,23.155151,22.768187,21.437061,19.199453,16.366053,22.521114,32.89211,22.645376,19.032238,21.44965,23.68251,21.509409,28.3782,20.972157,15.688634,20.485188,24.86484,23.205996,31.23772,26.638996,16.147266,23.244333,23.88886,15.219688,15.642714,14.829755,17.313183,21.707748,15.761995,17.476917,20.004974,20.216726,14.114784,25.256609,18.549465,19.459854,21.241592,27.20692,18.213892,19.554901,18.859398,16.996956,21.912706,24.427174,20.462036,23.280811,26.269995,21.05465,20.867085,20.87574,21.296179,27.501654,17.458225,18.882252,20.59233,15.835177,18.28971,20.676422,18.615604,19.592571,19.451046,21.623682,17.550217,20.243,20.184624,23.529325,21.06211,23.441122,29.054235,16.909492,27.434958,21.352718,19.428944,8.702612,21.477245,19.771027,25.632715,30.659103,21.41435,15.898621,23.549616,24.890923,20.355057,13.925684,26.549694,18.845081,22.396969,19.550192,27.568531,26.081873,19.177078,17.109753,14.208425,22.647118,18.722284,22.778416,14.452112,18.018246,26.893042,25.38731,27.325535,23.654985,21.049665,17.076765,26.084314,28.748585,21.87028,17.790817,13.640904,15.431308,19.62099,23.38271,15.108322,23.771023,20.447992,21.188091,22.075726,18.787157,19.533253,20.654964,24.307083,17.702234,26.341223,18.986343,20.099354,21.572948,26.946829,16.245054,32.420277,29.697178,22.005032,28.817606,19.66064,21.131275,23.020876,23.430752,24.505007,22.60673,31.961893
ESH,historical,rx1dayETCCDI,2.7673495,1.807387,2.7324376,1.9267635,0.12306049,0.54090387,5.126013,1.2272966,3.261456,1.3303671,5.054713,0.5343,2.2176044,0.9061715,4.0296316,2.2214332,1.7858934,0.5819863,1.4233494,3.5616899,1.0731615,3.184559,2.2081847,2.5417743,1.761591,0.70109403,7.9112444,1.121163,7.8572273,2.7495496,2.410509,1.1179738,1.2122535,1.8337148,6.8990326,0.6549765,3.656694,1.252775,1.535042,1.9757887,4.1455655,2.4428077,3.4136696,1.9797618,0.6859278,3.4800003,5.0637417,5.9928145,1.7404451,1.4687524,1.237154,1.0843377,1.0200479,1.8888233,3.3962352,2.2903438,2.9995801,2.4223723,2.5948653,0.3056325,1.009633,2.7570858,1.4129467,2.7660015,1.5072205,2.4639947,1.194831,0.8037733,6.0111594,1.3804772,2.5109925,1.9841408,0.36303827,1.1520596,1.467263,0.7853235,3.5019367,4.1311536,1.1250414,1.5422368,2.974038,12.116138,0.6754066,6.2948413,1.2520316,3.8940556,0.91078407,0.8446747,1.4321849,0.6922554,0.4505477,4.3996415,0.6102817,0.67442,1.5276172,0.75218785,10.30588,1.6742074,1.5876021,1.3242584,8.855587,0.6953639,0.86236066,5.564692,1.7626972,7.1617265,1.6054312,1.7413397,1.9094174,0.43333656,2.7083132,0.41463485,3.6566536,0.6751471,3.4989173,5.1004057,2.3215153,0.60971594,8.455352,1.6960436,1.1249979,1.4700869,0.9286143,1.859963,0.3529621,10.857824,1.2995809,1.2337524,1.03081,0.841315,9.671325,6.2770634,1.6352093,0.8382503,2.9031835,0.8220499,5.5502243,2.1155808,0.9325507,0.7845054,4.601671,1.5846589,11.799488,2.5003655,1.7923639,2.238136,0.6408203,2.9177384,2.7164893,3.397826,0.38381425,1.9348959,2.4915843,5.8786144,4.834213,4.662211,3.2053406,4.6238027,2.377083,4.514611,7.318782,4.7699785,0.9948081,3.6966033,2.7135558
ESP,historical,rx1dayETCCDI,28.772285,29.711367,30.072878,20.555248,31.29153,28.333158,29.193216,30.927711,32.623947,28.572046,26.710302,26.62871,29.820118,32.21403,31.900883,27.23641,33.49999,28.960419,29.884615,29.001999,40.393585,35.86938,29.641266,23.880608,38.16492,30.300337,26.630497,29.64359,30.584133,32.357872,23.206331,22.945105,25.199919,24.822739,33.370804,36.093075,27.739534,29.58788,28.177309,35.2535,29.380001,33.115623,30.763405,32.74053,28.121132,29.09441,34.899746,26.572626,24.325472,25.199429,30.924269,25.298464,27.2299,32.329376,29.791943,37.29015,35.822273,32.037014,29.335352,29.093683,26.90319,25.12766,28.85604,28.690125,20.391706,28.445763,27.613396,26.761494,26.503555,33.069702,31.013556,26.114128,25.143599,25.130426,34.185413,33.49332,30.62265,24.80905,28.425987,29.900356,31.488762,25.712938,31.055285,30.35063,28.637892,21.396578,33.183853,28.316206,32.182724,35.434162,27.396605,31.768559,27.946402,31.272505,28.120358,24.39216,32.335197,28.991,26.181595,29.878794,23.664202,26.196848,29.19399,28.198444,24.847292,27.74922,28.370827,30.216425,23.792006,28.571419,29.252855,25.852795,24.128159,26.128683,34.633316,35.548664,30.859655,20.915937,29.996109,30.123396,28.144041,31.470846,30.210686,25.71229,29.571566,28.028378,24.199043,33.514988,27.736227,25.6059,32.05505,30.376629,30.399282,31.758099,26.874434,29.3552,32.896122,30.307638,30.621115,25.250757,33.47015,26.192957,28.552929,29.238754,29.43416,28.554234,33.423832,30.855865,32.640377,30.17634,26.576258,33.53014,34.097683,34.21514,33.05351,26.701193,33.573296,33.24963,33.623528,35.234325,27.974419,35.537903,30.896149,27.33182,29.495409
EST,historical,rx1dayETCCDI,23.888344,24.330948,26.221142,14.462099,39.170975,20.053604,25.52807,22.48143,20.105753,24.676956,20.85831,27.752602,26.746521,18.66849,22.157461,22.493998,17.407578,22.848385,16.923483,21.672016,28.342997,17.54637,15.459164,22.153214,29.645224,35.87954,21.481302,20.452911,19.261948,20.540611,23.852932,26.226757,23.029678,20.889055,24.508118,24.904217,21.816982,32.36657,30.154861,18.155123,19.088549,27.722996,33.28802,26.884314,24.078405,20.468927,22.400682,25.049168,21.196978,21.889673,22.46251,19.387833,18.870075,22.455648,20.655563,21.401533,21.447536,20.531134,22.194183,19.90233,19.670446,25.356728,27.335806,19.331017,20.908833,20.887096,16.80503,32.249687,20.14311,18.354307,18.354023,19.641506,22.652851,22.382301,23.67369,23.768618,22.335377,28.428944,19.598495,22.975658,20.477514,33.115925,28.20861,17.371754,24.287487,21.55924,17.861418,16.60909,22.638596,27.831701,24.94504,18.89242,24.490953,19.516489,21.314543,17.664867,19.96926,17.832598,23.175268,25.94157,19.32349,28.888437,27.018269,18.702862,17.517473,18.9368,21.628674,22.949612,27.805902,21.524057,21.510498,29.697708,15.2286825,21.313986,23.610031,18.570198,25.047346,21.558943,21.208586,21.25324,18.596703,26.58225,22.164326,18.483484,17.114576,22.105137,28.684242,21.990036,19.10962,21.65341,14.759499,24.06848,18.141523,35.45948,21.621582,18.818306,19.88458,29.82964,20.990242,32.320457,20.021967,21.10383,27.065956,21.611998,17.410295,27.12172,20.862171,23.678633,33.20641,19.999533,17.16008,24.777388,31.558935,24.305975,21.790365,19.789806,20.950945,24.708403,27.6442,27.091862,21.309338,27.738035,33.671482,21.240307,19.869774
