iso_a3,SSP,variable,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
-99,ssp5,tx90pETCCDI,26.531298,23.101948,20.376991,22.008884,18.62118,19.471123,21.708782,23.087603,29.120974,28.255238,28.480461,25.436901,24.400732,32.939503,28.712627,31.806204,34.18984,35.307693,37.802246,34.28465,39.128067,36.75794,38.60998,32.837147,39.53865,35.550392,44.04091,48.775337,45.162186,44.26825,42.5307,45.463028,51.93983,45.64926,45.99231,49.49274,45.685493,41.43476,49.388977,44.412678,47.786198,48.463398,50.5528,39.84547,44.39849,50.888912,53.0611,41.929005,46.744057,46.778637,52.09212,46.66791,55.24915,48.023407,56.948975,53.46273,59.74469,58.13493,65.47273,63.51013,56.692917,63.775852,66.42007,65.58919,62.130566,71.62714,68.98361,67.91759,72.01971,70.19997,71.34038,74.116684,75.991936,75.22967,74.68179,71.23064,70.11086,76.169945,73.02901,73.05289,81.3609,78.65428,81.25191,78.42335,75.11627,79.23407
AFG,ssp5,tx90pETCCDI,21.007378,18.518284,26.594309,12.598525,13.251844,14.327449,31.216017,19.97471,35.367756,27.02396,15.201264,19.47313,13.559537,24.55864,29.54057,36.99473,38.33298,21.275745,30.693361,39.804005,31.483667,21.116016,43.54689,33.05374,33.73446,27.919294,39.287674,58.89779,37.350895,29.627995,25.917809,46.992622,36.046364,47.8037,49.150684,50.18757,43.218124,46.847416,45.837727,59.91781,47.03056,29.398907,53.05374,47.728138,47.59958,60.43085,68.96734,62.868286,53.871445,71.37032,56.153847,64.23182,41.61644,64.1446,68.01685,67.37197,61.62487,67.05969,65.44995,64.42571,66.52476,70.47709,68.743935,76.11591,66.1707,76.2211,78.40042,73.822975,76.98841,76.16435,77.152794,76.446785,89.79136,82.49684,79.034775,85.55953,83.34879,81.76335,84.31402,86.82402,85.679665,86.04246,82.899895,83.64173,94.23604,89.479454
AGO,ssp5,tx90pETCCDI,11.481363,15.531834,16.751831,12.137624,21.572475,14.905325,13.656578,28.19879,11.81013,12.353539,23.041733,18.673462,17.822237,31.56945,19.45333,12.263779,20.024212,20.875587,12.545397,12.667728,24.512266,42.640743,21.56483,20.945524,35.956676,52.006607,59.237972,33.541893,37.945843,30.382513,36.052246,53.057663,62.23893,20.6443,19.239248,38.48614,49.623447,62.40564,28.29946,25.510036,32.78114,48.49536,51.059574,34.241478,51.155148,61.078915,37.583942,42.958904,53.860466,61.218704,34.50653,53.325264,65.82733,59.006226,46.463203,64.05097,67.64447,50.795525,54.77413,62.01848,68.97356,58.752068,52.519913,64.75438,75.0978,50.870502,54.362537,81.1596,76.19879,56.798832,76.47148,76.87799,81.64766,63.729824,70.56897,88.38611,84.52501,67.30461,77.49092,85.54317,88.73272,84.92058,83.47499,86.66072,91.97706,91.174255
ALB,ssp5,tx90pETCCDI,31.976515,26.932085,19.2955,29.041096,21.878668,28.376268,20.469667,27.475538,20.430529,18.735363,23.796478,25.16634,30.645794,22.131147,21.604696,30.097849,38.90411,30.991413,30.919765,21.878668,22.857143,14.324746,38.238747,39.56947,34.755383,36.612022,40.78278,33.77691,62.62231,45.823574,35.068493,45.283756,48.336597,49.063232,43.483368,38.434444,42.70059,33.372364,34.09002,38.551857,52.68102,47.03357,43.444225,50.410957,44.618397,52.068695,68.1409,52.36791,47.39726,50.741608,51.07632,41.6047,48.375732,45.472286,59.921722,61.643833,71.93738,67.252144,54.55969,64.227005,71.78082,61.904762,76.82975,72.015656,56.868885,65.80796,73.38551,65.98826,71.702545,62.84153,54.83366,68.21918,77.45597,79.274,85.792564,67.86693,54.716244,79.6253,78.19961,79.765175,75.96869,68.22794,83.99217,79.88258,74.52055,80.0
ARE,ssp5,tx90pETCCDI,15.479452,28.551912,34.81409,21.330723,23.111546,20.960188,26.63405,20.37182,28.082193,38.95394,24.48141,30.724072,26.30137,28.80562,38.94325,24.540117,47.866924,39.422325,36.5362,38.727985,39.393345,38.6612,35.342464,42.524464,44.36399,49.35597,55.55773,47.06458,66.7906,48.750977,52.309196,60.0,57.04501,50.039032,61.017612,59.21722,51.91781,69.59407,65.28376,63.679058,57.592957,54.3911,60.704502,73.81605,59.647747,74.10227,73.639915,76.457924,72.641884,76.9516,70.31311,76.57534,69.45205,86.76815,83.95304,65.440315,78.04305,78.434814,83.30724,83.11155,79.256355,83.7822,82.44618,84.34442,82.367905,79.99609,85.20548,91.23287,84.52055,85.49961,89.04109,81.64384,92.54403,89.05152,90.450096,87.98435,90.84149,88.40749,93.44422,93.874756,91.19373,87.84153,90.6458,90.99805,98.649704,96.2818
ARG,ssp5,tx90pETCCDI,10.696104,12.636612,16.56077,9.2048,9.478772,10.23912,10.9904785,15.796172,11.951326,11.64787,11.083746,15.08841,13.532497,14.032767,13.341106,14.179053,16.429613,15.707477,11.321773,10.079181,12.540561,13.068248,17.310795,17.33071,18.611677,14.104949,14.582726,12.5138445,17.483727,15.495775,15.196735,19.224716,15.009715,14.517692,17.256874,23.166231,17.046535,18.033756,19.938793,23.29933,24.862041,17.300798,18.866707,23.4266,17.340912,20.797485,38.712234,29.134363,18.52764,26.475603,25.670359,27.389975,23.44166,30.726562,28.351307,24.165937,26.027882,31.398964,30.487225,31.873116,31.391237,30.034298,22.718838,26.448557,30.82143,40.303455,30.2662,24.35733,37.38366,38.645218,39.25872,32.06451,38.45915,42.982403,30.037403,28.768095,35.45565,54.163277,46.282425,27.367628,38.838047,44.74625,43.56699,38.583504,30.802,46.21296
ARM,ssp5,tx90pETCCDI,9.589041,26.36612,32.100456,24.3379,18.72146,23.360657,22.922373,9.452055,9.406392,26.229507,9.634704,19.178083,20.456621,24.408014,28.630136,36.849316,34.97717,18.442623,18.49315,36.75799,22.511415,22.996359,23.196348,34.840183,19.086758,36.11111,25.388128,40.913242,41.735157,45.628418,33.424656,31.506851,36.94064,43.715847,36.11872,21.324202,34.703197,46.584698,52.283108,59.86301,36.75799,19.444445,32.739727,31.643837,28.904108,49.453552,54.474884,53.24201,43.378998,58.424408,61.278538,50.59361,35.753426,55.009106,51.96347,65.525116,64.84018,70.67396,48.995434,37.488583,48.538815,66.93989,69.58904,68.49316,57.808216,70.400734,64.65753,68.173515,52.237442,71.08379,76.11872,72.51142,70.0,78.779594,76.52968,71.598175,60.27397,68.30601,72.73972,79.17808,76.666664,73.63388,75.11416,73.9726,87.21461,86.57534
ATA,ssp5,tx90pETCCDI,11.232809,12.403946,10.2621155,12.217766,9.532303,12.462206,13.449098,12.065447,10.924833,13.952797,12.441631,13.442511,13.238905,12.080843,12.980582,16.223665,14.631299,14.83501,15.481201,15.923209,13.511424,15.968362,16.64028,12.486945,13.212057,16.259459,20.464382,15.828335,15.753084,17.43039,19.779314,14.765448,19.24804,22.293108,19.826468,15.527447,19.604555,19.43379,21.018959,21.892982,20.1818,18.674213,21.322369,26.094994,25.947947,28.233248,23.269386,18.99985,22.331083,25.554693,26.983145,24.39821,25.745588,24.707386,21.087599,30.983206,25.68835,22.296753,27.305359,31.273783,28.892956,30.731815,25.249,28.855682,29.779406,34.27768,26.35059,34.313786,36.47631,28.73197,32.117302,40.751072,39.51897,30.217941,38.342968,40.21171,48.588863,43.573776,37.73372,38.968777,39.720417,39.43122,37.700077,34.058575,48.375244,52.89952
ATF,ssp5,tx90pETCCDI,14.589041,15.095628,14.452055,10.958904,13.219178,9.3579235,20.0,17.945206,22.739725,10.724044,15.0,21.09589,23.972603,35.79235,20.890411,23.972603,16.917809,17.213116,18.630136,24.315067,20.205479,25.614754,13.150685,37.80822,33.69863,27.117485,29.520548,34.041096,29.863014,32.03552,27.876713,39.931507,26.849316,15.710382,28.698631,43.49315,37.46575,25.956284,32.80822,44.452053,41.027397,35.519127,31.575342,34.72603,40.20548,28.4153,42.260273,59.72603,63.0137,58.811474,48.150684,53.150684,50.410957,50.34153,56.57534,68.49315,68.69863,67.0765,72.328766,77.671234,63.0137,56.967213,71.64384,70.54794,77.80822,75.273224,79.0411,82.671234,83.90411,89.00273,88.08219,90.61644,90.0685,86.065575,85.61644,86.9863,81.84931,90.02732,89.79452,88.76712,89.72603,85.79235,86.78082,92.73973,88.76712,94.10959
AUS,ssp5,tx90pETCCDI,9.426795,12.894431,7.191489,15.452638,19.853882,14.009612,9.45322,14.389391,6.868746,12.806845,14.830274,13.757505,18.630331,12.861683,15.986787,13.589042,24.299232,17.668295,8.1638,11.697464,11.767609,33.689106,15.198484,11.12834,18.81609,30.722395,34.497036,15.038959,20.038084,18.80072,16.604683,31.82668,15.842223,12.058481,16.435635,25.136112,32.887592,30.163158,22.80171,22.035948,24.71913,29.83936,27.498493,32.910133,30.467892,39.853115,15.126396,26.896725,36.519577,35.177113,29.605751,41.60342,48.946663,46.793007,30.52385,51.0716,31.610998,28.9228,24.528318,48.42981,58.69154,37.040462,28.232586,50.78811,45.675507,22.097042,34.017487,54.875355,48.858837,36.42425,50.034004,58.829887,39.540462,31.777119,35.625183,63.877975,44.38259,40.609035,40.375984,55.901875,64.27786,49.010387,54.489067,57.26125,77.09453,48.644707
