iso_a3,SSP,variable,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
-99,ssp3,wsdiETCCDI,49.705722070844686,86.03814713896458,39.444141689373296,51.88555858310627,26.19891008174387,44.479564032697546,40.86103542234333,51.18528610354223,69.85286103542235,28.94822888283379,40.54768392370572,33.782016348773844,60.438692098092645,54.182561307901906,47.95367847411444,59.64850136239782,38.05177111716621,57.26702997275204,60.29155313351499,38.12806539509537,54.23433242506812,67.7683923705722,100.38692098092643,81.65395095367847,76.06811989100818,88.85013623978202,55.07629427792916,72.01362397820164,81.40054495912807,77.64032697547684,63.76566757493188,97.32697547683924,88.11716621253406,86.90735694822888,81.24523160762942,73.73841961852861,82.82288828337875,76.61035422343325,99.29155313351498,116.06539509536785,90.06539509536785,95.12261580381471,116.36512261580381,106.39509536784742,128.68664850136238,136.39237057220708,130.39237057220708,138.75204359673023,138.69754768392372,139.87193460490462,122.94822888283379,117.04087193460491,108.11716621253406,154.84468664850135,160.23705722070844,141.43324250681198,159.70844686648502,138.0,136.141689373297,152.27792915531336,165.57220708446866,152.57765667574932,146.9291553133515,152.93460490463215,157.05449591280654,161.5858310626703,146.37874659400546,126.46049046321527,143.1226158038147,187.52316076294278,188.15531335149865,193.19618528610354,184.0217983651226,196.2506811989101,197.4931880108992,177.13623978201636,202.5177111716621,188.81198910081744,197.0708446866485,234.3623978201635,228.91280653950955,230.75476839237058,233.7983651226158,207.90735694822888,232.86103542234332,212.47138964577655
AFG,ssp3,wsdiETCCDI,36.13076923076923,19.56153846153846,43.87692307692308,34.52307692307692,20.715384615384615,64.66923076923077,45.776923076923076,26.23076923076923,43.146153846153844,50.03076923076923,55.46923076923077,59.92307692307692,35.238461538461536,13.938461538461539,42.646153846153844,66.79230769230769,53.215384615384615,48.784615384615385,55.44615384615385,79.07692307692308,47.46153846153846,80.3076923076923,54.40769230769231,46.83846153846154,34.09230769230769,48.2,56.276923076923076,75.56153846153846,110.68461538461538,99.0,54.86923076923077,48.83846153846154,76.54615384615384,78.83076923076923,74.97692307692307,142.8923076923077,112.72307692307692,64.79230769230769,87.66923076923077,124.22307692307692,126.65384615384616,96.46153846153847,91.61538461538461,91.42307692307692,128.65384615384616,120.41538461538461,77.64615384615385,94.72307692307692,159.7076923076923,120.05384615384615,67.52307692307693,124.15384615384616,136.26923076923077,112.5,162.01538461538462,163.08461538461538,128.7153846153846,170.87692307692308,137.73076923076923,123.02307692307693,116.34615384615384,165.75384615384615,196.15384615384616,138.56153846153848,200.86923076923077,213.55384615384617,225.44615384615383,155.07692307692307,166.9,244.7153846153846,230.86923076923077,176.47692307692307,148.56153846153848,183.3846153846154,195.91538461538462,236.3846153846154,209.7846153846154,228.3230769230769,195.95384615384614,233.13076923076923,296.16153846153844,219.6769230769231,193.02307692307693,201.93076923076924,233.73076923076923,276.11538461538464
AGO,ssp3,wsdiETCCDI,22.29767441860465,31.641860465116277,8.87906976744186,6.037209302325581,28.76279069767442,6.851162790697674,25.28372093023256,46.944186046511625,28.865116279069767,21.488372093023255,26.73488372093023,32.24186046511628,71.93488372093023,22.12093023255814,21.855813953488372,45.57209302325582,9.688372093023256,19.56279069767442,96.53023255813953,77.56744186046511,26.334883720930232,32.75813953488372,46.57209302325582,32.85116279069767,64.48372093023256,46.97674418604651,26.26511627906977,64.30232558139535,101.8093023255814,34.353488372093025,68.83255813953488,81.73023255813953,80.98139534883721,62.74883720930232,113.69302325581396,76.70697674418605,64.2139534883721,103.22790697674418,179.5767441860465,62.10697674418605,69.65116279069767,81.63720930232559,174.17209302325583,100.68837209302326,59.62325581395349,76.9860465116279,134.76279069767443,164.03720930232558,84.05116279069767,129.52093023255813,129.26046511627908,211.26976744186047,130.51627906976745,166.96744186046513,167.65581395348838,153.0418604651163,131.9906976744186,121.66976744186047,133.60930232558138,139.1813953488372,185.12558139534883,122.26046511627906,212.8,247.5860465116279,213.08372093023254,126.48372093023256,154.63720930232557,194.17209302325583,263.09302325581393,140.08837209302325,182.28372093023256,206.28372093023256,184.67441860465115,207.59534883720931,294.0325581395349,203.0418604651163,165.5860465116279,218.30697674418604,250.30697674418604,273.9767441860465,168.5720930232558,180.4232558139535,257.52558139534887,273.93488372093026,223.45581395348836,215.6186046511628
ALB,ssp3,wsdiETCCDI,28.428571428571427,22.857142857142858,37.857142857142854,42.714285714285715,71.71428571428571,36.0,33.57142857142857,37.42857142857143,14.428571428571429,45.285714285714285,25.428571428571427,39.857142857142854,21.857142857142858,54.57142857142857,104.42857142857143,83.28571428571429,114.57142857142857,94.28571428571429,35.285714285714285,57.714285714285715,61.142857142857146,77.28571428571429,83.57142857142857,49.142857142857146,36.714285714285715,142.28571428571428,53.714285714285715,59.285714285714285,65.71428571428571,86.71428571428571,58.714285714285715,100.57142857142857,53.42857142857143,79.85714285714286,66.0,81.85714285714286,104.42857142857143,112.85714285714286,57.42857142857143,150.71428571428572,150.57142857142858,83.85714285714286,176.71428571428572,95.42857142857143,127.28571428571429,119.14285714285714,115.71428571428571,114.14285714285714,141.28571428571428,143.85714285714286,84.85714285714286,98.71428571428571,124.14285714285714,130.28571428571428,142.71428571428572,142.14285714285714,178.42857142857142,200.28571428571428,147.14285714285714,133.71428571428572,151.71428571428572,183.71428571428572,126.14285714285714,209.85714285714286,185.57142857142858,223.42857142857142,193.0,159.14285714285714,155.42857142857142,153.57142857142858,208.14285714285714,187.71428571428572,173.57142857142858,183.0,185.85714285714286,227.0,218.14285714285714,194.85714285714286,164.0,264.7142857142857,225.28571428571428,297.2857142857143,246.42857142857142,212.85714285714286,233.0,212.42857142857142
ARE,ssp3,wsdiETCCDI,60.5,34.642857142857146,38.285714285714285,28.642857142857142,47.57142857142857,16.714285714285715,54.642857142857146,38.714285714285715,49.0,46.857142857142854,49.142857142857146,68.71428571428571,63.142857142857146,33.642857142857146,46.42857142857143,81.35714285714286,85.14285714285714,94.28571428571429,70.07142857142857,90.35714285714286,62.214285714285715,54.07142857142857,63.5,93.42857142857143,104.21428571428571,68.5,122.42857142857143,128.42857142857142,145.35714285714286,109.5,156.35714285714286,77.14285714285714,96.5,126.92857142857143,155.28571428571428,113.78571428571429,130.21428571428572,134.5,157.42857142857142,121.0,144.92857142857142,114.92857142857143,190.21428571428572,181.92857142857142,169.57142857142858,155.64285714285714,175.78571428571428,169.71428571428572,194.21428571428572,210.0,201.14285714285714,216.21428571428572,186.42857142857142,187.42857142857142,191.28571428571428,211.71428571428572,189.28571428571428,220.42857142857142,253.42857142857142,192.35714285714286,147.64285714285714,224.71428571428572,283.35714285714283,214.35714285714286,279.2142857142857,247.71428571428572,307.85714285714283,219.85714285714286,262.57142857142856,287.35714285714283,277.42857142857144,244.5,277.5,262.85714285714283,276.0,263.92857142857144,252.71428571428572,266.57142857142856,281.2142857142857,297.0,299.42857142857144,270.7142857142857,288.57142857142856,263.7857142857143,294.85714285714283,310.92857142857144
ARG,ssp3,wsdiETCCDI,8.25354609929078,9.641843971631205,10.148936170212766,4.7677304964539005,13.46985815602837,12.97695035460993,26.70921985815603,8.122340425531915,14.039007092198581,27.911347517730498,6.682624113475177,7.180851063829787,7.99113475177305,12.195035460992909,13.115248226950355,10.335106382978724,8.317375886524824,13.847517730496454,15.386524822695035,14.398936170212766,7.8563829787234045,6.803191489361702,11.882978723404255,12.446808510638299,18.31205673758865,11.609929078014185,16.092198581560282,9.98581560283688,15.835106382978724,25.108156028368793,15.078014184397164,15.542553191489361,18.49645390070922,18.22517730496454,23.45567375886525,15.306737588652481,29.75886524822695,16.074468085106382,23.374113475177303,23.086879432624112,18.2677304964539,29.838652482269502,28.913120567375888,26.179078014184398,22.75177304964539,34.909574468085104,37.72163120567376,24.30496453900709,27.68794326241135,17.06205673758865,35.87943262411348,25.23936170212766,35.42198581560284,46.702127659574465,37.42553191489362,27.101063829787233,47.45390070921986,33.086879432624116,52.70390070921986,27.26950354609929,44.30673758865248,27.95921985815603,41.60992907801418,33.11879432624114,30.72872340425532,43.78900709219858,31.23758865248227,28.19858156028369,40.466312056737586,50.705673758865245,45.86702127659574,36.54609929078014,67.16843971631205,42.044326241134755,44.843971631205676,70.86524822695036,64.48758865248227,44.223404255319146,46.62056737588652,65.69680851063829,54.205673758865245,45.576241134751776,46.47163120567376,55.159574468085104,56.38652482269504,60.812056737588655
ARM,ssp3,wsdiETCCDI,20.833333333333332,29.666666666666668,14.333333333333334,13.666666666666666,15.833333333333334,21.5,35.666666666666664,34.0,26.166666666666668,74.83333333333333,69.5,107.0,31.0,60.166666666666664,133.16666666666666,63.5,76.83333333333333,27.833333333333332,53.166666666666664,48.833333333333336,59.0,37.333333333333336,47.0,17.833333333333332,21.5,7.833333333333333,25.0,45.833333333333336,49.166666666666664,79.83333333333333,53.833333333333336,61.166666666666664,59.5,49.0,53.0,54.166666666666664,89.0,98.83333333333333,35.666666666666664,72.83333333333333,42.666666666666664,77.0,74.5,74.0,88.66666666666667,39.0,98.5,79.5,70.5,28.666666666666668,63.166666666666664,123.33333333333333,60.5,97.0,92.0,97.33333333333333,151.5,96.16666666666667,139.5,141.5,118.66666666666667,156.5,136.33333333333334,135.33333333333334,160.0,193.66666666666666,135.33333333333334,140.83333333333334,147.0,212.83333333333334,182.0,198.16666666666666,64.16666666666667,167.66666666666666,148.33333333333334,227.5,178.66666666666666,209.33333333333334,169.16666666666666,234.66666666666666,248.0,200.5,161.83333333333334,158.5,136.83333333333334,249.83333333333334
ATA,ssp3,wsdiETCCDI,5.458547504559775,9.053059194163488,4.978030177416681,11.563090698060023,12.559608688443044,22.484496766705355,13.783535068811142,12.993947935665727,22.376222848615487,18.47761565246228,9.377963853423976,14.80716299121207,14.374316033825236,23.60313380865528,16.114574697396783,7.094594594594595,15.690018239097993,13.811805670701377,5.1258497761565245,12.869093019399768,20.61954899684961,18.267119880616814,24.70452661250207,19.071795722102472,28.00870502404245,18.90432764052396,10.894627756590946,25.89728071629912,27.10495771845465,18.734704029182556,28.182805504891395,38.74962692754104,25.16149892223512,28.29995025700547,21.414110429447852,24.346377051898525,22.634223180235452,28.308157851102635,15.050903664400597,19.341154037473057,25.171530426131653,27.054883103962858,14.444536561100978,28.48209252196982,23.42439064831703,21.555795058862543,38.967667053556625,41.559857403415684,33.91933344387332,25.832034488476207,40.29107942298126,52.72516995523131,51.777980434422155,42.47546012269939,47.703200132647986,50.494030840656606,48.56118388326977,41.40557121538717,49.03399104626099,41.20104460288509,48.5364781959874,37.894710661581826,33.12095838169458,41.75758580666556,48.625352346211244,48.434670867186206,51.52677831205438,44.12311391145747,43.23976123362626,40.15826562759078,36.996020560437735,41.49461117559277,51.57801359641851,61.526446692090865,46.967501243574866,78.34057370253689,57.34206599237274,67.35334107113248,76.42124025866357,74.23810313380865,52.94329298623777,72.33286353838501,73.17609020063007,100.16531255181562,81.3388326977284,74.11523793732383
ATF,ssp3,wsdiETCCDI,7.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,12.75,0.0,0.0,20.75,19.0,0.0,11.5,0.0,1.5,0.0,0.0,6.0,0.0,10.0,23.0,27.75,23.25,0.0,11.25,4.5,6.25,15.25,25.25,21.75,5.25,6.5,31.5,7.0,4.5,31.0,61.0,25.5,76.0,25.0,18.0,23.75,94.0,57.25,19.0,50.0,10.5,52.0,27.25,83.0,58.5,44.5,75.75,97.75,142.25,160.25,113.25,73.75,135.5,114.0,60.25,134.25,139.5,125.25,88.0,130.25,101.25,124.0,141.5,175.75,139.75,229.25,262.5,243.25,244.75,270.5,243.5,285.75,308.5,209.5,268.25,273.0
AUS,ssp3,wsdiETCCDI,5.778014184397163,18.93758865248227,12.353191489361702,19.097872340425532,21.904964539007093,3.707801418439716,8.904255319148936,22.70212765957447,16.591489361702127,14.453191489361702,11.279432624113475,14.22695035460993,28.93049645390071,27.756028368794325,7.471631205673759,35.45460992907802,30.95035460992908,19.348936170212767,37.675886524822694,10.62127659574468,18.621985815602837,16.66950354609929,24.29432624113475,26.807801418439716,39.33191489361702,19.579432624113476,26.833333333333332,18.426241134751773,65.7886524822695,19.02127659574468,29.6,64.93900709219858,68.61063829787234,46.753900709219856,43.4822695035461,51.88014184397163,30.207801418439715,44.0290780141844,58.02269503546099,40.81063829787234,12.760992907801418,31.5531914893617,59.198581560283685,70.62482269503546,26.78723404255319,39.300709219858156,81.75390070921986,96.41843971631205,42.12624113475177,70.27943262411347,103.80141843971631,111.99645390070921,101.07375886524822,54.83262411347518,87.64113475177305,122.1581560283688,88.15744680851064,49.04893617021276,41.83262411347518,81.30141843971631,113.73971631205674,24.76808510638298,74.34397163120568,132.66170212765957,52.38723404255319,44.96879432624114,100.45531914893617,154.9468085106383,148.73829787234044,71.41985815602837,65.81702127659574,123.57659574468084,129.80921985815604,90.18439716312056,99.49290780141844,47.12127659574468,93.73333333333333,114.90851063829787,159.21347517730496,127.33687943262412,76.1,93.56808510638298,191.60709219858157,171.9787234042553,69.72836879432624,133.67375886524823
