iso_a3,SSP,variable,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
-99,historical,wsdiETCCDI,6.316076294277929,6.307901907356948,2.354223433242507,9.683923705722071,7.419618528610354,11.940054495912806,7.825613079019074,5.514986376021798,3.4168937329700273,12.267029972752043,11.3433242506812,2.5040871934604905,10.2425068119891,7.814713896457766,12.359673024523161,6.6348773841961854,2.3079019073569484,4.449591280653951,16.88010899182561,7.182561307901907,10.111716621253406,9.899182561307901,9.920980926430518,3.128065395095368,10.692098092643052,2.9209809264305178,7.994550408719346,9.024523160762943,6.059945504087193,2.2861035422343323,5.138964577656676,22.806539509536783,6.9046321525885554,12.520435967302452,5.637602179836512,4.348773841961853,5.901907356948229,4.021798365122616,4.7193460490463215,5.787465940054496,5.2806539509536785,6.967302452316076,0.3460490463215259,1.7356948228882834,2.4604904632152587,3.7711171662125342,11.782016348773842,15.735694822888284,5.335149863760218,9.923705722070844,7.9427792915531334,4.978201634877384,0.659400544959128,0.6811989100817438,1.6212534059945505,2.888283378746594,4.08991825613079,8.370572207084468,4.839237057220709,5.084468664850136,8.626702997275205,9.054495912806539,1.4550408719346049,5.1961852861035425,6.732970027247957,1.534059945504087,7.430517711171662,1.3787465940054495,2.8392370572207084,11.474114441416894,1.6185286103542234,10.087193460490463,6.35149863760218,3.2970027247956404,4.3269754768392374,1.5858310626702998,4.427792915531335,5.002724795640327,2.2915531335149866,0.8228882833787466,4.384196185286103,0.7193460490463215,8.11716621253406,8.209809264305177,1.9891008174386922,4.517711171662126,0.7247956403269755,7.269754768392371,4.23433242506812,1.5749318801089918,2.5749318801089918,8.408719346049047,3.147138964577657,2.5885558583106265,1.3787465940054495,2.8474114441416893,0.40054495912806537,1.9100817438692097,2.4059945504087192,3.4604904632152587,0.24795640326975477,3.6512261580381473,2.0517711171662127,2.656675749318801,4.771117166212534,0.9482288828337875,4.44141689373297,5.425068119891008,1.6566757493188011,3.8474114441416893,3.6348773841961854,2.0299727520435966,3.782016348773842,3.2888283378746594,1.874659400544959,1.0490463215258856,3.681198910081744,0.8147138964577657,1.4741144414168936,0.25885558583106266,1.8174386920980927,0.7356948228882834,1.6294277929155314,0.7574931880108992,0.9346049046321526,2.2016348773841963,0.5204359673024523,2.991825613079019,4.506811989100817,3.9591280653950953,0.8555858310626703,3.7275204359673024,2.989100817438692,0.4604904632152589,0.10899182561307902,1.4087193460490464,2.67574931880109,2.79291553133515,1.776566757493188,0.5694822888283378,3.35149863760218,3.457765667574932,0.6866485013623979,1.9509536784741144,5.381471389645776,3.0326975476839237,2.7220708446866486,9.46866485013624,5.130790190735695,5.801089918256131,4.6730245231607626,0.8528610354223434,6.814713896457766,25.673024523160763,17.212534059945504,23.35149863760218,16.719346049046322,12.149863760217984,19.839237057220707,24.31607629427793,17.465940054495913,21.452316076294277,47.85286103542234,40.782016348773844,38.583106267029976
AFG,historical,wsdiETCCDI,6.323076923076923,2.6153846153846154,5.823076923076923,8.03076923076923,22.49230769230769,13.63076923076923,1.676923076923077,0.0,6.876923076923077,1.9846153846153847,16.176923076923078,3.4923076923076923,4.207692307692308,3.769230769230769,6.946153846153846,3.9,5.776923076923077,6.984615384615385,17.515384615384615,20.523076923076925,6.746153846153846,13.292307692307693,16.723076923076924,9.538461538461538,12.653846153846153,16.3,3.476923076923077,14.36923076923077,3.746153846153846,15.261538461538462,1.2769230769230768,8.838461538461539,9.507692307692308,1.1307692307692307,6.869230769230769,1.0846153846153845,7.6,5.4,10.1,6.623076923076923,11.607692307692307,11.046153846153846,19.515384615384615,6.584615384615384,9.146153846153846,5.953846153846154,4.8,9.523076923076923,11.107692307692307,18.384615384615383,18.653846153846153,6.6461538461538465,26.276923076923076,0.6076923076923076,2.0615384615384613,18.976923076923075,12.892307692307693,10.507692307692308,35.03076923076923,17.923076923076923,4.246153846153846,21.26153846153846,9.976923076923077,8.153846153846153,3.1153846153846154,13.384615384615385,8.392307692307693,6.2384615384615385,7.015384615384615,8.0,0.9461538461538461,4.684615384615385,1.7769230769230768,3.3,5.269230769230769,1.123076923076923,2.5615384615384613,17.723076923076924,9.03076923076923,9.461538461538462,5.969230769230769,5.861538461538461,5.4,26.76153846153846,20.861538461538462,5.007692307692308,1.0923076923076922,18.253846153846155,4.676923076923077,12.069230769230769,5.2384615384615385,15.907692307692308,22.415384615384614,8.461538461538462,3.353846153846154,8.061538461538461,8.63076923076923,3.976923076923077,4.2846153846153845,11.776923076923078,1.4307692307692308,2.423076923076923,10.461538461538462,2.476923076923077,7.7846153846153845,26.107692307692307,13.838461538461539,28.853846153846153,20.015384615384615,12.776923076923078,5.076923076923077,16.646153846153847,22.3,3.1846153846153844,0.2923076923076923,5.2846153846153845,1.7615384615384615,13.084615384615384,9.738461538461538,5.3307692307692305,1.0538461538461539,6.076923076923077,11.361538461538462,12.407692307692308,3.269230769230769,0.0,0.27692307692307694,0.2076923076923077,0.6461538461538462,8.807692307692308,15.553846153846154,1.0846153846153845,3.3461538461538463,5.161538461538462,1.4538461538461538,3.6,3.330769230769231,2.376923076923077,11.892307692307693,16.192307692307693,1.7153846153846153,0.7153846153846154,4.8076923076923075,1.8461538461538463,7.2,4.546153846153846,56.44615384615385,12.684615384615384,3.3923076923076922,28.546153846153846,15.792307692307693,15.5,10.453846153846154,20.776923076923076,5.861538461538461,12.138461538461538,13.553846153846154,6.607692307692307,3.3384615384615386,6.1692307692307695,20.03076923076923,23.746153846153845,14.984615384615385,19.3,44.93076923076923
AGO,historical,wsdiETCCDI,2.8651162790697673,6.865116279069768,8.53953488372093,12.916279069767441,2.6372093023255814,12.474418604651163,13.47906976744186,9.432558139534883,4.78139534883721,7.376744186046512,5.846511627906977,3.26046511627907,2.6,3.1348837209302327,2.572093023255814,1.0790697674418606,21.78604651162791,3.5767441860465117,3.2837209302325583,1.1209302325581396,15.6,8.511627906976743,3.5441860465116277,2.8093023255813954,3.218604651162791,2.641860465116279,2.6372093023255814,2.786046511627907,1.627906976744186,6.2372093023255815,2.358139534883721,13.427906976744186,1.697674418604651,1.8,2.911627906976744,2.2790697674418605,5.562790697674418,1.9116279069767441,3.4511627906976745,3.6651162790697676,3.697674418604651,2.13953488372093,28.990697674418605,2.641860465116279,11.679069767441861,15.665116279069768,4.962790697674419,1.813953488372093,6.223255813953489,4.73953488372093,4.088372093023255,0.9023255813953488,17.316279069767443,2.088372093023256,3.130232558139535,5.832558139534884,1.3767441860465117,10.251162790697675,9.82325581395349,3.6372093023255814,1.4232558139534883,6.158139534883721,14.18139534883721,9.567441860465117,4.1069767441860465,1.2093023255813953,0.9441860465116279,3.8976744186046512,5.069767441860465,8.148837209302325,15.265116279069767,4.6465116279069765,4.562790697674418,5.883720930232558,7.613953488372093,9.311627906976744,1.7488372093023257,0.9116279069767442,3.2883720930232556,6.316279069767442,1.3534883720930233,2.4093023255813955,1.6093023255813954,10.297674418604652,2.6232558139534885,10.279069767441861,5.423255813953489,2.372093023255814,6.372093023255814,4.906976744186046,2.8790697674418606,3.5813953488372094,9.52093023255814,1.8046511627906976,7.772093023255814,1.5023255813953489,6.8279069767441865,8.762790697674419,1.6883720930232557,2.818604651162791,8.44186046511628,0.28837209302325584,0.32558139534883723,12.544186046511628,15.953488372093023,1.6930232558139535,4.1069767441860465,5.925581395348837,5.572093023255814,2.525581395348837,2.9627906976744187,1.6837209302325582,1.186046511627907,6.558139534883721,3.7069767441860466,3.66046511627907,2.344186046511628,1.4837209302325582,3.172093023255814,1.5116279069767442,0.4697674418604651,6.311627906976744,2.1627906976744184,3.372093023255814,11.213953488372093,1.6744186046511629,0.10697674418604651,7.851162790697674,1.9209302325581394,1.958139534883721,5.753488372093023,3.269767441860465,1.786046511627907,1.213953488372093,0.5813953488372093,5.427906976744186,2.172093023255814,7.651162790697675,0.7116279069767442,0.8883720930232558,3.8,26.032558139534885,4.883720930232558,7.534883720930233,0.14418604651162792,6.181395348837209,3.0372093023255813,18.130232558139536,8.418604651162791,3.1906976744186046,4.181395348837209,8.21860465116279,22.01860465116279,19.22325581395349,21.25581395348837,6.190697674418605,21.144186046511628,13.023255813953488,14.78139534883721,11.581395348837209,30.725581395348836,19.05581395348837,22.06046511627907,30.432558139534883,22.441860465116278
ALB,historical,wsdiETCCDI,65.57142857142857,30.0,8.142857142857142,0.0,4.285714285714286,0.0,13.0,22.857142857142858,26.857142857142858,28.142857142857142,33.285714285714285,14.0,14.714285714285714,5.428571428571429,53.714285714285715,17.428571428571427,51.142857142857146,20.428571428571427,28.0,4.0,38.42857142857143,14.0,6.857142857142857,5.0,26.857142857142858,7.571428571428571,0.0,2.5714285714285716,47.0,5.571428571428571,9.857142857142858,0.0,20.0,7.714285714285714,18.142857142857142,18.571428571428573,0.0,28.428571428571427,9.428571428571429,21.571428571428573,8.428571428571429,0.0,5.857142857142857,0.0,16.714285714285715,13.714285714285714,16.285714285714285,19.0,6.428571428571429,17.285714285714285,1.1428571428571428,0.0,2.142857142857143,0.0,3.5714285714285716,14.428571428571429,0.0,12.285714285714286,8.285714285714286,1.7142857142857142,5.0,12.285714285714286,19.0,17.142857142857142,50.714285714285715,9.428571428571429,18.0,11.142857142857142,23.571428571428573,45.57142857142857,0.0,16.0,20.0,22.428571428571427,12.428571428571429,7.857142857142857,13.285714285714286,27.857142857142858,0.0,0.0,5.285714285714286,5.857142857142857,0.0,4.142857142857143,0.0,7.571428571428571,28.0,1.7142857142857142,6.714285714285714,0.0,3.0,19.142857142857142,2.5714285714285716,0.0,35.285714285714285,2.4285714285714284,0.0,0.0,0.0,9.857142857142858,20.142857142857142,1.7142857142857142,0.0,4.857142857142857,21.142857142857142,8.285714285714286,0.0,16.714285714285715,5.285714285714286,31.0,14.714285714285714,13.428571428571429,30.142857142857142,1.7142857142857142,0.0,0.0,17.285714285714285,4.857142857142857,2.857142857142857,8.714285714285714,11.428571428571429,10.285714285714286,9.428571428571429,26.142857142857142,0.0,5.142857142857143,0.0,6.571428571428571,17.428571428571427,10.142857142857142,0.0,2.0,1.7142857142857142,0.0,0.0,1.0,7.428571428571429,0.8571428571428571,0.0,12.428571428571429,0.0,11.428571428571429,3.5714285714285716,0.0,35.42857142857143,10.714285714285714,6.428571428571429,10.428571428571429,25.285714285714285,18.571428571428573,25.428571428571427,14.0,8.857142857142858,1.8571428571428572,0.0,2.5714285714285716,7.285714285714286,23.142857142857142,14.285714285714286,24.857142857142858,0.0,42.714285714285715,28.571428571428573,12.142857142857142,16.571428571428573
ARE,historical,wsdiETCCDI,1.3571428571428572,7.642857142857143,9.214285714285714,0.42857142857142855,0.0,0.9285714285714286,4.0,0.0,3.7142857142857144,0.0,0.42857142857142855,4.785714285714286,1.6428571428571428,0.0,1.8571428571428572,1.8571428571428572,0.0,11.357142857142858,13.785714285714286,11.571428571428571,2.2142857142857144,0.0,0.9285714285714286,3.857142857142857,0.0,0.0,0.0,1.3571428571428572,0.0,3.2857142857142856,3.0,0.0,2.0714285714285716,0.0,0.0,0.42857142857142855,0.0,0.0,3.5,0.0,0.0,0.9285714285714286,7.928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3571428571428572,0.0,2.642857142857143,0.0,7.357142857142857,0.0,0.5,9.214285714285714,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,3.0714285714285716,1.6428571428571428,0.8571428571428571,0.0,0.0,0.0,0.0,3.2857142857142856,8.642857142857142,0.0,0.0,0.42857142857142855,15.214285714285714,1.2857142857142858,0.0,0.0,0.0,3.142857142857143,1.7142857142857142,1.2857142857142858,0.0,0.0,2.142857142857143,1.7142857142857142,0.42857142857142855,0.0,1.5714285714285714,0.0,2.357142857142857,0.0,0.8571428571428571,0.0,0.0,0.0,2.2142857142857144,1.0714285714285714,2.142857142857143,9.214285714285714,0.0,0.0,10.428571428571429,0.0,3.0714285714285716,0.5,0.0,4.0,0.42857142857142855,0.0,2.0714285714285716,0.42857142857142855,3.142857142857143,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.5,1.2857142857142858,0.0,6.071428571428571,0.0,0.0,0.0,2.7142857142857144,3.2142857142857144,8.714285714285714,0.0,0.0,0.42857142857142855,4.214285714285714,0.0,2.2142857142857144,0.0,7.642857142857143,2.7857142857142856,0.5714285714285714,3.5,2.642857142857143,0.5,12.214285714285714,7.857142857142857,24.428571428571427,3.642857142857143,1.2857142857142858,11.0,14.571428571428571,10.071428571428571,2.857142857142857,18.642857142857142,41.714285714285715,8.928571428571429,21.857142857142858,18.142857142857142
ARG,historical,wsdiETCCDI,2.234042553191489,1.1418439716312057,8.00709219858156,0.3102836879432624,2.393617021276596,1.8971631205673758,3.265957446808511,2.8351063829787235,2.6152482269503547,4.329787234042553,5.797872340425532,4.182624113475177,5.134751773049645,3.3652482269503547,0.6773049645390071,2.49468085106383,1.601063829787234,4.9804964539007095,9.874113475177305,3.547872340425532,2.0921985815602837,2.1382978723404253,4.0212765957446805,3.3652482269503547,1.5159574468085106,2.25,5.881205673758865,4.193262411347518,2.398936170212766,3.198581560283688,3.0372340425531914,2.647163120567376,0.6790780141843972,6.49468085106383,2.1702127659574466,0.19680851063829788,3.950354609929078,1.377659574468085,0.4397163120567376,2.4343971631205674,2.49645390070922,1.301418439716312,1.127659574468085,0.7021276595744681,4.070921985815603,0.41134751773049644,1.3900709219858156,2.2907801418439715,3.8031914893617023,7.73758865248227,4.49290780141844,1.4929078014184398,4.565602836879433,12.290780141843971,1.8900709219858156,5.074468085106383,3.7641843971631204,3.0088652482269502,4.968085106382978,1.4556737588652482,2.549645390070922,1.5301418439716312,4.671985815602837,7.193262411347518,0.5709219858156028,10.329787234042554,8.051418439716311,5.858156028368795,14.671985815602836,5.797872340425532,3.423758865248227,5.900709219858156,1.0319148936170213,3.8120567375886525,1.8280141843971631,8.127659574468085,2.99290780141844,17.55496453900709,3.617021276595745,7.195035460992908,4.136524822695035,1.3173758865248226,0.3421985815602837,4.413120567375887,8.636524822695035,5.0195035460992905,4.198581560283688,9.99822695035461,3.7056737588652484,1.952127659574468,1.9060283687943262,4.4804964539007095,6.23404255319149,12.923758865248226,2.7163120567375887,0.5975177304964538,1.9202127659574468,2.051418439716312,4.287234042553192,2.2145390070921986,8.140070921985815,5.24290780141844,14.537234042553191,4.280141843971631,1.3315602836879432,3.273049645390071,9.209219858156029,3.273049645390071,1.3315602836879432,0.4219858156028369,2.9273049645390072,2.7393617021276597,2.301418439716312,3.24468085106383,1.2943262411347518,2.8333333333333335,1.2677304964539007,2.117021276595745,1.4450354609929077,6.459219858156028,0.42907801418439717,2.5638297872340425,1.2890070921985815,6.0212765957446805,5.278368794326241,4.26418439716312,3.7890070921985815,1.4095744680851063,2.5886524822695036,0.950354609929078,1.9627659574468086,3.1666666666666665,0.49822695035460995,6.132978723404255,1.3333333333333333,3.5460992907801416,4.560283687943262,5.287234042553192,13.682624113475176,7.226950354609929,6.154255319148936,0.5478723404255319,0.50177304964539,2.480496453900709,8.343971631205674,1.650709219858156,2.124113475177305,3.228723404255319,1.8634751773049645,7.618794326241135,1.599290780141844,0.8226950354609929,5.375886524822695,6.0195035460992905,1.4680851063829787,5.74290780141844,8.25709219858156,4.157801418439717,15.205673758865249,9.402482269503546,7.329787234042553,3.141843971631206,7.411347517730497,9.803191489361701,13.308510638297872
ARM,historical,wsdiETCCDI,12.0,19.333333333333332,9.0,8.333333333333334,6.0,7.833333333333333,4.333333333333333,2.0,11.333333333333334,3.0,2.1666666666666665,1.0,31.833333333333332,0.0,12.833333333333334,47.833333333333336,27.833333333333332,12.333333333333334,21.5,19.0,37.166666666666664,50.666666666666664,28.666666666666668,7.5,66.0,35.166666666666664,4.333333333333333,13.833333333333334,4.0,23.833333333333332,5.666666666666667,0.0,28.833333333333332,27.833333333333332,20.833333333333332,2.1666666666666665,0.0,20.333333333333332,0.0,5.333333333333333,2.0,6.666666666666667,22.166666666666668,6.666666666666667,67.0,12.166666666666666,4.333333333333333,4.333333333333333,21.333333333333332,0.0,16.5,2.1666666666666665,9.0,3.3333333333333335,8.166666666666666,19.666666666666668,1.0,0.0,21.666666666666668,0.0,3.3333333333333335,18.5,22.0,17.0,0.0,1.0,34.666666666666664,9.333333333333334,0.0,2.3333333333333335,4.166666666666667,19.333333333333332,0.0,5.666666666666667,9.5,16.166666666666668,17.166666666666668,34.833333333333336,0.0,10.0,20.333333333333332,26.0,4.666666666666667,5.166666666666667,18.166666666666668,9.833333333333334,3.5,0.0,0.0,5.0,0.0,21.5,8.333333333333334,0.0,10.333333333333334,10.0,4.0,3.3333333333333335,0.0,2.1666666666666665,16.166666666666668,6.5,4.0,2.1666666666666665,10.666666666666666,4.0,0.0,14.5,4.166666666666667,2.8333333333333335,0.0,2.0,9.166666666666666,0.0,8.666666666666666,0.0,8.0,4.666666666666667,16.0,6.666666666666667,9.5,0.0,1.0,2.1666666666666665,0.0,0.0,1.0,0.0,1.0,16.833333333333332,5.333333333333333,3.0,1.3333333333333333,0.0,21.5,24.666666666666668,5.0,5.333333333333333,8.5,27.166666666666668,3.0,2.1666666666666665,0.0,0.0,5.5,19.333333333333332,4.666666666666667,4.333333333333333,6.333333333333333,30.666666666666668,9.166666666666666,6.166666666666667,11.833333333333334,7.166666666666667,17.0,0.0,4.166666666666667,6.166666666666667,0.0,1.1666666666666667,11.0,14.166666666666666,8.0,30.666666666666668,37.333333333333336
ATA,historical,wsdiETCCDI,6.884264632730891,5.172525286022219,3.6515503233294644,3.6433427292323,3.6993035980766042,8.717708506052064,6.850024871497264,7.81794064002653,4.761399436246062,4.665809981760902,6.991294975957553,2.837920742828718,9.556624108771349,6.836677167965512,7.309152710993202,7.796551152379373,3.9339247222682805,4.968164483501907,6.449013430608523,2.4191676338915604,6.318769689935334,4.3835184878129665,2.962858564085558,8.185209749626928,6.208340242082573,4.624772011275079,12.891394461946609,5.4740507378544185,3.0382192007958877,3.772425800033162,5.184546509699884,5.762643011109269,7.059525783452163,6.953158680152545,11.861299950257006,6.012518653622948,4.392223511855414,5.90449345050572,3.452578345216382,4.39885591112585,6.845133477035318,6.813297960537224,5.730392969656774,3.410877134803515,8.444122036146576,4.124274581329796,2.681644835019068,6.5986569391477365,6.728403249875642,1.622616481512187,5.134471895208091,5.156690432764052,6.538136295805008,8.348864201624938,4.706018902337921,7.006632399270436,4.5003316199635215,6.5826562759078096,3.8504393964516663,8.939810976620793,9.470900348200962,4.867849444536561,7.363538385010778,2.373321173934671,5.636378709998342,8.401757585806665,1.7925717128171117,6.579340076272592,9.21488973636213,10.219864035814956,6.651301608356823,5.210827391808987,3.279058199303598,7.252777317194495,1.8109766207925717,11.845050572044437,8.103797048582324,4.530260321671364,5.4893881611673025,8.123528436411872,9.101392803846792,4.229978444702371,6.28129663405737,3.0,6.137041949925385,6.776322334604544,7.863206765047256,6.080003316199635,7.032664566406898,7.24067318852595,12.201624937821256,3.417095009119549,9.50547172939811,4.649892223511856,2.9185043939645166,2.3351848781296636,4.251285027358647,1.1078593931354668,2.4427126513016084,3.901425965843144,2.3239097993699223,4.3183551649809315,6.944453656110098,6.31993035980766,5.325650804178411,5.100729563919748,10.85839827557619,6.415934339247222,6.403913115569558,9.98499419665064,9.36776653954568,9.377715138451334,6.13057536063671,8.847206101807329,9.954319350024871,10.230227159675012,7.36022218537556,3.224672525286022,7.313878295473388,11.91925053888244,10.114408887415022,4.256425136793235,4.403664400596916,10.57196153208423,12.693666058696733,17.745813297960538,12.692754103797048,6.857983750621788,4.882523627922401,10.097164649311889,7.07536063671033,9.275327474713977,6.957221024705687,6.226662245067153,4.32175426960703,3.070966672193666,7.60097827889239,7.295224672525286,10.981926711988061,10.331702868512684,4.843392472226828,7.275078759741336,6.32158845962527,2.123942961366274,6.17468081578511,4.3826065329132815,3.2613165312551815,2.983087381860388,2.464350853921406,5.896451666390317,5.273337754932847,5.8693417343724095,6.887332117393467,2.8970320013264796,10.42638036809816,9.78867517824573,6.95224672525286,7.89902172110761,11.989388161167302,5.95962526944122,5.578345216382027,11.04966008953739,17.296799867352014,11.293400762725916,11.589288675178246
ATF,historical,wsdiETCCDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.5,3.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
AUS,historical,wsdiETCCDI,6.090780141843972,2.5567375886524824,1.8347517730496454,0.34397163120567376,0.9631205673758865,0.7411347517730497,2.995035460992908,4.30709219858156,1.599290780141844,5.604255319148936,2.0397163120567376,2.6638297872340426,0.6680851063829787,6.7304964539007095,4.154609929078014,7.382269503546099,4.607092198581561,11.63758865248227,2.6794326241134754,3.1070921985815603,1.9141843971631205,21.50496453900709,3.8929078014184397,3.8163120567375888,0.6631205673758865,2.3453900709219857,1.2049645390070922,3.0113475177304965,3.722695035460993,9.41418439716312,5.112056737588652,15.314184397163121,2.0368794326241133,1.1921985815602838,2.867375886524823,1.9709219858156029,1.0851063829787233,2.5425531914893615,3.023404255319149,7.4,4.034042553191489,5.01063829787234,11.321276595744681,2.4936170212765956,3.349645390070922,3.9390070921985814,0.7716312056737589,3.9645390070921986,1.7836879432624113,5.254609929078014,6.926950354609929,3.152482269503546,2.970212765957447,2.3851063829787233,1.4078014184397163,0.9638297872340426,2.9340425531914893,4.297163120567376,1.3056737588652483,2.508510638297872,2.44822695035461,0.5446808510638298,0.7546099290780142,3.991489361702128,3.0092198581560283,1.5368794326241135,0.8723404255319149,7.254609929078014,6.118439716312056,6.405673758865248,1.0914893617021277,5.176595744680851,6.884397163120568,2.7617021276595746,6.373049645390071,6.516312056737589,1.0049645390070923,5.092198581560283,2.59645390070922,4.980851063829787,2.1702127659574466,5.192198581560284,3.5631205673758863,2.123404255319149,5.119858156028369,1.5056737588652482,3.2,7.846099290780142,0.6070921985815603,9.115602836879432,0.6843971631205674,4.674468085106383,1.3617021276595744,3.324113475177305,1.6418439716312057,1.9858156028368794,5.8936170212765955,0.20851063829787234,3.1368794326241134,1.0730496453900709,0.7446808510638298,0.9418439716312057,3.8624113475177304,1.8382978723404255,17.16241134751773,0.5886524822695035,3.1127659574468085,18.754609929078015,6.378014184397163,0.1595744680851064,1.3858156028368793,9.746099290780142,0.4226950354609929,0.6822695035460993,1.1815602836879433,4.1390070921985815,6.379432624113475,1.5170212765957447,0.34893617021276596,1.6808510638297873,1.1127659574468085,3.0290780141843974,0.4900709219858156,3.726241134751773,2.8609929078014185,3.5425531914893615,4.109929078014185,19.563120567375886,6.0929078014184395,1.526241134751773,3.8177304964539007,0.49361702127659574,0.42836879432624114,4.24113475177305,0.1595744680851064,0.19574468085106383,4.7042553191489365,14.561702127659574,0.43333333333333335,10.948936170212766,11.36808510638298,6.082978723404255,1.2453900709219858,9.96808510638298,1.949645390070922,4.439716312056738,2.4368794326241137,3.6858156028368794,4.691489361702128,3.6141843971631205,4.399290780141844,5.3,15.741843971631205,19.532624113475176,5.239716312056737,4.54113475177305,27.390780141843972,3.401418439716312,12.021985815602838,5.304255319148936,30.500709219858155,6.650354609929078,20.701418439716313,17.445390070921984,3.9936170212765956
