iso3,scenario,year,gdp_per_capita_log,urban_share,median_age,life_expectancy,government_effectiveness,control_of_corruption
ARG,SSP1,2030,10.16823251,93.719,35.7,83.4,0.620269486,0.476887633
ARG,SSP1,2035,10.27170527,93.862,37.8,85,0.649397,0.504839607
ARG,SSP1,2040,10.3743324,93.921,40.1,86.6,0.677101818,0.529535156
ARG,SSP1,2045,10.47595572,93.947,42.3,88.2,0.703535368,0.551635643
ARG,SSP1,2050,10.57417932,93.958,44.7,89.9,0.728030619,0.57079604
ARG,SSP1,2055,10.66161069,93.962,47.1,91.4,0.751013792,0.587527123
ARG,SSP1,2060,10.75168386,93.964,49.7,92.9,0.769859033,0.601577635
ARG,SSP1,2065,10.83520265,93.965,52.4,94.4,0.7915282,0.615550982
ARG,SSP1,2070,10.91083959,93.966,55.1,95.8,0.813099486,0.628953047
ARG,SSP1,2075,10.97244761,93.966,57.6,97.2,0.830294064,0.639755222
ARG,SSP1,2080,11.02489028,93.966,60.2,98.4,0.850403304,0.650918034
ARG,SSP1,2085,11.07317653,93.966,62.4,99.4,0.866265276,0.659756693
ARG,SSP1,2090,11.12093265,93.966,64.4,100.3,0.881605182,0.66793457
ARG,SSP1,2095,11.17725377,93.966,66.3,101.1,0.896462504,0.675539118
ARG,SSP1,2100,11.22783918,93.966,68,101.6,0.896462504,0.675539118
ARG,SSP2,2030,10.13308681,92.891,35.2,82.4,0.578118032,0.429952283
ARG,SSP2,2035,10.20414819,93.108,36.9,83.5,0.593520612,0.446986332
ARG,SSP2,2040,10.27343331,93.262,38.5,84.6,0.611580549,0.464009313
ARG,SSP2,2045,10.35097207,93.373,40.1,85.7,0.625559069,0.478341741
ARG,SSP2,2050,10.4288515,93.452,41.8,86.8,0.642824314,0.493161527
ARG,SSP2,2055,10.50187244,93.511,43.5,87.9,0.658760805,0.506154019
ARG,SSP2,2060,10.57214371,93.554,45.3,88.9,0.670339188,0.516653827
ARG,SSP2,2065,10.64151556,93.586,47,90,0.68584355,0.528618416
ARG,SSP2,2070,10.70797591,93.609,48.4,91.1,0.70112911,0.540014187
ARG,SSP2,2075,10.76610214,93.627,49.4,92.1,0.716159594,0.550853864
ARG,SSP2,2080,10.81962142,93.64,50.3,93.2,0.727054485,0.559485553
ARG,SSP2,2085,10.87139017,93.65,51.2,94.2,0.741450392,0.569230963
ARG,SSP2,2090,10.922396,93.657,52.1,95.2,0.755937941,0.578948742
ARG,SSP2,2095,10.96780871,93.662,53,96.1,0.766278614,0.586534707
ARG,SSP2,2100,10.98009258,93.666,53.9,97,0.766278614,0.586534707
ARG,SSP3,2030,10.10911778,90.846,34.7,81.4,0.545999328,0.389969116
ARG,SSP3,2035,10.1523455,90.278,36,82,0.553221482,0.396629884
ARG,SSP3,2040,10.19027411,89.756,37,82.5,0.559264614,0.402107642
ARG,SSP3,2045,10.22982097,89.284,37.9,83.1,0.564753229,0.407236478
ARG,SSP3,2050,10.26724385,88.863,38.9,83.6,0.569558714,0.411936834
ARG,SSP3,2055,10.3029018,88.493,39.8,84.2,0.573187169,0.415455521
ARG,SSP3,2060,10.33429114,88.169,40.4,84.7,0.576806298,0.418962791
ARG,SSP3,2065,10.36172862,87.889,40.4,85.2,0.579712289,0.421575547
ARG,SSP3,2070,10.38150296,87.648,40.4,85.7,0.582775214,0.424279847
ARG,SSP3,2075,10.39392348,87.444,40.5,86.2,0.585844362,0.426982458
ARG,SSP3,2080,10.40453769,87.27,40.6,86.7,0.592204614,0.430775383
ARG,SSP3,2085,10.41595481,87.123,40.7,87.1,0.595023669,0.433312243
ARG,SSP3,2090,10.42893786,87,40.7,87.5,0.597846021,0.435845708
ARG,SSP3,2095,10.44055039,86.896,40.7,87.9,0.600755153,0.438427474
ARG,SSP3,2100,10.40059182,86.81,40.7,88.4,0.600755153,0.438427474
ARG,SSP5,2030,10.17496331,93.719,35.7,83.4,0.611559592,0.457808467
ARG,SSP5,2035,10.28536784,93.862,37.8,85,0.639877066,0.483666673
ARG,SSP5,2040,10.39576052,93.921,40,86.6,0.66681722,0.506953692
ARG,SSP5,2045,10.50525763,93.947,42.3,88.2,0.69288997,0.528575287
ARG,SSP5,2050,10.61108537,93.958,44.6,89.8,0.717741651,0.548216135
ARG,SSP5,2055,10.70582808,93.962,47,91.4,0.741646532,0.566159605
ARG,SSP5,2060,10.80268235,93.964,49.6,92.9,0.761343305,0.5814297
ARG,SSP5,2065,10.89284686,93.965,52.2,94.4,0.784880511,0.597887281
ARG,SSP5,2070,10.97491845,93.966,54.9,95.8,0.807979987,0.613458709
ARG,SSP5,2075,11.04281772,93.966,57.4,97.1,0.826335521,0.626044212
ARG,SSP5,2080,11.10138509,93.966,60,98.3,0.848524988,0.64002958
ARG,SSP5,2085,11.16178483,93.966,62.1,99.4,0.866073624,0.651213765
ARG,SSP5,2090,11.24147355,93.966,64.1,100.3,0.883126391,0.661719257
ARG,SSP5,2095,11.32958801,93.966,66,101,0.899711738,0.671608737
ARG,SSP5,2100,11.40665151,93.966,67.7,101.6,0.899711738,0.671608737
ARM,SSP1,2030,9.906618878,72.147,39.1,82.2,0.652126157,0.459619133
ARM,SSP1,2035,9.990993807,75.709,41.5,83.6,0.681443552,0.490702997
ARM,SSP1,2040,10.0957609,78.78,43.4,85,0.705729375,0.515905941
ARM,SSP1,2045,10.1987153,81.427,44.5,86.4,0.723818688,0.535844618
ARM,SSP1,2050,10.2968352,83.71,45.3,87.8,0.741425931,0.553899164
ARM,SSP1,2055,10.39841004,85.682,46.5,89.2,0.762728579,0.572000146
ARM,SSP1,2060,10.51005714,87.39,48.1,90.6,0.780252409,0.587199205
ARM,SSP1,2065,10.62108826,88.873,50.1,92,0.797743687,0.601303597
ARM,SSP1,2070,10.71529545,90.164,52,93.3,0.815165197,0.614464825
ARM,SSP1,2075,10.79750477,91.29,53.8,94.6,0.83243889,0.626782357
ARM,SSP1,2080,10.87318531,92.277,55.3,95.9,0.849129501,0.637888036
ARM,SSP1,2085,10.94727333,93.142,56.4,97.1,0.866039721,0.648831811
ARM,SSP1,2090,11.01693588,93.902,57.4,98.1,0.882190878,0.658649606
ARM,SSP1,2095,11.07972502,94.572,58.4,99,0.893731398,0.665750128
ARM,SSP1,2100,11.11187451,95.164,59.6,99.8,0.893731398,0.665750128
ARM,SSP2,2030,9.884096902,66.864,38.9,81.2,0.607227041,0.407948629
ARM,SSP2,2035,9.944615321,68.571,41.1,82.1,0.624658076,0.428338964
ARM,SSP2,2040,10.02160562,70.226,42.3,83,0.638300314,0.445322638
ARM,SSP2,2045,10.09884713,71.825,42.7,83.9,0.650370044,0.460560059
ARM,SSP2,2050,10.17282149,73.368,43,84.8,0.661307159,0.474159836
ARM,SSP2,2055,10.25199881,74.851,43.6,85.7,0.672119225,0.48702493
ARM,SSP2,2060,10.33655715,76.276,44.8,86.6,0.682188508,0.498376925
ARM,SSP2,2065,10.42271538,77.641,45.9,87.5,0.69327626,0.510248488
ARM,SSP2,2070,10.49919749,78.946,46.9,88.5,0.704501798,0.521690997
ARM,SSP2,2075,10.5700283,80.192,47.4,89.4,0.715336104,0.532193919
ARM,SSP2,2080,10.63824966,81.38,47.7,90.3,0.726092155,0.542212286
ARM,SSP2,2085,10.70706552,82.509,47.9,91.1,0.740521689,0.553385473
ARM,SSP2,2090,10.77294517,83.582,48.3,92,0.750887963,0.562391844
ARM,SSP2,2095,10.83406412,84.6,49.1,92.9,0.761507813,0.57143919
ARM,SSP2,2100,10.85768436,85.564,50,93.8,0.761507813,0.57143919
ARM,SSP3,2030,9.83678279,63.345,38.5,80.2,0.583320058,0.362787627
ARM,SSP3,2035,9.859420574,63.369,40.3,80.6,0.59180494,0.369516135
ARM,SSP3,2040,9.890888934,63.394,40.6,81,0.601009639,0.375966228
ARM,SSP3,2045,9.912107161,63.42,40.1,81.4,0.604601572,0.379429437
ARM,SSP3,2050,9.928637375,63.448,39.8,81.8,0.60727411,0.382093214
ARM,SSP3,2055,9.946033447,63.477,40.2,82.2,0.610340783,0.38521806
ARM,SSP3,2060,9.96002379,63.507,40.4,82.6,0.613146664,0.387951139
ARM,SSP3,2065,9.972723424,63.539,40.4,83,0.61624939,0.390861375
ARM,SSP3,2070,9.980066199,63.573,40.1,83.4,0.619656457,0.393953447
ARM,SSP3,2075,9.985097966,63.608,39.4,83.8,0.623275518,0.397170246
ARM,SSP3,2080,9.988249108,63.644,39,84.3,0.623136831,0.398772226
ARM,SSP3,2085,9.99230434,63.683,38.9,84.7,0.626438819,0.401556202
ARM,SSP3,2090,9.996528647,63.723,39,85.1,0.630207954,0.404846711
ARM,SSP3,2095,10.0007048,63.765,39.2,85.5,0.634046843,0.408174081
ARM,SSP3,2100,9.952310492,63.809,39.3,85.9,0.634046843,0.408174081
ARM,SSP5,2030,9.945457049,72.147,39.2,82.2,0.645608062,0.439159478
ARM,SSP5,2035,10.04021723,75.709,41.5,83.6,0.673894695,0.467199634
ARM,SSP5,2040,10.155536,78.78,43.2,85,0.694195565,0.489519676
ARM,SSP5,2045,10.27103728,81.427,44.3,86.4,0.716729626,0.511173571
ARM,SSP5,2050,10.38505483,83.71,45,87.8,0.73509432,0.529779998
ARM,SSP5,2055,10.50399619,85.682,46.2,89.2,0.753717407,0.547493103
ARM,SSP5,2060,10.63430494,87.39,47.8,90.6,0.776448456,0.566095247
ARM,SSP5,2065,10.76200412,88.873,49.6,92,0.795398186,0.582242959
ARM,SSP5,2070,10.87218852,90.164,51.5,93.3,0.81437681,0.59767053
ARM,SSP5,2075,10.9693249,91.29,53.2,94.6,0.833294069,0.612405508
ARM,SSP5,2080,11.05858167,92.277,54.8,95.9,0.851703763,0.626022398
ARM,SSP5,2085,11.14397481,93.142,56,97,0.869961319,0.639031338
ARM,SSP5,2090,11.22456046,93.902,57.3,98.1,0.884081953,0.649742637
ARM,SSP5,2095,11.29861577,94.572,58.6,99,0.901719969,0.661511754
ARM,SSP5,2100,11.34242793,95.164,60,99.8,0.901719969,0.661511754
AUS,SSP1,2030,10.96116872,88.535,41.1,88.2,0.950937729,0.934533207
AUS,SSP1,2035,11.01113328,89.758,42.9,89.8,0.969045849,0.944259562
AUS,SSP1,2040,11.05535763,90.981,44.7,91.4,0.981966783,0.951269119
AUS,SSP1,2045,11.10670425,92.173,46.2,92.9,0.998053202,0.959520541
AUS,SSP1,2050,11.16294884,93.306,47.4,94.5,1,0.964810012
AUS,SSP1,2055,11.2220474,94.356,48.6,96,1,0.971608934
AUS,SSP1,2060,11.28918906,95.304,50.1,97.5,1,0.976668053
AUS,SSP1,2065,11.35943788,96.14,51.8,98.8,1,0.981752848
AUS,SSP1,2070,11.42594528,96.862,53.5,99.9,1,0.986809741
AUS,SSP1,2075,11.48684826,97.473,55.3,100.7,1,0.991784556
AUS,SSP1,2080,11.54642269,97.982,56.8,101.3,1,0.995102492
AUS,SSP1,2085,11.60597758,98.399,58.1,101.6,1,0.999580788
AUS,SSP1,2090,11.66605521,98.737,59.1,101.6,1,1
AUS,SSP1,2095,11.72383493,99.009,59.8,101.6,1,1
AUS,SSP1,2100,11.75401649,99.225,60.3,101.6,1,1
AUS,SSP2,2030,10.95823753,87.802,40.9,87.2,0.940164468,0.930465021
AUS,SSP2,2035,11.00525984,88.583,42.6,88.3,0.954061144,0.93830221
AUS,SSP2,2040,11.0458032,89.346,44,89.4,0.967049896,0.945577522
AUS,SSP2,2045,11.09110013,90.087,45.1,90.4,0.978497312,0.951451395
AUS,SSP2,2050,11.13975322,90.803,45.7,91.5,0.985587607,0.955345948
AUS,SSP2,2055,11.19111966,91.492,46.4,92.6,0.995815785,0.9602415
AUS,SSP2,2060,11.24528785,92.151,47.3,93.6,1,0.96455913
AUS,SSP2,2065,11.30100546,92.778,48.2,94.7,1,0.96936857
AUS,SSP2,2070,11.35308959,93.372,49.1,95.7,1,0.971977608
AUS,SSP2,2075,11.40264293,93.933,49.7,96.8,1,0.976672141
AUS,SSP2,2080,11.45253538,94.458,50.4,97.7,1,0.980833282
AUS,SSP2,2085,11.50322514,94.95,50.9,98.6,1,0.982803259
AUS,SSP2,2090,11.55395689,95.407,51.6,99.4,1,0.986952644
AUS,SSP2,2095,11.60274271,95.831,52.3,100.1,1,0.989445597
AUS,SSP2,2100,11.61836204,96.223,53.2,100.7,1,0.989445597
AUS,SSP3,2030,10.95672734,86.449,40.8,86.2,0.909847856,0.915421176
AUS,SSP3,2035,10.99426892,86.569,42.3,86.8,0.917675987,0.920891269
AUS,SSP3,2040,11.02641638,86.685,43.4,87.4,0.925955698,0.926640828
AUS,SSP3,2045,11.06080358,86.798,43.9,87.9,0.934528113,0.932571528
AUS,SSP3,2050,11.08436294,86.908,43.8,88.5,0.938936891,0.936418865
AUS,SSP3,2055,11.10845661,87.015,43.8,89,0.946829486,0.941481283
AUS,SSP3,2060,11.13099298,87.12,43.8,89.6,0.950921436,0.944908763
AUS,SSP3,2065,11.15393753,87.221,43.6,90.2,0.958935949,0.950046631
AUS,SSP3,2070,11.17266975,87.32,43.2,90.7,0.962274107,0.952560051
AUS,SSP3,2075,11.18902432,87.416,42.8,91.3,0.965579646,0.955053283
AUS,SSP3,2080,11.20534681,87.51,42.5,91.8,0.968406754,0.95702665
AUS,SSP3,2085,11.22180368,87.602,42.2,92.4,0.971164801,0.958957277
AUS,SSP3,2090,11.23849371,87.691,42.1,92.9,0.973909685,0.960879759
AUS,SSP3,2095,11.25401446,87.778,42.2,93.5,0.980067085,0.963973197
AUS,SSP3,2100,11.22105211,87.863,42.3,94,0.980067085,0.963973197
AUS,SSP5,2030,10.94919174,88.535,40.4,88.2,0.949176175,0.934607748
AUS,SSP5,2035,11.00123223,89.758,41.9,89.8,0.968614786,0.945157489
AUS,SSP5,2040,11.04761001,90.981,43.3,91.3,0.982888267,0.953004083
AUS,SSP5,2045,11.10420575,92.173,44.4,92.9,0.995954788,0.959879954
AUS,SSP5,2050,11.16452666,93.306,45.4,94.5,1,0.968033709
AUS,SSP5,2055,11.22680722,94.356,46.8,96,1,0.973834471
AUS,SSP5,2060,11.29702515,95.304,48.3,97.5,1,0.977388422
AUS,SSP5,2065,11.37014075,96.14,50,98.8,1,0.983138436
AUS,SSP5,2070,11.43981324,96.862,51.8,99.9,1,0.988350879
AUS,SSP5,2075,11.50492664,97.473,53.6,100.7,1,0.99227905
AUS,SSP5,2080,11.56882128,97.982,55.2,101.3,1,0.997339721
AUS,SSP5,2085,11.63226388,98.399,56.7,101.5,1,1
AUS,SSP5,2090,11.69576493,98.737,57.9,101.5,1,1
AUS,SSP5,2095,11.75696018,99.009,58.9,101.5,1,1
AUS,SSP5,2100,11.79052973,99.225,59.7,101.6,1,1
AUT,SSP1,2030,11.0239042,67.534,46.1,87.1,0.939116258,0.884753113
AUT,SSP1,2035,11.07465384,71.26,47.8,88.7,0.953172318,0.893807862
AUT,SSP1,2040,11.13401504,74.558,49.4,90.3,0.971129461,0.904335922
AUT,SSP1,2045,11.18255444,77.465,51.1,91.8,0.988459066,0.914028055
AUT,SSP1,2050,11.23060086,80.023,52.5,93.4,1,0.923781237
AUT,SSP1,2055,11.27611258,82.272,53.6,95,1,0.932574574
AUT,SSP1,2060,11.35233061,84.25,54.4,96.5,1,0.939727914
AUT,SSP1,2065,11.43448463,85.99,55.4,98,1,0.948617393
AUT,SSP1,2070,11.51530409,87.523,56.8,99.3,1,0.955863116
AUT,SSP1,2075,11.58934151,88.876,58.4,100.3,1,0.96418897
AUT,SSP1,2080,11.65759522,90.071,60.1,101,1,0.97028015
AUT,SSP1,2085,11.72280003,91.128,61.3,101.1,1,0.975944266
AUT,SSP1,2090,11.78693668,92.065,62.2,101,1,0.981685112
AUT,SSP1,2095,11.84857518,92.897,62.8,101,1,0.987395202
AUT,SSP1,2100,11.88518705,93.636,63.3,101.1,1,0.987395202
AUT,SSP2,2030,11.02100563,62.469,45.9,86.1,0.931970096,0.882212465
AUT,SSP2,2035,11.06747591,64.214,47.3,87.2,0.946063105,0.891513865
AUT,SSP2,2040,11.11621282,65.868,48.6,88.3,0.959726451,0.900101795
AUT,SSP2,2045,11.15793913,67.435,49.9,89.3,0.97317413,0.908332472
AUT,SSP2,2050,11.19912027,68.918,50.7,90.4,0.989707506,0.917308066
AUT,SSP2,2055,11.24013462,70.32,50.9,91.5,1,0.924149898
AUT,SSP2,2060,11.29743449,71.647,51,92.6,1,0.930996625
AUT,SSP2,2065,11.35873219,72.901,51.4,93.7,1,0.937864354
AUT,SSP2,2070,11.41978141,74.087,52,94.7,1,0.944204717
AUT,SSP2,2075,11.47774535,75.208,52.7,95.8,1,0.949997957
AUT,SSP2,2080,11.53398294,76.269,53.4,96.8,1,0.956932543
AUT,SSP2,2085,11.58914855,77.272,53.9,97.8,1,0.960054457
AUT,SSP2,2090,11.64420743,78.222,54.5,98.7,1,0.964378945
AUT,SSP2,2095,11.69784951,79.122,55.2,99.5,1,0.969204522
AUT,SSP2,2100,11.72262572,79.974,56,100.2,1,0.969204522
AUT,SSP3,2030,11.02049081,59.27,45.8,85.1,0.914830169,0.873532855
AUT,SSP3,2035,11.05988468,59.573,46.9,85.7,0.924430159,0.880994619
AUT,SSP3,2040,11.10295805,59.888,48,86.2,0.934329434,0.888417813
AUT,SSP3,2045,11.12649895,60.216,48.8,86.8,0.947699335,0.896824141
AUT,SSP3,2050,11.14600032,60.558,48.8,87.4,0.95414525,0.902603533
AUT,SSP3,2055,11.16089466,60.914,48.1,88,0.9637579,0.909177993
AUT,SSP3,2060,11.18674555,61.283,47.3,88.5,0.973447295,0.915799947
AUT,SSP3,2065,11.21019266,61.668,46.6,89.1,0.978881111,0.920281637
AUT,SSP3,2070,11.2303795,62.067,46.1,89.7,0.986856527,0.924947741
AUT,SSP3,2075,11.24742909,62.482,45.6,90.2,0.990992187,0.927954701
AUT,SSP3,2080,11.26260172,62.913,45.2,90.8,0.99427925,0.92998893
AUT,SSP3,2085,11.27618246,63.36,44.7,91.3,0.997119941,0.931523133
AUT,SSP3,2090,11.28885654,63.823,44.4,91.8,1,0.933533075
AUT,SSP3,2095,11.30016844,64.303,44.3,92.4,1,0.93503689
AUT,SSP3,2100,11.26700235,64.801,44.4,92.9,1,0.93503689
AUT,SSP5,2030,11.01563044,67.534,45.4,87.1,0.938064553,0.885266951
AUT,SSP5,2035,11.06729493,71.26,46.7,88.7,0.957489731,0.896927302
AUT,SSP5,2040,11.12475402,74.558,48.1,90.3,0.973724258,0.907330215
AUT,SSP5,2045,11.17679784,77.465,49.4,91.8,0.992777211,0.918088858
AUT,SSP5,2050,11.22853736,80.023,50.4,93.4,1,0.928874073
AUT,SSP5,2055,11.278862,82.272,51.3,95,1,0.937006238
AUT,SSP5,2060,11.35451826,84.25,52.2,96.5,1,0.946813346
AUT,SSP5,2065,11.43540581,85.99,53.4,98,1,0.954559229
AUT,SSP5,2070,11.51509625,87.523,55,99.2,1,0.962308222
AUT,SSP5,2075,11.58931513,88.876,56.7,100.2,1,0.971596717
AUT,SSP5,2080,11.65887091,90.071,58.5,101,1,0.978607124
AUT,SSP5,2085,11.72597667,91.128,59.9,101.1,1,0.983467991
AUT,SSP5,2090,11.79215717,92.065,61.1,101,1,0.990021501
AUT,SSP5,2095,11.85593476,92.897,62,101,1,0.996046975
AUT,SSP5,2100,11.8948669,93.636,62.8,101,1,0.996046975
AZE,SSP1,2030,9.737851599,64.823,36.7,78.4,0.561221195,0.382235186
AZE,SSP1,2035,9.790287091,68.55,38.8,79.9,0.589271941,0.417431751
AZE,SSP1,2040,9.873722075,71.944,40.4,81.3,0.616895341,0.448765042
AZE,SSP1,2045,9.981656782,75.013,41.7,82.7,0.644012837,0.476718586
AZE,SSP1,2050,10.08886565,77.772,43.4,84.2,0.667854329,0.501418273
AZE,SSP1,2055,10.19067195,80.244,45.4,85.6,0.691439779,0.524399088
AZE,SSP1,2060,10.29655505,82.451,47.7,87.1,0.713644575,0.544618501
AZE,SSP1,2065,10.40573721,84.417,50,88.5,0.738460684,0.564552515
AZE,SSP1,2070,10.50821591,86.166,52,89.9,0.757589405,0.580284874
AZE,SSP1,2075,10.59738952,87.72,53.6,91.3,0.775982264,0.594807115
AZE,SSP1,2080,10.67870773,89.099,54.9,92.7,0.792717279,0.607043498
AZE,SSP1,2085,10.75862458,90.324,56,94.1,0.809732533,0.619004958
AZE,SSP1,2090,10.83414089,91.41,57.2,95.4,0.826523273,0.63004964
AZE,SSP1,2095,10.90046702,92.373,58.6,96.6,0.839338694,0.63867278
AZE,SSP1,2100,10.93781479,93.228,60,97.7,0.839338694,0.63867278
AZE,SSP2,2030,9.715880196,60.474,36.5,77.4,0.519124067,0.324652989
AZE,SSP2,2035,9.74983089,62.37,38.3,78.4,0.533009854,0.346370999
AZE,SSP2,2040,9.809318109,64.173,39.5,79.3,0.547572425,0.367168011
AZE,SSP2,2045,9.892608334,65.885,40.2,80.2,0.559190372,0.385831217
AZE,SSP2,2050,9.975138254,67.509,41.7,81.2,0.575145617,0.405513676
AZE,SSP2,2055,10.05393459,69.048,43.4,82.1,0.590831224,0.424379967
AZE,SSP2,2060,10.13304071,70.504,45.2,83.1,0.605936134,0.442082858
AZE,SSP2,2065,10.21533982,71.882,46.5,84,0.619777325,0.458263474
AZE,SSP2,2070,10.29477864,73.186,47.2,84.9,0.628355236,0.470998956
AZE,SSP2,2075,10.36711248,74.419,47.6,85.9,0.639943243,0.484253374
AZE,SSP2,2080,10.4356313,75.585,48.1,86.8,0.650097595,0.495596553
AZE,SSP2,2085,10.50470214,76.687,48.7,87.8,0.660714133,0.506919584
AZE,SSP2,2090,10.57214529,77.731,49.4,88.7,0.671319548,0.517524906
AZE,SSP2,2095,10.63446892,78.718,50.1,89.6,0.682061605,0.527543594
AZE,SSP2,2100,10.66126401,79.652,50.5,90.6,0.682061605,0.527543594
AZE,SSP3,2030,9.671107015,57.17,36.2,76.4,0.470439609,0.243428142
AZE,SSP3,2035,9.666542063,57.591,37.5,76.9,0.47565767,0.247290929
AZE,SSP3,2040,9.679217735,58.039,38,77.3,0.482628032,0.252452912
AZE,SSP3,2045,9.70863347,58.515,38.4,77.7,0.486838636,0.256615158
AZE,SSP3,2050,9.733670169,59.02,39.3,78.2,0.49179409,0.261229457
AZE,SSP3,2055,9.752361283,59.556,40.5,78.6,0.500204062,0.267255643
AZE,SSP3,2060,9.763710003,60.123,40.9,79,0.504302697,0.271322049
AZE,SSP3,2065,9.776203606,60.724,40.5,79.5,0.506765448,0.274143551
AZE,SSP3,2070,9.785095618,61.36,39.8,79.9,0.50872877,0.276871076
AZE,SSP3,2075,9.788135163,62.033,39.6,80.4,0.509561524,0.278666523
AZE,SSP3,2080,9.787416254,62.742,39.7,80.8,0.510069635,0.280252486
AZE,SSP3,2085,9.78700561,63.49,39.6,81.2,0.51089952,0.282029059
AZE,SSP3,2090,9.788302679,64.278,39.4,81.7,0.512475808,0.28425908
AZE,SSP3,2095,9.788892536,65.106,39.2,82.1,0.51490587,0.28700905
AZE,SSP3,2100,9.735556217,65.974,39.1,82.6,0.51490587,0.28700905
AZE,SSP5,2030,9.753747749,64.823,36.6,78.4,0.548604316,0.352770312
AZE,SSP5,2035,9.821819609,68.55,38.6,79.9,0.574321821,0.383484366
AZE,SSP5,2040,9.92064601,71.944,40.2,81.3,0.599851384,0.411646198
AZE,SSP5,2045,10.04282437,75.013,41.5,82.7,0.626298837,0.438831935
AZE,SSP5,2050,10.16448339,77.772,43.2,84.2,0.649508005,0.463383534
AZE,SSP5,2055,10.2810359,80.244,45.1,85.6,0.672626235,0.486931294
AZE,SSP5,2060,10.40154899,82.451,47.4,87.1,0.69854321,0.510032074
AZE,SSP5,2065,10.52344712,84.417,49.6,88.5,0.719841652,0.530117606
AZE,SSP5,2070,10.63756951,86.166,51.5,89.9,0.740236013,0.548670767
AZE,SSP5,2075,10.73860805,87.72,53.1,91.3,0.759428958,0.565395318
AZE,SSP5,2080,10.8312015,89.099,54.3,92.7,0.77770358,0.580565917
AZE,SSP5,2085,10.92036121,90.324,55.5,94.1,0.796485979,0.595601335
AZE,SSP5,2090,11.00412937,91.41,56.8,95.4,0.815213062,0.609784503
AZE,SSP5,2095,11.07916657,92.373,58.2,96.6,0.830088269,0.621553331
AZE,SSP5,2100,11.12554684,93.228,59.6,97.7,0.830088269,0.621553331
BDI,SSP1,2030,7.039050383,23.425,19.7,66.3,0.361296493,0.30754591
BDI,SSP1,2035,7.408104584,29.345,21.9,67.9,0.389428974,0.336488566
BDI,SSP1,2040,7.771176381,35.654,24.1,69.4,0.415688839,0.362216275
BDI,SSP1,2045,8.126473444,42.047,26.3,70.8,0.444677819,0.387113021
BDI,SSP1,2050,8.4713304,48.247,28.4,72.2,0.477303313,0.411955386
BDI,SSP1,2055,8.787040922,54.045,30.5,73.4,0.506025012,0.433693655
BDI,SSP1,2060,9.063158084,59.322,32.6,74.7,0.534966177,0.454540862
BDI,SSP1,2065,9.297363808,64.033,34.8,76,0.567776836,0.476393527
BDI,SSP1,2070,9.494814177,68.187,37,77.4,0.595999433,0.495562739
BDI,SSP1,2075,9.659389271,71.822,39.2,78.7,0.622346098,0.512879767
BDI,SSP1,2080,9.795168914,74.992,41.5,80,0.65085457,0.530429248
BDI,SSP1,2085,9.910771913,77.753,43.8,81.3,0.673459696,0.544497263
BDI,SSP1,2090,10.01121718,80.159,46.1,82.5,0.694709511,0.557461353
BDI,SSP1,2095,10.10104826,82.261,48.2,83.7,0.720026303,0.572007391
BDI,SSP1,2100,10.16026784,84.101,50.2,84.9,0.720026303,0.572007391
BDI,SSP2,2030,6.948435292,17.518,19,64.8,0.32765359,0.270656449
BDI,SSP2,2035,7.212579291,19.667,20.5,65.6,0.34368683,0.28933017
BDI,SSP2,2040,7.423231775,21.966,21.9,66.4,0.361531185,0.307428344
BDI,SSP2,2045,7.605342419,24.401,23.2,67.2,0.374267807,0.322145032
BDI,SSP2,2050,7.761894555,26.955,24.4,68,0.387245966,0.3363358
BDI,SSP2,2055,7.903210297,29.609,25.7,68.8,0.405261062,0.352510545
BDI,SSP2,2060,8.035258245,32.34,27.2,69.6,0.423631973,0.368074732
BDI,SSP2,2065,8.163971208,35.122,28.7,70.4,0.438516066,0.381621598
BDI,SSP2,2070,8.286270743,37.932,30.3,71.2,0.457470442,0.396645525
BDI,SSP2,2075,8.404432749,40.744,32,72,0.475893268,0.410817902
BDI,SSP2,2080,8.520809896,43.537,33.7,72.8,0.490224094,0.422900178
BDI,SSP2,2085,8.640376214,46.288,35.3,73.6,0.507758258,0.43577123
BDI,SSP2,2090,8.759467938,48.981,36.9,74.4,0.524772944,0.447864721
BDI,SSP2,2095,8.877047913,51.6,38.3,75.2,0.541689469,0.45968404
BDI,SSP2,2100,8.953673268,54.134,39.7,76,0.541689469,0.45968404
BDI,SSP3,2030,6.901693854,14.713,18.6,63.8,0.258506707,0.188991699
BDI,SSP3,2035,7.120480717,15.275,19.6,64,0.260513863,0.191102258
BDI,SSP3,2040,7.275426034,15.88,20.3,64.2,0.260627953,0.191813196
BDI,SSP3,2045,7.389911393,16.531,20.9,64.3,0.263850651,0.193726533
BDI,SSP3,2050,7.470437791,17.235,21.7,64.5,0.263623862,0.194218008
BDI,SSP3,2055,7.529885079,17.997,22.6,64.5,0.264433171,0.195346467
BDI,SSP3,2060,7.572322096,18.824,23.6,64.6,0.266272374,0.197108097
BDI,SSP3,2065,7.602878111,19.723,24.7,64.7,0.268720587,0.199242457
BDI,SSP3,2070,7.621473494,20.704,25.9,64.7,0.271302867,0.201455648
BDI,SSP3,2075,7.631020024,21.775,27,64.8,0.273692483,0.203545498
BDI,SSP3,2080,7.636792229,22.949,28.2,64.9,0.275952286,0.205550927
BDI,SSP3,2085,7.643531715,24.238,29.3,64.9,0.278223838,0.207559567
