iso3,scenario,year,gdp_per_capita_log,urban_share,median_age,life_expectancy,government_effectiveness,control_of_corruption
BDI,SSP3,2090,7.650141079,25.657,30.3,65,0.280611206,0.209635848
BDI,SSP3,2095,7.654523256,27.224,31.3,65.1,0.283129703,0.211789269
BDI,SSP3,2100,7.59337583,28.955,32.1,65.2,0.283129703,0.211789269
BDI,SSP5,2030,7.061667063,23.425,19.6,66.3,0.360870129,0.296935869
BDI,SSP5,2035,7.450266116,29.345,21.9,67.9,0.391542715,0.326217402
BDI,SSP5,2040,7.834838781,35.654,24.1,69.4,0.424112081,0.354336916
BDI,SSP5,2045,8.212301996,42.047,26.3,70.8,0.451898537,0.378923557
BDI,SSP5,2050,8.57927317,48.247,28.4,72.2,0.487234119,0.405551466
BDI,SSP5,2055,8.917509646,54.045,30.5,73.4,0.518650055,0.429358177
BDI,SSP5,2060,9.216640701,59.322,32.7,74.7,0.550181849,0.452422507
BDI,SSP5,2065,9.473550834,64.033,34.8,76,0.585427102,0.47654425
BDI,SSP5,2070,9.692723579,68.187,37,77.4,0.615439055,0.497456632
BDI,SSP5,2075,9.877905304,71.822,39.3,78.7,0.644209578,0.517413615
BDI,SSP5,2080,10.03377391,74.992,41.5,80,0.673979062,0.536460573
BDI,SSP5,2085,10.16935282,77.753,43.8,81.3,0.698486799,0.552870829
BDI,SSP5,2090,10.28984029,80.159,46.1,82.5,0.720596266,0.567065608
BDI,SSP5,2095,10.39968547,82.261,48.2,83.7,0.747084684,0.583226783
BDI,SSP5,2100,10.47903373,84.101,50.1,84.9,0.747084684,0.583226783
BEL,SSP1,2030,10.98015403,98.295,44.3,86.8,0.951091858,0.830604295
BEL,SSP1,2035,11.04482865,98.39,45.7,88.4,0.971527827,0.84177126
BEL,SSP1,2040,11.11171387,98.483,47.1,90,0.989602483,0.851029337
BEL,SSP1,2045,11.16405954,98.573,48.3,91.7,1,0.857951546
BEL,SSP1,2050,11.21096902,98.659,49.3,93.3,1,0.865595621
BEL,SSP1,2055,11.26232558,98.743,50.3,94.8,1,0.87133663
BEL,SSP1,2060,11.33515986,98.824,51.6,96.4,1,0.878115604
BEL,SSP1,2065,11.41256636,98.901,53.1,97.8,1,0.883189915
BEL,SSP1,2070,11.48487748,98.975,54.8,99,1,0.888737006
BEL,SSP1,2075,11.55252796,99.045,56.3,100.1,1,0.893738727
BEL,SSP1,2080,11.61911325,99.112,57.7,100.9,1,0.897039752
BEL,SSP1,2085,11.68546062,99.175,58.9,101.2,1,0.902016111
BEL,SSP1,2090,11.75066877,99.235,59.9,101.2,1,0.905401165
BEL,SSP1,2095,11.81105873,99.291,60.7,101.3,1,0.90828732
BEL,SSP1,2100,11.84315922,99.344,61.4,101.3,1,0.90828732
BEL,SSP2,2030,10.97521615,98.156,44,85.8,0.941177549,0.827515248
BEL,SSP2,2035,11.03444211,98.184,45.1,86.9,0.961603567,0.83889984
BEL,SSP2,2040,11.09286734,98.212,46.1,88,0.975820508,0.846711444
BEL,SSP2,2045,11.14100055,98.24,46.8,89.1,0.992379432,0.855031495
BEL,SSP2,2050,11.1804317,98.269,47.2,90.2,1,0.860257992
BEL,SSP2,2055,11.22085279,98.297,47.8,91.3,1,0.865232011
BEL,SSP2,2060,11.27474809,98.326,48.5,92.4,1,0.870066007
BEL,SSP2,2065,11.3319038,98.355,49.2,93.5,1,0.874350671
BEL,SSP2,2070,11.3855908,98.383,49.9,94.6,1,0.879061311
BEL,SSP2,2075,11.43760841,98.412,50.2,95.7,1,0.883225254
BEL,SSP2,2080,11.49154126,98.441,50.7,96.7,1,0.885707395
BEL,SSP2,2085,11.5470978,98.469,51.1,97.7,1,0.889368626
BEL,SSP2,2090,11.60256266,98.498,51.8,98.6,1,0.891887205
BEL,SSP2,2095,11.65508311,98.526,52.6,99.4,1,0.894914278
BEL,SSP2,2100,11.67430613,98.555,53.5,100.1,1,0.894914278
BEL,SSP3,2030,10.97192622,97.566,43.8,84.8,0.897968985,0.806552935
BEL,SSP3,2035,11.02081988,97.266,44.6,85.4,0.907534877,0.813546027
BEL,SSP3,2040,11.06631756,96.945,45.2,86,0.921010575,0.822017828
BEL,SSP3,2045,11.09934312,96.608,45.1,86.6,0.930897836,0.828986019
BEL,SSP3,2050,11.12299569,96.256,44.7,87.1,0.940464295,0.835531893
BEL,SSP3,2055,11.13866101,95.893,44.6,87.7,0.94536942,0.839462613
BEL,SSP3,2060,11.1576777,95.525,44.3,88.2,0.95415169,0.845075615
BEL,SSP3,2065,11.1738716,95.156,43.6,88.8,0.958672533,0.848544734
BEL,SSP3,2070,11.18573018,94.79,42.8,89.3,0.962314602,0.851022447
BEL,SSP3,2075,11.19593324,94.432,42.2,89.9,0.969335379,0.854650194
BEL,SSP3,2080,11.20713774,94.087,41.7,90.3,0.972474085,0.856592611
BEL,SSP3,2085,11.2194927,93.758,41.5,90.8,0.975607878,0.858531988
BEL,SSP3,2090,11.23263429,93.448,41.4,91.2,0.978780164,0.860495186
BEL,SSP3,2095,11.2445751,93.158,41.2,91.7,0.981987583,0.862480127
BEL,SSP3,2100,11.20566235,92.891,41.1,92.1,0.981987583,0.862480127
BEL,SSP5,2030,10.97481454,98.295,43.7,86.8,0.948347605,0.829846899
BEL,SSP5,2035,11.04322368,98.39,44.8,88.5,0.965692859,0.839818272
BEL,SSP5,2040,11.11255788,98.483,46,90.1,0.985028397,0.850080441
BEL,SSP5,2045,11.16818383,98.573,47,91.7,1,0.859149244
BEL,SSP5,2050,11.22189387,98.659,47.8,93.3,1,0.865043926
BEL,SSP5,2055,11.27976054,98.743,48.9,94.9,1,0.871132014
BEL,SSP5,2060,11.35641113,98.824,50.2,96.4,1,0.876573617
BEL,SSP5,2065,11.43662183,98.901,51.8,97.8,1,0.882008513
BEL,SSP5,2070,11.5118985,98.975,53.4,99,1,0.887437897
BEL,SSP5,2075,11.58295552,99.045,55.1,100.1,1,0.891142834
BEL,SSP5,2080,11.65273434,99.112,56.6,100.9,1,0.896443733
BEL,SSP5,2085,11.72159192,99.175,58,101.2,1,0.900059708
BEL,SSP5,2090,11.78899746,99.235,59.2,101.2,1,0.903227834
BEL,SSP5,2095,11.85178958,99.291,60.3,101.3,1,0.906892304
BEL,SSP5,2100,11.88682316,99.344,61.3,101.3,1,0.906892304
BEN,SSP1,2030,8.471634289,59.853,20.2,65,0.469852749,0.356622973
BEN,SSP1,2035,8.700894866,64.966,21.8,66.9,0.497264537,0.380756876
BEN,SSP1,2040,8.940352088,69.587,23.6,68.7,0.520864133,0.40236562
BEN,SSP1,2045,9.187970557,73.702,25.6,70.5,0.547111229,0.423436229
BEN,SSP1,2050,9.435170734,77.326,27.7,72.3,0.573202002,0.443703311
BEN,SSP1,2055,9.660891662,80.493,29.8,74,0.597690614,0.461894117
BEN,SSP1,2060,9.864076124,83.243,32.1,75.7,0.621132966,0.478859802
BEN,SSP1,2065,10.04060117,85.621,34.3,77.4,0.64343641,0.49459401
BEN,SSP1,2070,10.1953524,87.671,36.6,79,0.668899238,0.511307076
BEN,SSP1,2075,10.325386,89.433,38.9,80.7,0.689758714,0.525666557
BEN,SSP1,2080,10.4354686,90.947,41.3,82.4,0.710248832,0.539383759
BEN,SSP1,2085,10.52680443,92.246,43.7,84,0.730067839,0.552299299
BEN,SSP1,2090,10.60663376,93.359,46.2,85.7,0.749245618,0.564678877
BEN,SSP1,2095,10.67786287,94.313,48.7,87.3,0.766962829,0.575811697
BEN,SSP1,2100,10.72175844,95.13,51.1,88.9,0.766962829,0.575811697
BEN,SSP2,2030,8.381889282,52.966,19.4,63.6,0.454646624,0.343341649
BEN,SSP2,2035,8.515958451,55.138,20.3,64.8,0.473735445,0.361393796
BEN,SSP2,2040,8.639570546,57.229,21.5,66,0.488758318,0.377210968
BEN,SSP2,2045,8.762947626,59.235,22.7,67.2,0.503312339,0.392093711
BEN,SSP2,2050,8.884619558,61.156,24,68.4,0.517892774,0.406586558
BEN,SSP2,2055,9.002832602,62.991,25.4,69.6,0.536095217,0.422210765
BEN,SSP2,2060,9.117329952,64.741,26.8,70.8,0.549166258,0.434548143
BEN,SSP2,2065,9.2262741,66.406,28.3,71.9,0.565195609,0.447405989
BEN,SSP2,2070,9.332047294,67.99,29.8,73.1,0.576522969,0.457488454
BEN,SSP2,2075,9.431686499,69.495,31.4,74.3,0.591223013,0.46859194
BEN,SSP2,2080,9.528098426,70.923,33.1,75.5,0.601728404,0.477476658
BEN,SSP2,2085,9.619072443,72.278,34.8,76.7,0.615278669,0.486973237
BEN,SSP2,2090,9.707084153,73.562,36.6,77.9,0.628832279,0.496371901
BEN,SSP2,2095,9.791158496,74.78,38.3,79.1,0.641892018,0.5051484
BEN,SSP2,2100,9.833157245,75.934,39.9,80.3,0.641892018,0.5051484
BEN,SSP3,2030,8.339555676,49.475,18.9,62.5,0.405837941,0.283420726
BEN,SSP3,2035,8.428756738,50.076,19.3,63.1,0.408433519,0.285316071
BEN,SSP3,2040,8.494891266,50.723,19.8,63.7,0.411209358,0.287545077
BEN,SSP3,2045,8.553036722,51.421,20.5,64.2,0.413476714,0.289233951
BEN,SSP3,2050,8.598879731,52.173,21.4,64.7,0.416194306,0.291423583
BEN,SSP3,2055,8.634494727,52.981,22.3,65.2,0.418387765,0.293063417
BEN,SSP3,2060,8.662072768,53.851,23.2,65.7,0.420906999,0.295127004
BEN,SSP3,2065,8.681735071,54.786,24.2,66.2,0.422897437,0.296637926
BEN,SSP3,2070,8.69709253,55.789,25.2,66.7,0.425283051,0.29861557
BEN,SSP3,2075,8.706361839,56.864,26.3,67.2,0.427180231,0.300065546
BEN,SSP3,2080,8.714892432,58.014,27.5,67.7,0.428613426,0.301002993
BEN,SSP3,2085,8.720676296,59.241,28.7,68.2,0.430573448,0.302488664
BEN,SSP3,2090,8.727296657,60.549,29.9,68.8,0.432567913,0.303994067
BEN,SSP3,2095,8.733062006,61.938,31,69.3,0.434681706,0.305571742
BEN,SSP3,2100,8.674308309,63.407,32.1,69.9,0.434681706,0.305571742
BEN,SSP5,2030,8.486852944,59.853,20.2,65,0.474619227,0.354659428
BEN,SSP5,2035,8.733591124,64.966,21.8,66.9,0.5049655,0.379775547
BEN,SSP5,2040,8.992809266,69.587,23.6,68.7,0.531723659,0.402782625
BEN,SSP5,2045,9.260875485,73.702,25.7,70.5,0.561160981,0.425492582
BEN,SSP5,2050,9.528275626,77.326,27.7,72.3,0.59035669,0.447521336
BEN,SSP5,2055,9.774002918,80.493,29.9,74,0.617807977,0.467522708
BEN,SSP5,2060,9.996635597,83.243,32.1,75.7,0.644473369,0.486789454
BEN,SSP5,2065,10.19176017,85.621,34.4,77.4,0.669349148,0.504278179
BEN,SSP5,2070,10.36419427,87.671,36.7,79,0.69668096,0.522145747
BEN,SSP5,2075,10.51100536,89.433,39,80.7,0.719540137,0.538006535
BEN,SSP5,2080,10.6371155,90.947,41.3,82.4,0.741714975,0.55305861
BEN,SSP5,2085,10.74428206,92.246,43.7,84,0.762935072,0.567151105
BEN,SSP5,2090,10.83992055,93.359,46.2,85.7,0.783277793,0.580570471
BEN,SSP5,2095,10.92707316,94.313,48.7,87.3,0.802651595,0.593273337
BEN,SSP5,2100,10.98709044,95.13,51.1,88.9,0.802651595,0.593273337
BFA,SSP1,2030,7.995762385,40.593,20.2,65.2,0.423759954,0.402582414
BFA,SSP1,2035,8.201910694,45.592,22.2,67.1,0.444599093,0.416061964
BFA,SSP1,2040,8.432102706,50.431,24.2,68.9,0.466094921,0.429752564
BFA,SSP1,2045,8.660396556,55.024,26.2,70.5,0.491343912,0.444634232
BFA,SSP1,2050,8.900318851,59.311,28.2,72.2,0.512234073,0.457348083
BFA,SSP1,2055,9.131345272,63.263,30.2,73.8,0.536902365,0.471497634
BFA,SSP1,2060,9.349238071,66.869,32.2,75.4,0.562189512,0.486069869
BFA,SSP1,2065,9.540815813,70.137,34.3,77,0.591301868,0.50210865
BFA,SSP1,2070,9.709989609,73.083,36.5,78.7,0.615976227,0.515934378
BFA,SSP1,2075,9.858300445,75.731,38.7,80.3,0.640364376,0.529846325
BFA,SSP1,2080,9.987661674,78.106,41,82,0.6627864,0.542132612
BFA,SSP1,2085,10.09919309,80.234,43.3,83.6,0.688202841,0.555816185
BFA,SSP1,2090,10.19646109,82.14,45.7,85.2,0.708058205,0.566587725
BFA,SSP1,2095,10.2825726,83.848,48,86.8,0.727170533,0.577157874
BFA,SSP1,2100,10.33790629,85.379,50.3,88.3,0.727170533,0.577157874
BFA,SSP2,2030,7.926616356,36.308,19.3,63.5,0.386499783,0.378636998
BFA,SSP2,2035,8.051402306,39.172,20.4,64.7,0.395974722,0.385370642
BFA,SSP2,2040,8.151763198,42.005,21.5,65.9,0.406812682,0.393174933
BFA,SSP2,2045,8.232413567,44.785,22.6,67,0.423103695,0.404088699
BFA,SSP2,2050,8.300213422,47.492,23.7,68.2,0.436104252,0.413464724
BFA,SSP2,2055,8.363862187,50.11,24.9,69.3,0.450558627,0.423970265
BFA,SSP2,2060,8.428673449,52.629,26.3,70.5,0.465428183,0.434515656
BFA,SSP2,2065,8.49583629,55.039,27.8,71.6,0.483756513,0.44604412
BFA,SSP2,2070,8.564849791,57.335,29.3,72.8,0.498380017,0.456004711
BFA,SSP2,2075,8.635040073,59.516,30.8,73.9,0.516387106,0.467126539
BFA,SSP2,2080,8.708728085,61.581,32.4,75.1,0.533784459,0.477655772
BFA,SSP2,2085,8.787419075,63.532,34,76.2,0.546246262,0.485408964
BFA,SSP2,2090,8.872218852,65.373,35.6,77.4,0.56269953,0.495148009
BFA,SSP2,2095,8.961400482,67.106,37.2,78.5,0.578701481,0.504393182
BFA,SSP2,2100,9.01341026,68.738,38.6,79.7,0.578701481,0.504393182
BFA,SSP3,2030,7.880002885,33.344,18.8,62.5,0.348542687,0.351762277
BFA,SSP3,2035,7.958276273,34.782,19.4,63,0.34775194,0.351012075
BFA,SSP3,2040,8.004458382,36.263,19.7,63.4,0.350673932,0.352559529
BFA,SSP3,2045,8.029383859,37.785,20.2,63.8,0.354797897,0.354850826
BFA,SSP3,2050,8.038642284,39.348,20.9,64.1,0.358884822,0.357119195
BFA,SSP3,2055,8.043413438,40.95,21.7,64.5,0.36229961,0.358971599
BFA,SSP3,2060,8.043370779,42.589,22.7,64.8,0.365292637,0.360562987
BFA,SSP3,2065,8.040025058,44.261,23.8,65.2,0.368341452,0.362412681
BFA,SSP3,2070,8.032329059,45.965,24.8,65.6,0.370667819,0.363591492
BFA,SSP3,2075,8.022631542,47.697,25.9,66,0.372778998,0.364637129
BFA,SSP3,2080,8.012965673,49.454,27,66.6,0.374673654,0.365548768
BFA,SSP3,2085,8.004906249,51.231,28.2,67,0.376422275,0.366370028
BFA,SSP3,2090,7.999500091,53.025,29.4,67.4,0.378131917,0.367167166
BFA,SSP3,2095,7.994028762,54.83,30.6,67.9,0.379826102,0.367954738
BFA,SSP3,2100,7.921622222,56.642,31.6,68.4,0.379826102,0.367954738
BFA,SSP5,2030,8.017963652,40.593,20.2,65.2,0.425952858,0.404817585
BFA,SSP5,2035,8.245983824,45.592,22.1,67.1,0.449260371,0.42009507
BFA,SSP5,2040,8.499581931,50.431,24.1,68.9,0.473739511,0.435883905
BFA,SSP5,2045,8.752101114,55.024,26.1,70.5,0.498385841,0.451341015
BFA,SSP5,2050,9.015776896,59.311,28.1,72.2,0.526475623,0.468002491
BFA,SSP5,2055,9.270372652,63.263,30.1,73.8,0.554439618,0.484378113
BFA,SSP5,2060,9.511397292,66.869,32.2,75.4,0.582413734,0.500553177
BFA,SSP5,2065,9.725293284,70.137,34.3,77,0.610501367,0.516816361
BFA,SSP5,2070,9.91555986,73.083,36.4,78.7,0.641518364,0.533970027
BFA,SSP5,2075,10.08348406,75.731,38.6,80.3,0.667643427,0.548832379
BFA,SSP5,2080,10.23151023,78.106,40.8,82,0.692360208,0.562842451
BFA,SSP5,2085,10.36162061,80.234,43.1,83.6,0.715514893,0.575905169
BFA,SSP5,2090,10.4777235,82.14,45.5,85.2,0.740566054,0.589219976
BFA,SSP5,2095,10.58291926,83.848,47.8,86.7,0.760398237,0.600041316
BFA,SSP5,2100,10.65735214,85.379,50,88.3,0.760398237,0.600041316
BGD,SSP1,2030,9.12547657,50.54,31.2,77.2,0.49502673,0.341209366
BGD,SSP1,2035,9.302037724,56.151,33.8,78.8,0.522738745,0.374455334
BGD,SSP1,2040,9.505223145,61.239,36.7,80.4,0.553659232,0.405993597
BGD,SSP1,2045,9.707244114,65.774,39.5,81.9,0.583296136,0.434144384
BGD,SSP1,2050,9.906746939,69.772,42.3,83.5,0.612054095,0.459708222
BGD,SSP1,2055,10.09625486,73.274,45.1,85,0.635907641,0.481188935
BGD,SSP1,2060,10.28731498,76.33,47.8,86.5,0.664049014,0.50330133
BGD,SSP1,2065,10.46681119,78.996,50.5,88.1,0.692119108,0.524489936
BGD,SSP1,2070,10.63182159,81.321,53.1,89.6,0.718852926,0.543919315
BGD,SSP1,2075,10.77669888,83.354,55.7,91.1,0.739765708,0.559676693
BGD,SSP1,2080,10.89924262,85.134,58.1,92.6,0.762258591,0.57480794
BGD,SSP1,2085,10.99845837,86.696,60.5,94.1,0.779461245,0.586824313
BGD,SSP1,2090,11.08197874,88.072,62.6,95.6,0.799071674,0.598920844
BGD,SSP1,2095,11.15598465,89.286,64.7,96.9,0.814131865,0.608525076
BGD,SSP1,2100,11.20793204,90.361,66.4,98.1,0.814131865,0.608525076
BGD,SSP2,2030,9.054955581,43.548,30.8,76.1,0.457410901,0.292687502
BGD,SSP2,2035,9.153960738,46.15,33.1,77.1,0.475322823,0.315556244
BGD,SSP2,2040,9.263053161,48.683,35.4,78.2,0.496508021,0.338236423
BGD,SSP2,2045,9.376441186,51.134,37.7,79.2,0.512857587,0.357206519
BGD,SSP2,2050,9.490801122,53.495,39.8,80.3,0.528927282,0.375074217
BGD,SSP2,2055,9.609270854,55.759,41.6,81.3,0.548159401,0.393082475
BGD,SSP2,2060,9.732289668,57.923,43.4,82.3,0.563202837,0.408389616
BGD,SSP2,2065,9.858209496,59.985,45.1,83.4,0.58282438,0.425704054
BGD,SSP2,2070,9.98497494,61.945,46.7,84.4,0.601747794,0.441848795
BGD,SSP2,2075,10.11265784,63.803,48.2,85.5,0.620024463,0.456894959
BGD,SSP2,2080,10.23616482,65.563,49.5,86.5,0.634706099,0.469771479
BGD,SSP2,2085,10.3518817,67.227,50.5,87.6,0.653277015,0.483933293
BGD,SSP2,2090,10.45908828,68.799,51.3,88.6,0.671181197,0.497309145
BGD,SSP2,2095,10.56073201,70.283,51.9,89.6,0.688318741,0.510089813
BGD,SSP2,2100,10.6288878,71.684,52.5,90.7,0.688318741,0.510089813
BGD,SSP3,2030,9.006557,39.835,30.5,75,0.420830729,0.236053094
BGD,SSP3,2035,9.054064776,40.692,32.4,75.5,0.429697965,0.243669714
BGD,SSP3,2040,9.098399697,41.576,34.3,75.9,0.434932182,0.249748522
BGD,SSP3,2045,9.137469315,42.489,35.9,76.4,0.439661928,0.255284777
BGD,SSP3,2050,9.166380542,43.429,37.2,76.8,0.44383833,0.260248275
BGD,SSP3,2055,9.191847189,44.398,38.1,77.3,0.447660666,0.264762379
BGD,SSP3,2060,9.218921466,45.397,38.9,77.8,0.451240317,0.268896058
BGD,SSP3,2065,9.244123027,46.424,39.7,78.2,0.45408312,0.27211975
BGD,SSP3,2070,9.262823256,47.482,40.4,78.7,0.456996605,0.275380808
BGD,SSP3,2075,9.274350961,48.568,40.8,79.1,0.459209403,0.277754335
BGD,SSP3,2080,9.280945607,49.685,41,79.5,0.461442696,0.280134247
BGD,SSP3,2085,9.283278944,50.83,41,80,0.463617753,0.282471859
BGD,SSP3,2090,9.283146951,52.004,41,80.4,0.465734531,0.284767184
BGD,SSP3,2095,9.282430785,53.206,41,80.8,0.46785448,0.287058285
BGD,SSP3,2100,9.232625539,54.436,41.1,81.3,0.46785448,0.287058285
BGD,SSP5,2030,9.147636276,50.54,31.3,77.2,0.494469231,0.323895346
BGD,SSP5,2035,9.342266742,56.151,33.9,78.8,0.523464934,0.355240119
BGD,SSP5,2040,9.56459965,61.239,36.7,80.4,0.556132103,0.386214083
BGD,SSP5,2045,9.786405479,65.774,39.6,81.9,0.587733046,0.4147604
BGD,SSP5,2050,10.00531978,69.772,42.4,83.5,0.614652468,0.439724082
BGD,SSP5,2055,10.21360354,73.274,45.2,85,0.644306939,0.464387333
BGD,SSP5,2060,10.42191477,76.33,47.9,86.5,0.674339251,0.488345633
BGD,SSP5,2065,10.61745478,78.996,50.6,88.1,0.704166138,0.511563247
BGD,SSP5,2070,10.79770884,81.321,53.2,89.6,0.728649409,0.531444465
BGD,SSP5,2075,10.95732557,83.354,55.8,91.1,0.754405253,0.550506937
BGD,SSP5,2080,11.09435789,85.134,58.1,92.6,0.774349177,0.566097015
BGD,SSP5,2085,11.2080308,86.696,60.4,94.1,0.79616537,0.581377037
BGD,SSP5,2090,11.306101,88.072,62.5,95.6,0.813239547,0.593969783
BGD,SSP5,2095,11.39477515,89.286,64.4,96.9,0.834288396,0.607887296
BGD,SSP5,2100,11.46121422,90.361,66,98.1,0.834288396,0.607887296
BGR,SSP1,2030,10.31043769,82.98,47.4,81.5,0.654629238,0.510794739
BGR,SSP1,2035,10.3856849,85.78,48.9,83.1,0.680775651,0.533072098
BGR,SSP1,2040,10.46517218,88.125,50.5,84.6,0.704498919,0.551899663
BGR,SSP1,2045,10.53188882,90.085,51.7,86.1,0.727125973,0.568791094
BGR,SSP1,2050,10.60194727,91.721,52.2,87.7,0.744991002,0.582402189
BGR,SSP1,2055,10.67555643,93.085,52.5,89.2,0.765483105,0.595823015
BGR,SSP1,2060,10.76767596,94.224,53.3,90.8,0.785256545,0.608072013
BGR,SSP1,2065,10.85653508,95.174,54.4,92.3,0.801221603,0.618302926
BGR,SSP1,2070,10.93023581,95.967,55.7,93.8,0.820885265,0.629608768
BGR,SSP1,2075,10.99293007,96.629,57,95.3,0.837095517,0.639310077
BGR,SSP1,2080,11.05050874,97.181,58.3,96.7,0.856672785,0.649820351
BGR,SSP1,2085,11.10532001,97.643,59.5,98,0.872710478,0.658809633
BGR,SSP1,2090,11.15757824,98.029,60.7,99,0.888189505,0.667010251
BGR,SSP1,2095,11.20603892,98.351,61.9,99.8,0.899575209,0.673219313
BGR,SSP1,2100,11.23041923,98.621,63.2,100.1,0.899575209,0.673219313
BGR,SSP2,2030,10.2975306,79,47.1,80.5,0.622443275,0.478056615
BGR,SSP2,2035,10.35631821,80.448,48.3,81.5,0.635976519,0.491485856
BGR,SSP2,2040,10.41163725,81.778,49.5,82.6,0.648326738,0.503456996
BGR,SSP2,2045,10.46378748,82.999,50,83.6,0.663256464,0.515398059
BGR,SSP2,2050,10.51589778,84.123,49.4,84.7,0.673994696,0.525037924
BGR,SSP2,2055,10.57305677,85.159,49.3,85.7,0.684443074,0.534108527
BGR,SSP2,2060,10.63641613,86.114,49.6,86.8,0.697588268,0.543325342
BGR,SSP2,2065,10.70174221,86.997,50.1,87.8,0.711359441,0.553048466
BGR,SSP2,2070,10.76053912,87.812,50.6,88.9,0.72134498,0.561068194
BGR,SSP2,2075,10.8136322,88.568,50.9,89.9,0.734571183,0.569876015
BGR,SSP2,2080,10.86484293,89.268,51.1,90.9,0.744387073,0.57726081
BGR,SSP2,2085,10.91523248,89.918,51.5,92,0.757689,0.585629913
BGR,SSP2,2090,10.96411499,90.522,52.1,93,0.767179876,0.592145113
BGR,SSP2,2095,11.01016827,91.084,52.9,94,0.780082041,0.599636073
BGR,SSP2,2100,11.02522394,91.608,53.7,95,0.780082041,0.599636073
BGR,SSP3,2030,10.27622731,76.332,46.6,79.5,0.590465198,0.443903867
BGR,SSP3,2035,10.31213975,76.67,47.5,80,0.598979206,0.449929746
BGR,SSP3,2040,10.33997664,77.023,47.9,80.5,0.602199265,0.452944885
BGR,SSP3,2045,10.35921668,77.391,47.1,81,0.605202561,0.455821816
BGR,SSP3,2050,10.3716471,77.774,45.9,81.5,0.608077389,0.458615207
BGR,SSP3,2055,10.38491958,78.173,45.1,82.1,0.60671489,0.45927562
BGR,SSP3,2060,10.39729526,78.587,44.5,82.6,0.609271194,0.46164011
BGR,SSP3,2065,10.41033824,79.016,43.7,83.1,0.611936353,0.464068007
BGR,SSP3,2070,10.41981587,79.46,42.8,83.6,0.614609898,0.46649716
BGR,SSP3,2075,10.42608338,79.919,42,84.1,0.617271318,0.468914901
BGR,SSP3,2080,10.43104572,80.392,41.6,84.5,0.619520666,0.470849959
BGR,SSP3,2085,10.43597444,80.879,41.4,85,0.621816269,0.472809783
BGR,SSP3,2090,10.44176686,81.379,41.4,85.5,0.62372841,0.474304679
BGR,SSP3,2095,10.4476031,81.892,41.5,86,0.626116672,0.476314203
BGR,SSP3,2100,10.40616567,82.416,41.6,86.5,0.626116672,0.476314203
BGR,SSP5,2030,10.32434057,82.98,47.4,81.5,0.648576486,0.498015178
BGR,SSP5,2035,10.40934267,85.78,48.9,83,0.67427909,0.518879104
BGR,SSP5,2040,10.4987414,88.125,50.5,84.6,0.697943224,0.537142825
BGR,SSP5,2045,10.57652724,90.085,51.5,86.1,0.720713568,0.554064092
BGR,SSP5,2050,10.65818467,91.721,51.9,87.7,0.738391903,0.567628912
BGR,SSP5,2055,10.74379117,93.085,52.3,89.2,0.760190892,0.582632868
BGR,SSP5,2060,10.84742253,94.224,53.1,90.8,0.781782958,0.596739463
BGR,SSP5,2065,10.94755179,95.174,54.2,92.3,0.800309291,0.609408421
BGR,SSP5,2070,11.03235038,95.967,55.5,93.8,0.822759579,0.623364519
BGR,SSP5,2075,11.10545792,96.629,57,95.3,0.84550412,0.637353276
BGR,SSP5,2080,11.17239635,97.181,58.4,96.7,0.863737821,0.648715823
BGR,SSP5,2085,11.23581224,97.643,59.8,97.9,0.882109377,0.660099714
BGR,SSP5,2090,11.29653159,98.029,61.1,99,0.899795292,0.67058348
BGR,SSP5,2095,11.35498555,98.351,62.5,99.8,0.913290741,0.678970755
BGR,SSP5,2100,11.41237295,98.621,64,100.1,0.913290741,0.678970755
BHR,SSP1,2030,10.8741894,93.947,39.5,84,0.743304562,0.606610488
BHR,SSP1,2035,10.91292325,95.124,42.7,85.3,0.771960152,0.62518116
BHR,SSP1,2040,10.97115932,95.979,45.7,86.7,0.794698732,0.639394122
BHR,SSP1,2045,10.99146988,96.625,48.1,88,0.815844205,0.651561105
BHR,SSP1,2050,11.02529734,97.129,50.1,89.4,0.835355999,0.661765744
BHR,SSP1,2055,11.06019211,97.532,51.7,90.7,0.849798595,0.668914241
BHR,SSP1,2060,11.14314338,97.86,53.4,92,0.866859207,0.676406331
BHR,SSP1,2065,11.2301575,98.132,55.3,93.3,0.879812424,0.682025973
BHR,SSP1,2070,11.31664277,98.36,57.3,94.6,0.895985329,0.688703232
BHR,SSP1,2075,11.39307105,98.553,59.2,95.9,0.907758545,0.693201777
BHR,SSP1,2080,11.461019,98.717,61,97,0.919516928,0.697779078
BHR,SSP1,2085,11.523021,98.859,62.6,98.1,0.930915907,0.70202894
BHR,SSP1,2090,11.58135056,98.983,64,99.1,0.94207216,0.706049044
BHR,SSP1,2095,11.63305646,99.09,65.4,99.9,0.953328959,0.710296559
BHR,SSP1,2100,11.66280534,99.184,67,100.6,0.953328959,0.710296559
BHR,SSP2,2030,10.86243036,90.982,39.2,82.9,0.715247707,0.591114892
BHR,SSP2,2035,10.89179774,91.634,42.1,83.8,0.732563619,0.603253603
BHR,SSP2,2040,10.93874101,92.233,44.8,84.6,0.747836996,0.612979752
BHR,SSP2,2045,10.95072967,92.785,46.4,85.5,0.757648306,0.619139598
BHR,SSP2,2050,10.97546301,93.294,47.4,86.3,0.769592301,0.625018841
