ISO3,year,government_effectiveness,control_of_corruption,gdp_per_capita_log,urban_share,median_age,life_expectancy,locc
ARM,2023,0.481625284,0.4997233079999999,9.977389778416685,65.6956882008852,35.832,77.55,4.5
ARM,2024,0.442622836,0.507833909,10.035531944366426,65.8113671449901,,75.58505,4.5
ARM,2025,,,9.720657721404724,68.03,36.7,76.75,2.7
ATG,2015,,,9.951584087115297,25.0,,,3.287374128468597
ATG,2016,,,9.967421399025184,24.9239807471655,32.498,76.81700000000001,3.5
ATG,2017,,,9.972173811046384,24.8500263836871,32.934,76.86949999999999,3.8
ATG,2018,,,10.107416226647087,24.7781432093764,33.381,76.96350000000001,3.6
ATG,2019,,,10.18680724279743,24.708337524045,33.83,76.9935,3.5
ATG,2020,,,10.0154801612876,24.4,35.0,78.69999999999999,3.8
ATG,2021,,,10.156014970666316,24.574983819566,34.665,77.02600000000001,3.5
ATG,2022,,,10.306746541281171,24.5114484000414,35.072,77.3075,3.5
ATG,2023,,,10.360967863691512,24.4500156687422,35.486,77.42150000000001,3.7
ATG,2024,,,10.415897671709676,24.3906919254799,,77.5939,3.6
ATG,2025,,,10.0559455923839,29.077,37.3,79.35,3.4
AUS,2015,0.822562472,0.864498676,10.74644572643619,85.7,37.3,83.1,2.210321564896911
AUS,2016,0.82934005,0.84176233,10.76735193368509,87.0166295249235,36.247,82.5,2.1
AUS,2017,0.8331224949999999,0.8417408739999999,10.790654857759316,87.12809266445,36.268,82.55,2.1
AUS,2018,0.8487716449999999,0.836549548,10.82717553378974,87.2267680845925,36.352,82.80000000000001,2.0
AUS,2019,0.837468389,0.8401514069999999,10.875890744195225,87.3019647888406,36.543,82.95,2.1
AUS,2020,0.8255700879999999,0.803186803,10.900143920527931,86.2,37.6,84.5,2.1
AUS,2021,0.844436776,0.8180101639999999,10.973827496533854,87.2353407632761,37.259,83.35,2.1
AUS,2022,0.857080678,0.8284870819999999,11.09897212917138,87.3343268253813,37.512,83.25,2.1
AUS,2023,0.859860939,0.8440638939999999,11.188201870964296,87.4866955653765,37.751,83.1,2.1
AUS,2024,0.865155896,0.853425462,11.185964435553364,87.6021469990446,,84.06155,2.1
AUS,2025,,,10.867941284647957,87.341,39.2,85.2,2.5
AUT,2015,0.805185257,0.780871892,10.81072374008964,57.7,42.9,81.6,1.977738434387515
AUT,2016,0.835831747,0.785810579,10.866621096914312,67.7218061923556,42.007,81.69999999999999,1.7
AUT,2017,0.8271990300000001,0.795783037,10.894325899247884,67.9051196052802,42.115,81.7,1.6
AUT,2018,0.8253564569999999,0.8094587229999999,10.944408849741544,68.1046787227623,42.274,81.75,1.4
AUT,2019,0.8542111099999999,0.8039736519999999,11.007997879235289,68.3176044750522,42.433,81.95,1.4
AUT,2020,0.884396396,0.8036115509999999,10.977175695581582,58.7,43.5,82.45,1.4
AUT,2021,0.866567707,0.753856847,11.05039690336154,68.773601700253,42.678,81.25,1.5
AUT,2022,0.851211403,0.7554189269999999,11.185330670970458,68.998085127906,42.832,81.35,1.5
AUT,2023,0.8204369249999999,0.7457543839999999,11.205648075165538,69.2265358276021,43.086,81.6,1.5
AUT,2024,0.80788653,0.740564191,11.210622894186656,69.4658181096788,,82.09944999999999,1.5
AUT,2025,,,10.9568369999481,63.351,44.4,83.75,3.0
AZE,2015,0.451871222,0.216366834,9.620811106658456,54.7,29.6,72.3,5.579379048957857
AZE,2016,0.488845413,0.326269874,9.584369990078422,55.7574797205266,29.873,72.444,5.0
AZE,2017,0.487051372,0.304755734,9.56912815731014,56.4331887124691,30.067,72.59299999999999,4.8
AZE,2018,0.4830972159999999,0.295057873,9.634496347331725,57.1841534654123,30.329,72.93299999999999,4.7
AZE,2019,0.502593949,0.325706735,9.72168493723809,58.1308191977779,30.699,73.226,4.5
AZE,2020,0.502315219,0.324751638,9.626651141542638,56.4,31.8,71.35,4.7
AZE,2021,0.502323191,0.321511758,9.90904088894066,58.3659969744818,31.574,70.964,4.5
AZE,2022,0.5028363379999999,0.310498764,10.02358296396981,58.4382815854684,32.062,74.06800000000001,4.6
AZE,2023,0.5261662069999999,0.300026199,10.07118602314588,58.5075350483702,32.596,74.3475,4.6
AZE,2024,0.5457048609999999,0.321660634,10.130184757166752,58.573795837717,,74.4957,4.5
AZE,2025,,,9.692205000623266,60.766,34.2,74.30000000000001,4.8
BDI,2015,0.268421715,0.144349815,6.582070703477921,12.1,16.9,61.35,6.536714044618
BDI,2016,0.304939438,0.21732111,6.6389371210034405,15.6180905635494,15.123,60.7705,6.3
BDI,2017,0.3341779169999999,0.212849695,6.673795309218146,16.6241273909209,14.975,61.3275,6.4
BDI,2018,0.313256171,0.182082157,6.712972120649567,17.6820221982475,15.033,61.790000000000006,6.5
BDI,2019,0.3235107329999999,0.180867463,6.766679765660251,18.786178154187,15.194,62.169,6.5
BDI,2020,0.300796307,0.204686101,6.86498931230731,13.7,16.5,61.85,6.8
BDI,2021,0.294808443,0.197065852,6.942676931565654,21.1108861865354,15.481,62.1,6.9
BDI,2022,0.283771978,0.210647395,7.007398953482896,22.3202446002597,15.672,62.88,6.9
BDI,2023,0.297912739,0.217016617,7.047503359021121,23.5534768372276,15.902,63.648,6.8
BDI,2024,0.317781047,0.18251816,7.085856956014354,24.8302838651025,,63.81685,6.7
BDI,2025,,,6.600102896305573,18.155,17.6,63.05,6.3
BEL,2015,0.79690706,0.793324985,10.737958821847938,97.9,41.4,81.4,1.661587205470393
BEL,2016,0.7762971519999999,0.7912881199999999,10.787555704676912,86.4507790979645,40.492,81.5,1.5
BEL,2017,0.737080936,0.770539333,10.824886478886809,86.6731739531869,40.586,81.55000000000001,1.5
BEL,2018,0.752725459,0.7729331169999999,10.867934592086742,86.8883449485575,40.663,81.65,1.5
BEL,2019,0.73128901,0.7816421179999999,10.94574938744094,87.0961631189222,40.735,82.05,1.6
BEL,2020,0.740821421,0.795583496,10.935249242020474,98.1,41.8,82.19999999999999,1.8
BEL,2021,0.752230161,0.7923355999999999,11.013191661805944,87.4305564090635,40.935,81.85,1.8
BEL,2022,0.7681960929999999,0.797844434,11.143717146667235,87.489200269855,41.151,81.80000000000001,1.8
BEL,2023,0.739850756,0.775494825,11.183673128100605,87.551492636772,41.44,82.44999999999999,1.9
BEL,2024,0.745710173,0.775852129,11.205237714830483,87.6126557010527,,82.25614999999999,1.8
BEL,2025,,,10.8884509773325,98.199,42.8,83.44999999999999,3.3
BEN,2015,0.377833668,0.301457829,7.910347460236467,45.7,18.2,59.900000000000006,7.386187596811134
BEN,2016,0.417194491,0.390787377,7.952271973586995,46.6094559006664,17.11,59.271,7.2
BEN,2017,0.422673155,0.397150182,7.967589954137918,47.2942774880391,17.173,59.518,7.0
BEN,2018,0.442934018,0.41941421,7.994735605063682,47.9952829275963,17.246,59.7,6.8
BEN,2019,0.452472224,0.4299895009999999,8.054833773312179,48.7125500590248,17.331,59.8815,6.8
BEN,2020,0.476695739,0.471409996,8.084743572551606,48.4,18.5,60.5,6.8
BEN,2021,0.474149409,0.445298255,8.150262588576828,50.1961807561354,17.533,59.60850000000001,6.7
BEN,2022,0.471616961,0.4561184679999999,8.254308872683087,50.9627000010887,17.646,60.474,6.8
BEN,2023,0.471334148,0.457341806,8.326024482535038,51.7457922964593,17.772,60.7775,6.7
BEN,2024,0.477351469,0.4298237839999999,8.397184630254733,52.5455354818423,,60.9669,6.6
BEN,2025,,,8.21068954792282,54.298,18.8,62.2,7.0
BFA,2015,0.384870072,0.365339215,7.433417900436408,27.5,17.1,59.5,6.656978373279849
BFA,2016,0.41133628,0.433757038,7.539962220200211,25.821510372001,16.096,59.122,6.4
BFA,2017,0.414057995,0.447673558,7.621882311577995,25.9769918665632,16.186,59.528,6.2
BFA,2018,0.419626977,0.44666051,7.636908172720597,26.0832202154822,16.3,59.9235,6.1
BFA,2019,0.391372366,0.437888072,7.710726268943598,26.1187254401157,16.444,60.1415,6.1
BFA,2020,0.390734329,0.4376953119999999,7.775159429722463,30.6,17.5,60.15,6.6
BFA,2021,0.368265306,0.437564207,7.818603600362043,26.8114307743017,16.836,60.0105,6.5
BFA,2022,0.343967942,0.431141164,7.880517334468777,27.2791369742712,17.041,60.6655,6.5
BFA,2023,0.345353814,0.428354957,7.922733048053025,27.7872478365158,17.254,61.0715,6.4
BFA,2024,0.343295393,0.427426883,7.971048294356732,28.3352514896662,,61.27035,6.4
BFA,2025,,,7.792077814756431,35.551,18.3,61.8,7.1
BGD,2015,0.357006145,0.244403693,8.345748850057097,34.3,24.8,71.95,5.840101286634301
BGD,2016,0.409618614,0.262613123,8.429264802134663,29.8753915517965,23.774,71.1495,5.7
BGD,2017,0.401951079,0.263545731,8.493434562389456,30.2015798381799,24.023,71.6565,5.5
BGD,2018,0.3929697309999999,0.25660416,8.610712462801322,30.5175656009959,24.201,72.166,5.4
BGD,2019,0.397312669,0.255760817,8.707338068586358,30.8228396343012,24.38,72.666,5.2
BGD,2020,0.373141497,0.260737663,8.800955246626708,38.2,26.8,72.85,5.1
BGD,2021,0.403760073,0.257330264,8.914769819063883,31.3992156886061,24.733,71.1655,5.0
BGD,2022,0.392181042,0.240032436,9.041986691653486,31.673734726234,24.99,74.30850000000001,5.0
BGD,2023,0.4050134339999999,0.235908891,9.121266233318204,32.1578465036834,25.325,74.7025,4.9
BGD,2024,0.39305124,0.255454805,9.174378407088971,32.6783196323307,,74.98545,4.8
BGD,2025,,,8.967293916664746,44.499,28.7,74.05,4.6
BGR,2015,0.546695886,0.369713393,9.778658022743254,74.0,43.5,74.9,3.662621468036142
BGR,2016,0.5000070969999999,0.408835863,9.870346838440543,73.1750030517578,42.753,74.9,3.2
BGR,2017,0.503792401,0.416127977,9.942614487322214,73.3904571533203,43.01,74.9,3.1
BGR,2018,0.508647631,0.440211942,10.025964710834842,73.600212097168,43.301,75.05,3.1
BGR,2019,0.520393472,0.453187211,10.13506018840984,73.7162322998047,43.628,75.19999999999999,3.0
BGR,2020,0.50217808,0.426240972,10.15675461446492,75.7,45.1,73.4,3.0
BGR,2021,0.5105257089999999,0.432790039,10.29071099969322,73.346765618041,44.043,71.30000000000001,3.0
BGR,2022,0.499067134,0.450830509,10.457536488023296,73.4799164005224,44.154,74.25,3.0
BGR,2023,0.534045993,0.44815976,10.566281213344674,73.7322671584613,44.314,75.8,3.2
BGR,2024,0.5217307729999999,0.429964948,10.650754586727466,73.9499356882481,,75.845,3.1
BGR,2025,,,10.281511695050463,79.646,45.7,77.1,3.0
BHR,2015,0.618135666,0.462711,10.779669512320812,89.0,30.9,80.0,3.088659715195919
BHR,2016,0.5955856159999999,0.460789263,10.766987066395409,100.0,30.15,80.495,3.0
BHR,2017,0.5956055849999999,0.4495579439999999,10.82346150455407,100.0,30.348,80.51050000000001,2.8
BHR,2018,0.594713513,0.450015605,10.858866888488798,100.0,30.731,80.5265,2.9
BHR,2019,0.598219367,0.461637586,10.943755808968977,100.0,31.21,80.5775,3.0
BHR,2020,0.595184622,0.459821495,10.886240548342014,89.5,32.4,80.1,3.2
BHR,2021,0.6530734370000001,0.521075132,10.914264047923288,100.0,30.625,78.15199999999999,3.0
BHR,2022,0.655298844,0.507864899,11.029676970050565,100.0,31.683,81.0565,3.1
BHR,2023,0.655836257,0.526731466,11.06930801028204,100.0,32.876,81.3295,3.0
BHR,2024,0.6301180009999999,0.529975172,11.11157054401028,100.0,,81.4911,2.8
BHR,2025,,,10.864192661446378,92.23,35.9,81.7,3.4
BHS,2015,0.649254439,0.692485837,10.377781293360057,82.7,31.1,73.1,3.277953407105448
BHS,2016,0.6585171590000001,0.699083963,10.382366555019583,82.1784378570728,32.241,,3.0
BHS,2017,0.6585458590000001,0.696533793,10.442380703138598,82.0814018736052,32.573,,2.9
BHS,2018,0.658703491,0.701768051,10.46958974125383,81.9643158212241,32.911,,3.0
BHS,2019,0.6588571379999999,0.723987063,10.49449126503528,81.8257463283204,33.247,,3.1
BHS,2020,0.6276072149999999,0.724048394,10.211142308026655,83.2,33.0,73.80000000000001,3.2
BHS,2021,0.627867628,0.727166886,10.343826832817896,81.4784235345083,33.909,,3.2
BHS,2022,0.651327908,0.728143702,10.51301942962694,81.3200717047725,34.234,,3.2
BHS,2023,0.651448344,0.7254887619999999,10.57362506632368,81.3213799173676,34.597,,3.1
BHS,2024,0.651320947,0.727942056,10.626143394635148,81.3249262966481,,74.691,3.1
BHS,2025,,,10.507770551698108,86.658,34.9,75.55,3.2
BIH,2015,0.393294354,0.339920962,9.311646546082509,47.2,40.3,76.8,4.77693238281145
BIH,2016,0.432921786,0.383736239,9.3951801123657,48.0248845752382,41.723,76.914,4.6
BIH,2017,0.42188083,0.36175877,9.449313769907103,48.4918401819106,42.245,77.1635,4.5
BIH,2018,0.383790948,0.348913674,9.546584461558592,48.971927825824,42.771,77.756,4.5
BIH,2019,0.359073884,0.349254825,9.646971119269748,49.4650440037758,43.292,77.21199999999999,4.5
BIH,2020,0.376300761,0.352107606,9.643410290868689,49.0,42.3,76.45,4.5
BIH,2021,0.35000461,0.343131275,9.764216135978389,50.4899479477034,44.196,74.52600000000001,4.7
BIH,2022,0.368357723,0.340893452,9.929253917987998,51.0215287060993,44.559,76.722,4.7
BIH,2023,0.387918855,0.357419633,10.05773553702145,51.5657239834305,44.915,77.6635,4.9
BIH,2024,0.389873757,0.374735881,10.058159387967242,52.1224302754935,,77.85845,5.0
BIH,2025,,,9.83606332502628,55.28,43.5,78.95,4.9
BLR,2015,0.410879387,0.353487628,9.805518061869355,77.2,39.8,74.15,4.044138933776351
BLR,2016,0.449504697,0.4489489169999999,9.788776674032627,76.8458709716797,38.654,73.95,3.4
BLR,2017,0.474233446,0.455875165,9.820852814802317,77.0208206176758,38.815,74.25,3.2
BLR,2018,0.468691706,0.452800597,9.904785787182725,77.2132720947266,39.015,74.30000000000001,3.0
BLR,2019,0.466988759,0.4819969059999999,10.012413400689082,77.4550771852757,39.288,74.35,3.0
BLR,2020,0.3934774919999999,0.458019695,10.121510281770842,79.5,40.9,73.9,2.9
BLR,2021,0.380691396,0.436795333,10.22597604626053,78.131086803694,39.881,72.193,2.8
BLR,2022,0.397338355,0.394543234,10.255182437416602,78.4732787892908,40.192,74.22,2.7
BLR,2023,0.397439464,0.370386886,10.336379008516484,78.8146420666327,40.535,74.3,3.0
BLR,2024,0.376995982,0.361526013,10.404575844807209,79.1551015210848,,74.4807,3.0
BLR,2025,,,9.899468863038972,83.033,42.2,76.25,3.2
BLZ,2015,0.365026916,0.379423421,9.163079663296491,45.4,23.7,73.85,5.488748862874884
BLZ,2016,0.433169037,0.4535544929999999,9.148362374753848,43.6765514309211,23.139,72.061,4.9
BLZ,2017,0.433199875,0.438241368,9.118296723425424,43.4211086747287,23.534,72.27799999999999,5.3
BLZ,2018,0.436589881,0.456640437,9.158755962001148,43.164848281502,23.901,72.5275,5.3
BLZ,2019,0.440054261,0.463235149,9.259126924062802,42.9077622153323,24.273,72.7695,5.3
BLZ,2020,0.439561997,0.463301035,9.173561768687431,46.0,25.6,73.4,5.2
BLZ,2021,0.439854124,0.46034901,9.368738599489818,42.3910809205294,25.082,71.0895,5.1
BLZ,2022,0.485929432,0.469254536,9.507567483643845,42.1373251262137,25.521,72.3455,5.2
BLZ,2023,0.500916047,0.455070827,9.52733063702106,41.9459437504976,25.946,73.7115,5.2
BLZ,2024,0.488303528,0.446078242,9.571262599769677,41.7532107338224,,73.87084999999999,5.0
BLZ,2025,,,9.199452816113617,52.328,27.5,76.44999999999999,4.8
BOL,2015,0.371579789,0.270208997,9.077644946537026,68.4,23.4,67.75,5.689580867764137
BOL,2016,0.448708347,0.320993595,9.13151654351804,68.7446327876947,,,5.5
BOL,2017,0.452529642,0.313711581,9.25151996575916,69.0838016274736,,,5.4
BOL,2018,0.4425770259999999,0.311809484,9.283442826424976,69.4133879813999,,,5.4
BOL,2019,0.424377306,0.311916865,9.30613717126346,69.7334986708387,,,5.3
BOL,2020,0.421659752,0.315692114,9.167536166341298,70.1,24.7,66.2,5.3
BOL,2021,0.420373238,0.28647605,9.32388697850723,70.3450412826165,,,5.3
BOL,2022,0.429101056,0.279688233,9.417901490363908,70.6352598708131,,,5.5
BOL,2023,0.4338036119999999,0.28511009,9.464371935556496,70.9151414044538,,,5.3
BOL,2024,0.3947151429999999,0.276622228,9.463247373983195,71.2361453773988,,68.79585,5.3
BOL,2025,,,9.04184838759213,73.037,25.8,69.8,5.2
BRA,2015,0.466780758,0.339326125,9.603829946604916,85.8,31.1,74.9,4.235170110901801
BRA,2016,0.4938558649999999,0.404298743,9.568658395738048,85.9487048448108,30.919,75.1275,4.1
BRA,2017,0.492990606,0.383540827,9.58596799611346,86.1982897571091,31.367,75.42500000000001,4.1
BRA,2018,0.473268322,0.3960381119999999,9.646253378184642,86.4420719945072,31.813,75.67099999999999,4.1
BRA,2019,0.5217332229999999,0.403095121,9.684699378728114,86.6797991084296,32.256,75.838,4.2
BRA,2020,0.496410809,0.410287424,9.686675061840138,87.1,33.2,74.65,4.3
BRA,2021,0.500063582,0.396653253,9.802324106008312,87.1360781715439,33.092,73.1055,4.3
BRA,2022,0.467668678,0.386190444,9.897311185647412,87.349556243881,33.506,74.912,4.3
BRA,2023,0.461562672,0.387156512,9.960605737455694,87.6159710235763,33.942,75.8715,4.3
BRA,2024,0.469849597,0.395782583,10.014065877104713,87.8958549533146,,76.04775000000001,4.3
BRA,2025,,,9.676372064999503,88.23,35.3,77.1,4.9
BRB,2015,0.712822858,0.774246191,9.86191103597697,31.2,,,2.630944505905735
BRB,2016,0.703579881,0.7105197219999999,9.86139236193009,59.2510255301153,37.201,76.08449999999999,2.6
BRB,2017,0.7036093389999999,0.703188562,9.82210422181288,59.25926986892,37.447,76.1525,2.4
BRB,2018,0.703771055,0.7083094679999999,9.892277924936588,59.270175311893,37.687,76.295,2.6
BRB,2019,0.664876637,0.7103393699999999,9.902042437353574,59.2841140645486,37.921,76.4115,2.5
BRB,2020,0.6321231079999999,0.715279357,9.714465329205812,31.2,39.5,78.05,2.5
BRB,2021,0.64223219,0.720370427,9.780343818248957,59.3220365433819,38.401,76.50200000000001,2.5
