iso_a3,SSP,variable,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
-99,ssp2,tn90pETCCDI,30.503529,29.614656,27.613005,20.78907,29.550968,19.424965,25.987831,22.515024,28.125116,29.236462,31.627039,31.115673,22.862156,30.14547,27.170319,21.58934,23.522078,29.21487,29.504683,29.636072,28.914936,26.726076,25.203987,24.190214,34.020382,27.595629,37.628307,43.62062,31.036543,32.968536,31.376955,39.1527,37.44541,44.132755,43.71244,54.10399,46.61416,48.03606,40.681572,47.419655,40.6114,34.734444,44.999443,46.11325,35.37681,41.48613,40.48225,38.606995,45.575752,40.84141,43.42354,42.94875,44.24695,41.231518,44.496284,40.179913,49.705498,38.143417,43.448917,50.381844,42.099213,50.918686,46.31854,51.083576,51.197792,44.06873,45.05244,46.919487,43.578815,41.381157,44.44627,55.77918,58.055317,50.27397,49.97872,49.117985,50.376617,50.591114,57.32373,58.37483,52.736366,65.33926,54.507854,55.857567,60.406105,57.093052
AFG,ssp2,tn90pETCCDI,19.496311,17.339218,19.393045,23.494204,22.396206,27.183691,29.441517,18.697575,19.327713,32.616646,26.174921,22.739725,25.03899,35.039932,25.67334,30.630136,27.702845,22.080706,33.650158,22.971548,23.74078,31.757042,38.056904,31.028452,26.87039,32.824715,31.289778,28.280296,34.722866,39.716267,42.111694,29.559536,29.258165,30.64523,43.353004,37.194942,33.61433,40.3678,43.595364,45.483665,40.25079,41.025642,54.330875,36.628033,44.855637,49.348465,37.173866,54.113804,42.24868,45.250107,43.11486,51.091675,41.618546,49.46406,44.651215,42.7039,42.26765,50.250107,63.785034,45.22023,51.439407,49.638504,48.094837,49.976818,40.366703,45.70408,55.29821,45.753426,44.929398,56.01093,55.199158,61.116966,46.617493,55.674656,56.9863,49.348785,49.218124,52.042873,54.37092,59.55532,57.593254,53.394283,56.13277,64.62803,60.301373,60.24447
AGO,ssp2,tn90pETCCDI,35.680153,30.35837,29.211851,37.007965,49.126472,23.395603,26.565147,25.597961,32.324947,39.401447,54.18541,41.501114,26.05416,32.065067,48.025486,37.56738,37.91526,49.119328,42.3791,54.516724,60.960815,25.15059,38.190506,54.93342,48.48678,45.812683,54.14463,58.456833,33.692257,37.233448,48.461292,62.837845,59.485188,35.754227,41.631092,68.60911,49.92418,48.37845,58.42625,66.18541,52.851227,56.650146,69.86429,56.1287,71.350105,68.0061,66.51163,67.98725,75.57311,68.22849,73.08952,70.87353,75.93756,73.035965,65.102264,71.37305,70.064354,71.38899,73.16598,76.23956,68.168205,67.41136,77.77636,65.41191,70.60593,81.199646,71.617714,74.92832,70.63651,77.18388,86.09748,81.0806,70.09111,74.05642,80.97101,78.44282,73.731766,83.602745,76.52628,66.190506,84.59509,71.29877,72.277794,76.76968,77.2934,72.34151
ALB,ssp2,tn90pETCCDI,26.223093,17.056988,35.264187,27.632093,35.53816,25.68306,17.573385,20.665361,28.649706,32.86495,18.982388,31.81996,36.24266,48.82904,29.27593,38.512722,24.657534,38.797817,34.246574,33.34638,38.3953,39.071037,27.084148,36.086105,43.052837,25.526932,39.021526,41.996086,37.80822,28.4153,27.318983,34.83366,38.551857,45.433254,31.50685,40.547943,39.021526,51.717407,43.24853,57.573387,51.97652,44.53552,31.780823,54.324856,46.966732,35.55816,39.412914,39.37378,36.516636,38.56362,55.420742,39.68689,44.579254,53.239655,40.665363,45.753426,39.960857,55.23029,39.060665,36.67319,46.105675,52.57611,31.702545,41.05675,54.324856,43.1694,43.28767,53.972603,41.017612,40.163937,46.457924,55.812134,58.47358,50.039032,47.39726,46.65362,41.252445,52.53708,53.77691,52.015656,46.22309,67.60343,53.855186,52.133068,47.04501,56.438354
ARE,ssp2,tn90pETCCDI,16.712328,17.857143,21.037182,31.311155,36.7319,21.721312,20.469667,20.958904,25.655577,29.879,51.21331,37.08415,24.07045,28.103045,39.823875,44.44227,30.645794,32.18189,41.291588,33.405087,48.688847,29.839968,33.209393,36.966732,42.583168,43.911007,45.362034,60.861057,34.05088,33.469944,47.82779,36.771038,38.101765,38.446526,43.91389,49.295498,40.76321,46.389538,49.158512,54.168297,46.144814,54.371586,62.36791,42.524464,54.931507,54.78142,50.195698,65.94912,53.15069,60.55816,59.88258,59.49119,48.317024,50.42935,55.225048,58.45401,59.432487,50.487896,69.64775,73.2094,58.825832,56.40125,61.193737,55.45988,62.583168,62.529274,62.95499,62.05479,59.373775,58.97736,64.48141,73.52251,57.671234,69.086655,61.956947,72.56361,53.209393,62.97814,74.853226,73.38551,71.21331,77.59563,63.189823,68.06262,77.12329,56.477497
ARG,ssp2,tn90pETCCDI,13.074905,12.465605,21.654037,13.785096,12.03585,11.871681,13.241524,10.403187,15.341009,16.135721,17.839794,13.888565,15.353639,15.951149,15.5328865,18.171574,14.262119,18.243034,17.3652,17.24133,19.713398,18.007597,20.001944,16.628777,14.77849,17.004805,17.972893,18.099194,18.454775,17.969324,17.597881,19.184397,22.043621,16.396349,19.15525,18.014671,21.092976,20.488895,16.058,19.125134,19.62936,24.141088,18.765667,22.817448,26.70893,21.08718,20.7952,27.43175,24.0785,23.659071,27.860195,24.419994,26.47916,27.332094,21.867289,27.005732,31.751192,28.690947,27.273876,27.642086,29.717285,21.755222,26.911493,28.8021,25.963276,30.073055,29.957253,25.283688,26.320314,30.591887,24.962597,28.568443,28.025843,34.448997,29.022638,24.824638,36.07986,33.77805,29.137276,30.302145,28.874477,25.80078,26.44807,31.15224,30.559116,30.48431
ARM,ssp2,tn90pETCCDI,30.319635,17.213114,19.269407,31.826485,23.515982,40.30055,29.680365,19.908676,35.981735,36.065575,21.689499,31.141554,52.55708,41.165756,38.264843,31.050226,28.949774,31.967215,47.488586,37.534245,33.744293,44.945354,37.534245,41.278538,41.59817,45.400726,37.21461,18.356165,19.497717,32.969036,52.78539,38.44749,30.502283,28.916212,34.292236,39.77169,38.767124,44.85428,32.465755,45.34247,54.931507,49.49909,41.6895,37.351597,46.621002,49.863388,51.643833,50.228313,49.54338,30.601091,55.068493,41.09589,33.51598,55.919857,63.51598,45.570774,53.607304,51.00182,43.424656,38.08219,48.90411,42.896175,58.401825,46.575344,56.301373,37.52277,46.118725,42.78539,58.401825,42.4408,52.191784,46.666668,48.6758,51.775955,46.894978,45.34247,53.881275,67.4408,56.164383,69.31507,62.37443,54.508198,65.57078,71.369865,51.50685,46.666668
ATA,ssp2,tn90pETCCDI,8.517909,15.557892,13.657313,11.247982,15.681376,14.635993,14.753067,13.869437,10.409982,12.533174,11.707297,15.2310095,16.463068,13.39799,15.952397,14.234606,13.8225565,10.795091,13.073981,13.177782,13.885359,14.815258,14.918264,14.404389,14.117538,12.165923,12.815522,13.987275,15.236439,14.168666,18.488314,15.168683,19.57205,16.663994,16.194637,18.024998,18.115126,17.644424,21.712112,20.179552,17.872272,18.4848,22.288088,15.867675,18.483816,20.998974,22.159641,19.128157,19.820175,23.074226,15.987489,21.135254,20.244196,22.682829,19.325788,20.851696,23.495228,21.861185,19.494507,20.355764,21.392418,21.85004,22.053772,19.675058,16.867418,20.65965,25.355095,19.594242,22.034737,18.114944,17.057804,24.178207,23.112005,24.267513,24.744823,24.68084,24.698555,20.07354,26.149143,21.904566,23.331055,23.292906,21.565361,19.434519,22.389822,25.123642
ATF,ssp2,tn90pETCCDI,14.520548,18.306011,17.60274,16.917809,7.3287673,8.265027,12.054794,14.452055,13.972603,17.82787,23.356163,11.506849,15.684931,9.767759,15.2739725,17.123287,30.479452,27.459017,22.123287,33.972603,17.19178,10.997268,15.958904,20.753426,24.246574,22.131147,34.863014,16.780823,14.109589,19.603825,23.767124,18.013699,15.958904,26.980875,14.657534,21.643835,27.054794,25.68306,19.383562,36.438354,34.246574,31.420765,50.547943,36.164383,23.082191,28.210382,31.575344,54.863014,45.89041,52.254097,44.520546,31.232878,24.109589,29.713114,44.452053,37.53425,27.19178,41.598362,52.671234,37.876713,28.356165,29.371586,55.684933,51.232876,47.46575,51.84426,40.547943,58.219177,46.30137,52.663933,63.0137,46.575344,38.287674,53.278687,44.041096,43.767124,50.20548,58.674862,43.424656,40.342464,47.602737,55.259563,54.17808,62.054794,52.602737,54.931507
AUS,ssp2,tn90pETCCDI,13.142135,16.096191,17.774603,14.714272,25.767609,13.3077545,9.7038765,17.981152,18.628777,11.511452,20.830273,23.275236,14.214709,12.466186,24.06995,19.203148,14.0546,27.750454,22.53687,17.309238,23.000486,19.50781,15.507627,22.014378,29.035072,20.143976,21.589624,30.16963,14.881763,17.999456,17.115515,20.849316,26.630915,18.825718,19.700962,33.555817,32.705917,24.04333,26.261732,42.970562,20.617895,26.048326,32.890316,23.523754,27.735159,38.96582,36.544643,25.562422,41.228603,32.904896,28.028563,50.17332,38.69406,31.75968,31.95492,31.299524,43.275818,35.64237,34.100456,48.66531,30.292238,38.380226,43.78121,28.551052,35.43612,46.19114,48.05907,30.31225,32.252403,41.31903,35.957836,48.664917,37.086563,30.862885,40.359467,46.70494,42.4335,34.45239,50.448265,32.872437,34.32566,55.702633,36.244244,39.41669,48.524048,46.15661
