iso3,year,cdd,rx1day,rx5day,warm_days,warm_nights,wsdi,conflict_probability,hazard
ARM,2025,0.149999999999995,5.788529433333338,19.245834966666663,14.566211,21.689499,15.0,0.0277875,3.0
AUS,2015,20.62794161813534,5.373328333333333,18.25479593333334,9.191101,13.142135,5.228368794326241,,2.550224812797918
AUS,2016,-12.00610093505614,2.340498333333336,6.510605933333338,14.31849,16.096191,13.631205673758863,,2.9
AUS,2017,5.749218213880042,-0.127479666666666,-5.9655540666666695,14.712912,17.774603,15.817021276595744,0.0102,3.6
AUS,2018,26.990352965653077,-6.564202666666667,-16.735324066666664,14.544252,14.714272,16.0177304964539,0.014575,3.3
AUS,2019,-54.296881076900114,8.191628333333334,19.54456593333333,12.606821,25.767609,17.893617021276597,0.01825,3.4
AUS,2020,-21.33021441023345,7.3156853333333345,17.023455933333338,7.959733,13.3077545,4.899290780141844,0.025125,2.8
AUS,2021,-10.547235686829197,5.2189143333333305,10.43943093333334,7.3327503,9.7038765,5.670212765957447,0.028849999999999997,2.7
AUS,2022,31.19815438409279,-3.530109666666668,-8.474004066666666,18.448072,17.981152,17.273758865248226,0.031075,2.7
AUS,2023,-7.138725048531327,8.058475333333334,13.53810593333334,14.145925,18.628777,14.02482269503546,0.0355125,2.9
AUS,2024,26.82510473870272,6.172233333333331,22.82069593333334,10.214122,11.511452,6.641843971631205,0.0357875,2.7
AUS,2025,15.150636653596337,2.4903103333333334,2.420365933333329,19.83892,20.830273,27.347517730496453,0.037599999999999995,2.9
AUT,2015,0.7761904761904823,-1.490200433333328,8.508633333333336,23.835617,18.982388,32.523809523809526,,1.353650554223069
AUT,2016,-3.65238095238095,-0.7583174333333318,-2.047351666666671,12.64637,14.194639,2.9047619047619047,,1.3
AUT,2017,-0.985714285714284,7.132139566666673,27.18344333333333,26.431833,27.253752,37.095238095238095,0.0093375,1.3
AUT,2018,-3.4619047619047603,-7.997607433333329,-12.311008666666666,18.369211,21.004566,25.142857142857142,0.011737500000000001,1.3
AUT,2019,-1.2238095238095212,-0.1039504333333312,-5.470806666666661,26.810175,28.323547,43.04761904761905,0.013049999999999999,1.2
AUT,2020,-1.9857142857142824,-4.249455433333331,-5.252276666666674,23.74447,22.261253,26.476190476190474,0.0148875,1.2
AUT,2021,1.8714285714285737,-0.984097433333332,-3.178996666666663,18.434443,16.725376,24.142857142857142,0.0190125,1.3
AUT,2022,-3.65238095238095,0.9609895666666688,-3.1074666666666677,19.530333,20.39139,16.285714285714285,0.0217,1.3
AUT,2023,7.776190476190482,12.70577956666667,38.88983333333333,27.384212,30.724072,39.66666666666666,0.0235625,1.5
AUT,2024,3.2047619047619094,-0.4589734333333268,-4.182456666666667,22.72964,25.46188,26.52380952380953,0.026150000000000003,1.5
AUT,2025,-0.6523809523809518,2.533957566666672,19.366613333333333,22.152641,23.887802,26.09523809523809,0.0252625,1.4
AZE,2015,5.937681159420293,-4.1492384000000015,-3.412399100000002,32.23347,34.34187,59.47826086956522,,3.824220355149927
AZE,2016,1.3724637681159422,-1.0511814000000008,-1.278942100000002,16.999287,22.10739,26.13043478260869,,2.3
AZE,2017,0.415942028985512,-2.0227474,7.364558899999999,16.46218,18.106016,9.956521739130435,0.82415,5.0
AZE,2018,3.7202898550724655,-0.2977604000000013,-1.6123201000000051,30.613459,36.235855,54.78260869565217,0.7091875000000001,5.0
AZE,2019,-15.192753623188402,4.583623599999999,10.0842509,18.951757,24.145325,21.43478260869565,0.6296125,5.2
AZE,2020,-2.4536231884057926,4.1857966,1.6687848999999986,30.363506,37.704918,45.56521739130435,0.5481,5.0
AZE,2021,-2.671014492753621,-2.3393154000000003,1.7581749000000002,19.499702,29.6486,26.65217391304348,0.4866125,4.4
AZE,2022,0.5463768115942074,2.864641599999999,-1.6163291000000015,20.273972,21.691483,29.0,0.4240625,8.5
AZE,2023,-9.584057971014488,-0.7900904000000004,-5.047947100000002,28.350208,35.854675,56.95652173913044,0.3777375,8.5
AZE,2024,4.372463768115942,3.2704185999999997,4.099688899999997,29.98337,32.299835,63.52173913043478,0.336875,5.0
AZE,2025,-10.192753623188402,3.4864885999999977,15.030214900000004,18.010721,27.170935,9.043478260869565,0.311975,3.6
BDI,2015,15.793333333333337,1.2703670666666724,-3.0958194333333324,33.150684,43.123287,60.0,,3.710597726621163
BDI,2016,-7.206666666666663,-1.511068933333327,-7.579099433333326,29.781422,35.79235,43.4,,2.2
BDI,2017,2.793333333333337,-2.121088933333329,-16.380314433333332,30.630136,30.849316,44.0,0.087675,6.1
BDI,2018,6.7933333333333366,1.9126690666666697,-2.859599433333329,35.835613,43.945206,73.0,0.1566,4.8
BDI,2019,4.593333333333334,4.811982066666673,9.953105566666665,24.931507,46.958904,32.4,0.21735,4.9
BDI,2020,8.99333333333334,0.6750860666666725,4.308890566666662,17.868853,25.136612,17.0,0.26945,5.2
BDI,2021,18.793333333333337,-0.0372139333333301,-2.864269433333334,10.684932,20.986301,1.2,0.30796250000000003,4.9
BDI,2022,2.9933333333333394,1.761988066666671,3.3459105666666744,14.301371,21.58904,22.2,0.3411,4.7
BDI,2023,8.593333333333334,3.1736170666666723,-0.1507294333333249,21.917807,34.90411,14.6,0.3684875,4.7
BDI,2024,4.393333333333331,2.67627606666667,4.69560056666667,23.224043,34.371586,38.2,0.39063749999999997,4.1
BDI,2025,-21.60666666666667,3.338507066666672,4.799690566666669,26.520548,51.34247,21.4,0.40075000000000005,5.2
BEL,2015,0.0,2.5197902666666714,1.8299438333333315,17.260273,20.41096,6.75,,0.8710955112599568
BEL,2016,-2.375,10.846547266666672,-8.250113166666665,17.178963,17.247267,11.5,,0.7
BEL,2017,5.5,-3.409679733333327,8.137606833333336,16.335617,18.18493,19.0,0.011125000000000001,3.5
BEL,2018,-2.125,8.638200266666669,9.17204683333334,14.520548,17.568493,16.875,0.0138625,3.5
BEL,2019,-6.0,2.820647266666672,14.65110683333333,20.787672,26.09589,35.0,0.017849999999999998,3.8
BEL,2020,-0.5,-3.100128733333328,10.670866833333337,16.188524,18.135246,16.875,0.020025,2.1
BEL,2021,-2.875,4.757845266666671,2.1483168333333325,13.69863,17.294521,11.875,0.024624999999999998,1.9
BEL,2022,0.875,-7.140454733333328,-11.372609166666663,21.232876,22.5,19.875,0.027875,1.2
BEL,2023,-1.875,-0.147396733333327,-2.330403166666663,26.815067,26.369864,32.375,0.023762500000000002,1.1
BEL,2024,-1.375,-2.8451197333333305,-6.3608561666666645,19.637978,21.311476,15.375,0.02735,1.9
BEL,2025,-1.375,-4.585199733333329,-12.201318166666669,21.849316,25.068493,19.25,0.0293875,2.0
BEN,2015,-78.60392156862747,13.8033876,17.76108153333334,23.352135,37.502014,44.0,,2.633623857309751
BEN,2016,-24.95686274509805,12.3301856,19.16897153333333,16.988108,22.227581,25.705882352941178,,1.3
BEN,2017,35.16078431372546,-3.857173399999997,-4.244394466666662,24.109589,31.007252,47.23529411764706,0.0286625,2.8
BEN,2018,-28.48627450980393,6.190067599999999,9.376491533333336,18.275585,27.268332,31.94117647058824,0.044375,2.4
BEN,2019,-22.89803921568628,4.676247600000004,-3.014908466666654,28.41257,50.056408,49.0,0.057575,2.1
BEN,2020,12.101960784313718,-1.2156363999999975,1.0068315333333402,14.04693,15.605914,16.0,0.0735,2.4
BEN,2021,-21.30980392156863,12.5590106,8.122655533333344,15.052377,18.114424,18.294117647058822,0.08395,2.2
BEN,2022,-12.780392156862746,-3.558112399999999,4.173301533333344,14.439967,32.377113,6.0,0.0964625,2.7
BEN,2023,-4.368627450980398,2.5267796000000047,4.318677533333343,16.244963,22.256245,27.764705882352946,0.108425,1.7
BEN,2024,-2.9568627450980784,6.8461956000000015,9.488771533333336,14.111218,27.595629,13.058823529411764,0.12202500000000001,2.5
BEN,2025,-43.89803921568628,2.885246600000002,5.433401533333338,26.575342,43.52941,53.70588235294117,0.1336125,4.0
BFA,2015,-88.29603174603173,12.464120466666664,10.344059533333336,25.583822,33.639923,51.61904761904762,,2.146852357159857
BFA,2016,-18.224603174603143,8.564693466666668,12.539745533333338,19.86729,23.139475,33.26190476190476,,2.6
BFA,2017,36.44206349206348,0.9959004666666686,8.109417533333335,25.531637,20.267448,48.833333333333336,0.0368625,4.2
BFA,2018,-22.962698412698412,16.175096466666666,16.25117553333333,22.27006,28.708414,40.285714285714285,0.0638,4.2
BFA,2019,-21.200793650793685,-1.1943025333333317,-2.69030446666666,27.925636,38.956295,59.45238095238095,0.08793749999999999,3.8
BFA,2020,6.418253968253964,9.348973466666664,13.172070533333333,14.747594,7.3640385,24.02380952380953,0.11407500000000001,3.8
BFA,2021,-9.843650793650797,3.236028466666667,0.3983355333333378,19.71298,16.268753,30.404761904761905,0.135075,5.6
BFA,2022,-21.43888888888887,7.1137674666666655,17.149245533333335,19.680365,27.834312,21.857142857142858,0.1516,5.5
BFA,2023,-31.867460317460317,25.35734346666667,39.68636553333334,14.67058,16.764515,19.95238095238096,0.17679999999999998,7.1
BFA,2024,-15.700793650793685,17.497693466666668,27.93543553333334,17.148062,25.058548,31.38095238095238,0.19225,6.9
BFA,2025,-61.03412698412697,3.538590466666665,8.648755533333336,25.87084,32.88976,57.97619047619048,0.20815,8.1
BGD,2015,12.309876543209867,-22.218675,-44.146269333333336,14.682902,21.582954,30.0,,7.942925009353128
BGD,2016,6.235802469135805,-19.570618999999997,-46.94202533333333,12.912366,20.481686,14.74074074074074,,6.8
BGD,2017,-13.838271604938283,2.656388000000007,-13.75806933333334,5.814307,10.522577,3.2962962962962963,0.9369124999999999,7.5
BGD,2018,49.97654320987654,-4.313741999999998,-19.78057933333335,9.223744,19.614408,9.37037037037037,0.912225,7.5
BGD,2019,14.45802469135802,5.039393000000004,7.404580666666675,19.837646,41.04515,44.11111111111112,0.8849250000000001,7.5
BGD,2020,33.050617283950615,0.627428000000009,-26.238309333333348,8.480064,15.806517,9.037037037037036,0.8637625,7.6
BGD,2021,17.42098765432098,15.178958000000009,29.87881066666665,7.4277015,17.23998,5.703703703703703,0.8405125,7.4
BGD,2022,-5.208641975308645,6.805668000000011,25.300600666666668,7.6103497,16.235415,5.592592592592593,0.8224750000000001,6.9
BGD,2023,-13.39382716049382,26.062503000000007,33.15339066666667,3.267377,14.348046,0.2592592592592592,0.80285,6.3
BGD,2024,3.902469135802463,4.835513000000006,15.75273066666665,10.11941,22.667477,11.851851851851851,0.7841750000000001,6.9
BGD,2025,18.495061728395054,-0.365561999999997,25.80887066666665,7.650939,23.125317,8.666666666666666,0.7709999999999999,7.8
BGR,2015,-1.8986111111111088,-6.762512999999998,-11.42198856666667,30.639269,32.60274,47.66666666666666,,2.294689703069511
BGR,2016,7.893055555555549,0.775030000000001,1.8002404333333288,13.672587,16.826048,12.875,,2.2
BGR,2017,9.351388888888891,2.495778999999999,22.772854433333336,25.388128,30.490868,28.33333333333333,0.008212500000000001,2.5
BGR,2018,-7.31527777777778,4.916463,8.47864443333333,25.696348,30.547945,26.20833333333333,0.009225,2.4
BGR,2019,8.601388888888891,6.400390999999999,13.880714433333324,26.141554,30.148401,41.0,0.0107125,2.1
BGR,2020,11.518055555555549,3.5400479999999988,11.942674433333323,21.653006,25.648909,33.75,0.0132625,2.0
BGR,2021,-5.023611111111109,24.748895000000005,31.560824433333323,15.616439,18.972603,17.916666666666668,0.0149,2.0
BGR,2022,-6.106944444444441,-1.4711859999999994,-3.362295566666674,15.490868,16.678083,12.416666666666666,0.017175,2.2
BGR,2023,7.059722222222227,6.0397510000000025,6.996194433333329,29.132421,34.166668,62.16666666666666,0.01955,2.0
BGR,2024,-0.8986111111111086,-5.913560999999998,-8.794668566666672,31.534607,36.612022,48.0,0.020775000000000002,1.8
BGR,2025,-8.273611111111109,-0.4311289999999985,1.07143443333333,20.365297,22.009132,30.416666666666668,0.023025000000000004,1.9
BHS,2015,-7.0,18.280313733333344,5.374437766666659,37.80822,30.547945,53.5,,1.860758592903626
BHS,2016,6.5,15.236948733333342,-10.965062233333342,34.836067,27.322403,57.0,,1.7
BHS,2017,0.5,-15.72268526666666,-27.753762233333333,34.10959,27.671234,40.0,,2.0
BHS,2018,3.5,-0.0251512666666613,4.039417766666659,40.136986,33.28767,59.5,,2.2
BHS,2019,-5.0,-3.625227266666663,-0.0765222333333355,38.90411,26.301369,86.0,,2.0
BHS,2020,-6.5,-8.266119266666664,-6.95825223333334,40.300545,34.28962,82.5,,1.9
BHS,2021,7.0,-8.257418266666662,-9.236332233333345,54.38356,47.260273,131.5,,1.9
BHS,2022,2.0,-0.1934952666666589,-7.578157233333343,56.438354,46.71233,152.0,,1.8
BHS,2023,7.0,-2.702001266666663,3.927257766666656,48.49315,39.589043,86.0,,1.8
BHS,2024,-1.0,-1.0715912666666585,-28.234376233333336,53.688526,44.125683,128.5,,1.7
BHS,2025,-10.0,22.673558733333337,119.26867776666666,47.80822,32.60274,115.5,,2.0
BIH,2015,-2.2333333333333343,-1.872337733333332,21.578274633333336,20.846825,19.128267,29.0,,1.937716058831158
BIH,2016,11.948484848484846,-15.114704733333332,-20.320325366666665,14.629905,13.984103,22.90909090909091,,2.9
BIH,2017,4.312121212121209,-4.427189733333336,-16.87192136666667,30.510584,32.02989,63.63636363636363,0.0116875,3.8
BIH,2018,1.4030303030303024,15.714217266666664,35.21918463333333,21.519302,24.383562,30.0,0.0165375,3.3
BIH,2019,-0.6878787878787911,-4.313255733333335,-9.16786536666666,26.102118,31.606476,40.36363636363637,0.020262500000000003,3.0
BIH,2020,17.584848484848486,-2.109890733333337,6.312284633333334,26.22951,24.242424,49.36363636363637,0.0244125,2.9
BIH,2021,0.130303030303029,-5.749785733333333,-9.935405366666672,15.865503,13.972602,23.454545454545453,0.0242125,3.0
BIH,2022,-6.051515151515153,3.711404266666662,15.716304633333335,20.07472,16.537981,31.0,0.02535,2.5
BIH,2023,6.403030303030302,-8.229473733333336,-14.062335366666671,22.341219,26.575342,44.81818181818182,0.0265875,2.3
BIH,2024,-1.0515151515151544,8.794910266666669,20.292744633333328,24.615002,24.093391,36.90909090909091,0.02375,1.5
BIH,2025,-6.960606060606063,4.343344266666662,0.216074633333335,16.83686,21.46949,15.181818181818182,0.0266625,2.5
BLR,2015,-5.794152046783626,0.2225521999999991,0.1027474999999995,26.782022,26.637829,59.63157894736842,,1.351778259364712
BLR,2016,4.328654970760233,0.9771982,-0.1353245000000029,13.977567,15.914103,21.45614035087719,,1.6
BLR,2017,-2.5836257309941537,-1.7365098000000003,5.962273499999995,16.899784,16.789234,19.0,0.009725000000000001,2.2
BLR,2018,-6.636257309941522,-2.9632558000000024,2.8049834999999987,24.397982,24.056717,40.08771929824562,0.012624999999999999,2.0
BLR,2019,2.451461988304093,9.1190802,4.897593499999999,29.935112,28.113434,36.01754385964912,0.0159125,2.6
BLR,2020,-3.8994152046783626,-5.521993800000001,-10.199189500000005,17.529478,16.887163,29.473684210526315,0.017225,2.1
BLR,2021,6.661988304093562,4.9298462,7.7582035,17.668829,17.846672,22.2280701754386,0.0207625,1.7
BLR,2022,-7.022222222222224,4.044024199999999,9.7047035,9.685172,13.179523,4.350877192982456,0.022825,1.8
BLR,2023,5.907602339181285,-0.0380678000000003,-7.2731645,39.327084,41.033405,76.87719298245614,0.0238125,1.1
BLR,2024,1.4163742690058427,7.838836199999996,23.440983499999994,19.096922,18.449814,33.98245614035088,0.028175,0.9
BLR,2025,-2.9520467836257325,3.4343861999999987,4.481951500000001,24.657536,27.853882,49.43859649122807,0.02765,2.4
BLZ,2015,-11.377777777777784,2.784199666666666,-4.5210103666666726,23.65297,30.41096,50.66666666666666,,2.465007958836242
BLZ,2016,-14.377777777777784,-3.2679733333333303,4.047909633333333,8.105647,18.397085,9.0,,2.3
BLZ,2017,2.9555555555555486,-0.7703003333333314,-10.239240366666664,17.260275,16.52968,26.666666666666668,,3.0
BLZ,2018,-20.71111111111112,3.2567446666666697,21.795149633333335,17.716894,21.552511,32.0,,3.2
BLZ,2019,16.622222222222206,-5.798149333333331,-11.579710366666667,31.05023,42.465755,54.0,,3.3
BLZ,2020,-7.711111111111123,-1.023977333333331,0.0459796333333315,20.21858,31.876137,27.0,,3.2
BLZ,2021,22.62222222222221,-7.79665833333333,-30.188677366666667,27.39726,24.018265,54.0,,3.3
BLZ,2022,-10.377777777777784,-0.2502293333333298,21.771629633333333,14.611873,23.92694,12.333333333333334,,3.1
BLZ,2023,25.62222222222221,1.1176566666666687,-17.70095236666667,17.716896,26.118721,16.666666666666668,,3.2
BLZ,2024,-15.711111111111125,5.423177666666668,29.656759633333337,19.125683,38.88889,30.33333333333333,,2.1
BLZ,2025,4.622222222222206,-2.3543553333333307,-3.746950366666667,30.41096,49.58904,50.0,,2.1
BOL,2015,6.2056437389770736,7.445276799999995,14.57733483333334,31.666306,33.750816,53.71428571428572,,3.053302803345886
BOL,2016,6.364373897707225,6.200419799999999,11.716860833333342,22.942144,28.691416,29.682539682539684,,2.2
BOL,2017,5.179188712522048,-1.7947672000000026,-1.8895231666666632,18.395304,23.14996,16.465608465608465,0.0125,4.6
BOL,2018,6.925220458553795,2.2332177999999985,-10.742379166666666,31.635864,34.237877,55.10582010582011,0.0203125,4.2
BOL,2019,5.40141093474427,2.6759667999999976,-2.669809166666653,42.670147,55.668625,90.43915343915344,0.025675,4.3
BOL,2020,10.623633156966491,0.6740858000000003,-3.228863166666656,17.742214,19.935236,20.32804232804233,0.030899999999999997,4.2
BOL,2021,-0.127689594356255,-2.427812199999998,-0.4398591666666647,26.334711,26.23614,39.27513227513227,0.0334,4.3
BOL,2022,-3.6144620811287433,3.1635268,6.199910833333348,21.461187,29.148365,25.12169312169312,0.038475,3.8
BOL,2023,15.258553791887133,2.2126677999999984,12.186460833333342,27.982895,36.244114,46.92063492063492,0.04165,3.1
BOL,2024,13.094532627865966,-0.1798302000000049,-6.903869166666652,30.095121,33.683174,43.3015873015873,0.0502125,2.4
BOL,2025,12.10511463844798,2.0867897999999983,4.051690833333339,45.572224,58.905556,89.61904761904762,0.051887499999999996,3.0
BRA,2015,16.340464576074332,1.611929233333342,3.522892566666684,26.962723,32.918716,41.31428571428572,,5.107411991824794
BRA,2016,11.158583042973284,3.735605233333345,10.398202566666685,23.681192,34.065994,29.89128919860628,,3.7
BRA,2017,2.2540534262485465,2.643415233333343,9.273668566666686,16.965872,27.393633,13.391637630662022,0.033275,4.7
BRA,2018,12.362764227642266,3.2100392333333403,2.633982566666674,29.286621,34.273685,57.76515679442509,0.0561625,5.6
BRA,2019,27.72513356562137,5.379987233333345,8.65504256666668,53.206436,64.16973,136.995818815331,0.07795,5.6
BRA,2020,8.644994192799068,-0.4729367666666562,-1.908537433333322,25.229336,26.905619,36.46132404181185,0.09645,5.7
BRA,2021,15.411544715447157,0.4074012333333456,0.0041375666666851,22.200945,24.125626,31.30243902439024,0.11456250000000001,7.2
BRA,2022,13.97739837398374,0.5349672333333402,0.4062125666666816,31.258652,38.05527,54.60836236933798,0.1297,7.2
BRA,2023,26.943948896631817,1.1877342333333445,2.218622566666681,34.02415,46.626125,60.20696864111498,0.14665,5.7
BRA,2024,26.166248548199768,0.3265972333333451,1.585722566666675,35.07835,40.3431,72.5567944250871,0.170075,5.7
BRA,2025,10.652659698025552,5.765971233333346,13.99933856666668,44.059948,64.8307,99.81114982578396,0.1808,6.8
BRN,2015,-0.5111111111111111,-6.463456199999996,-16.344225666666674,28.85845,33.51598,24.666666666666668,,0.118735797167826
BRN,2016,5.822222222222222,-6.0713352,-18.682630666666668,34.153004,46.630238,36.0,,0.3
BRN,2017,-4.177777777777778,10.038603800000004,17.503424333333328,26.118721,38.44749,23.666666666666668,,1.3
BRN,2018,1.155555555555556,1.9576488000000007,-9.037165666666668,31.05023,33.333332,37.66666666666666,,2.2
BRN,2019,7.155555555555556,-2.223576199999997,-15.35670566666667,66.39269,79.26941,190.0,,2.3
BRN,2020,-3.177777777777778,-1.7011231999999978,-10.652855666666667,32.05829,38.34244,30.666666666666668,,1.4
BRN,2021,-2.511111111111111,7.5859138,0.1224643333333403,20.456621,26.849314,19.0,,1.5
